linkid,Average_Daily_SeniorPopulation_Travelling,distance_to_city_center,new_loc,avg_elevation,range_elevation
720037051,1495.463004,8517.0,"[(41.22587, -8.62263), (41.22579, -8.62276), (41.225820000000006, -8.622929999999998), (41.225930000000005, -8.623009999999999), (41.22601000000001, -8.62298)]",90.58333333333331,1.0
720037052,1799.083333,8525.0,"[(41.22587, -8.62263), (41.22598, -8.62262), (41.226040000000005, -8.62267), (41.226060000000004, -8.62271)]",91.71428571428572,1.0
720037053,2326.2757850000003,8544.0,"[(41.22601, -8.62298), (41.22608, -8.62286), (41.22607, -8.62274), (41.22606, -8.62271)]",91.14285714285714,2.0
723629645,664.650224,3119.0,"[(41.13495, -8.57929), (41.13512, -8.57914), (41.13556, -8.57858), (41.13567, -8.57845), (41.135709999999996, -8.5784), (41.135909999999996, -8.57813)]",34.0,18.0
724650433,2990.926009,9903.0,"[(41.22738, -8.66874), (41.22768, -8.66868)]",66.0,2.0
724650434,5317.201794,9929.0,"[(41.22768, -8.66868), (41.22872, -8.66844)]",70.0,6.0
724679915,144.47141299999998,4646.0,"[(41.10794, -8.62602), (41.10817, -8.62607), (41.1084, -8.62612), (41.108740000000004, -8.6262), (41.108990000000006, -8.62625), (41.10940000000001, -8.6263)]",81.5,3.0
724679916,144.47141299999998,4602.0,"[(41.1094, -8.6263), (41.10955, -8.62632), (41.109829999999995, -8.62637)]",83.33333333333333,1.0
727336477,575.6905830000001,850.0,"[(41.14154, -8.61005), (41.14166, -8.60999), (41.14201, -8.609729999999999)]",46.5,19.0
732981889,910.8609869999999,2665.0,"[(41.14345, -8.64257), (41.1438, -8.6426), (41.143969999999996, -8.642520000000001), (41.144079999999995, -8.64231), (41.144149999999996, -8.64203), (41.144169999999995, -8.64191)]",65.8888888888889,2.0
732981911,332.325112,8373.0,"[(41.08084, -8.65186), (41.08088, -8.65208), (41.0809, -8.65209)]",15.4,1.0
732981913,1243.186099,8375.0,"[(41.08066, -8.65306), (41.0809, -8.65209)]",13.0,4.0
732981914,910.8609869999999,8356.0,"[(41.08084, -8.65186), (41.08094, -8.65178), (41.08098, -8.65179)]",16.75,1.0
732988213,996.975336,8822.0,"[(41.20435, -8.6872), (41.204429999999995, -8.687080000000002), (41.20448999999999, -8.687030000000002)]",38.0,0.0
733672532,2603.213378,9724.0,"[(41.23676, -8.59972), (41.23701, -8.59959), (41.23714, -8.599499999999999), (41.23723, -8.599310000000001), (41.23723, -8.599250000000001)]",54.75,1.0
733672533,664.650224,9753.0,"[(41.23696, -8.59893), (41.23713000000001, -8.59897), (41.23722000000001, -8.599149999999998), (41.23723000000001, -8.599249999999998)]",54.125,1.0
733672534,2658.600897,9701.0,"[(41.23651, -8.59915), (41.23684, -8.598969999999998), (41.23696, -8.598929999999998)]",55.5,1.0
735002976,5040.2642,7278.0,"[(41.20542, -8.65647), (41.205999999999996, -8.65774)]",69.5,1.0
735002978,2990.926009,7399.0,"[(41.20558, -8.65883), (41.20578, -8.65895)]",63.5,1.0
735002979,3267.863602,7423.0,"[(41.20578, -8.65895), (41.20617, -8.65916), (41.20658, -8.65937), (41.20671, -8.659389999999998), (41.20675, -8.659359999999998)]",66.42857142857143,4.0
735003012,3267.863602,7210.0,"[(41.20401, -8.6579), (41.20419999999999, -8.65791), (41.204299999999996, -8.65804), (41.20457999999999, -8.65844), (41.20468999999999, -8.65855), (41.204849999999986, -8.65861), (41.20492999999998, -8.65861)]",59.8,2.0
735003013,4375.613976,7328.0,"[(41.20493, -8.65861), (41.20513, -8.65859), (41.20523, -8.65863), (41.20558, -8.65883)]",61.66666666666666,2.0
735026567,664.650224,7571.0,"[(41.21201, -8.64734), (41.211999999999996, -8.6478), (41.21198999999999, -8.64795), (41.211949999999995, -8.64833), (41.211969999999994, -8.648629999999999), (41.21211999999999, -8.649379999999999)]",57.14285714285714,5.0
735026572,830.81278,7273.0,"[(41.21056, -8.6427), (41.2111, -8.64251), (41.21126, -8.64247)]",66.25,4.0
735026584,4597.164051,8289.0,"[(41.21463, -8.66247), (41.21478, -8.66224), (41.215779999999995, -8.66108), (41.215619999999994, -8.66041), (41.21549999999999, -8.660120000000001), (41.21540999999999, -8.66), (41.21515999999999, -8.65982), (41.21508999999999, -8.65967), (41.21504999999999, -8.65947), (41.21479999999999, -8.6591)]",44.0,7.0
735158106,3550.9663680000003,12955.0,"[(41.23225, -8.71998), (41.23293, -8.72027)]",7.0,0.0
735540528,1329.300448,7757.0,"[(41.21837, -8.62725), (41.21863, -8.62724), (41.21883, -8.62715), (41.21892, -8.62703)]",45.0,0.0
736466393,664.650224,11138.0,"[(41.24884, -8.63032), (41.24904, -8.62952)]",104.5,3.0
736466397,4154.0639009999995,9844.0,"[(41.23753, -8.62617), (41.23753, -8.62598)]",101.33333333333331,3.0
736466398,1329.300448,9600.0,"[(41.23543, -8.62478), (41.23547, -8.62472)]",95.0,0.0
736466399,2326.2757850000003,9604.0,"[(41.23547, -8.62472), (41.23551, -8.62466)]",94.5,1.0
736466408,664.650224,9785.0,"[(41.23699, -8.62601), (41.23701, -8.625940000000002)]",98.0,0.0
736466411,2160.113229,10697.0,"[(41.24498, -8.62886), (41.2451, -8.628969999999999), (41.24513, -8.629159999999999)]",106.33333333333331,1.0
736466414,886.200299,11335.0,"[(41.25054, -8.63113), (41.25059, -8.63095), (41.25087, -8.63019), (41.251, -8.629750000000001), (41.251149999999996, -8.629030000000002)]",112.4,6.0
736466424,166.162556,10681.0,"[(41.24483, -8.62893), (41.244930000000004, -8.628860000000001), (41.244980000000005, -8.628860000000001)]",105.75,1.0
736472505,332.325112,8235.0,"[(41.21615, -8.65433), (41.21695, -8.65392), (41.217349999999996, -8.65359), (41.21749, -8.6535), (41.21763, -8.653509999999999)]",41.333333333333336,3.0
736472515,166.162556,8963.0,"[(41.22975, -8.62368), (41.229800000000004, -8.623660000000001)]",90.0,0.0
736472545,332.325112,8377.0,"[(41.21775, -8.65383), (41.21791, -8.65372), (41.218070000000004, -8.65376)]",39.333333333333336,1.0
736472568,664.650224,10067.0,"[(41.23346, -8.65659), (41.23348, -8.65678)]",58.5,1.0
736472572,1329.300448,11200.0,"[(41.24315, -8.66174), (41.24327, -8.66105), (41.24331, -8.66062), (41.24335, -8.66025)]",86.0,0.0
736472575,21886.88407,11731.0,"[(41.24772, -8.66284), (41.247820000000004, -8.66264)]",86.0,0.0
736472576,25283.24672,11735.0,"[(41.24782, -8.66264), (41.24791, -8.66243), (41.24798, -8.6623)]",86.0,0.0
736472578,418.242034,12506.0,"[(41.25371, -8.66786), (41.254149999999996, -8.6672), (41.254169999999995, -8.667169999999999)]",72.33333333333333,5.0
736472631,166.162556,6994.0,"[(41.20781, -8.64285), (41.20836, -8.64302), (41.2085, -8.64305), (41.20863, -8.64305), (41.20877, -8.643030000000001), (41.20891, -8.643)]",76.83333333333333,2.0
736472650,1993.950673,10202.0,"[(41.2347, -8.65683), (41.23474, -8.657049999999998), (41.23478, -8.657189999999998)]",57.75,2.0
736472651,3655.576233,10222.0,"[(41.23478, -8.65719), (41.23491, -8.65758), (41.23495, -8.65763)]",62.66666666666666,6.0
736472660,760.9644989999999,6573.0,"[(41.20114, -8.65041), (41.20118, -8.65018), (41.20127, -8.64933), (41.201280000000004, -8.6492)]",85.75,3.0
736491531,227.71524700000003,6095.0,"[(41.19141, -8.65806), (41.191449999999996, -8.658040000000002)]",84.0,0.0
736491537,332.325112,6193.0,"[(41.19008, -8.66177), (41.190180000000005, -8.661740000000002)]",78.0,0.0
736491549,996.975336,5838.0,"[(41.18536, -8.662), (41.18548, -8.66203)]",78.0,0.0
736491552,332.325112,5862.0,"[(41.1853, -8.66246), (41.18534, -8.662479999999999)]",72.5,1.0
736491553,775.425262,5866.0,"[(41.18534, -8.66248), (41.18543, -8.6625)]",71.66666666666667,1.0
736491557,221.550075,5716.0,"[(41.18101, -8.66497), (41.18104, -8.665140000000001)]",65.0,2.0
736491569,221.550075,6237.0,"[(41.17926, -8.67411), (41.17929, -8.6744), (41.17928, -8.67467)]",38.5,3.0
736491586,4264.838939,6781.0,"[(41.18062, -8.68102), (41.18063, -8.68084), (41.180640000000004, -8.680579999999999)]",23.0,2.0
736491592,387.712631,6910.0,"[(41.18049, -8.68247), (41.180569999999996, -8.682500000000001)]",27.0,0.0
736491593,221.550075,6916.0,"[(41.18057, -8.6825), (41.18065, -8.6825)]",27.0,0.0
736491601,443.10014900000004,7407.0,"[(41.18014, -8.68958), (41.180150000000005, -8.689459999999999)]",17.5,1.0
736491605,3323.2511210000002,7446.0,"[(41.18179, -8.68972), (41.18184, -8.688799999999999)]",16.5,1.0
736491614,664.650224,7795.0,"[(41.18437, -8.69193), (41.18459, -8.691529999999998)]",17.0,0.0
736491617,221.550075,8000.0,"[(41.18599, -8.69354), (41.18631, -8.69303)]",16.5,1.0
736491629,664.650224,7594.0,"[(41.18771, -8.68614), (41.18788000000001, -8.68607), (41.18804, -8.68609), (41.18822, -8.68622)]",11.142857142857142,3.0
736491633,910.8609869999999,7568.0,"[(41.18784, -8.68565), (41.18789, -8.685820000000001), (41.188050000000004, -8.685970000000001), (41.188230000000004, -8.686000000000002)]",11.833333333333336,5.0
736491642,2629.6793719999996,8154.0,"[(41.18677, -8.69499), (41.18701, -8.69461)]",8.0,0.0
736509223,7151.25411,458.0,"[(41.1536, -8.60959), (41.1536, -8.60923)]",114.0,6.0
736509224,664.650224,449.0,"[(41.1535, -8.60953), (41.1535, -8.60928)]",114.0,4.0
736509237,96.024796,1943.0,"[(41.13234, -8.60691), (41.13237, -8.607019999999999)]",93.5,3.0
736509248,332.325112,315.0,"[(41.14672, -8.61118), (41.14678, -8.611379999999999), (41.14675999999999, -8.611489999999998)]",69.5,2.0
736509260,17032.598952,763.0,"[(41.14896, -8.60193), (41.1495, -8.60183), (41.150180000000006, -8.601189999999999), (41.150580000000005, -8.60066)]",107.25,5.0
736509262,910.8609869999999,2266.0,"[(41.1682, -8.59766), (41.16827, -8.597999999999999), (41.16828, -8.598339999999999), (41.168350000000004, -8.600309999999999)]",141.75,7.0
736509264,116.60153700000001,2091.0,"[(41.14881, -8.58592), (41.14888, -8.58609)]",70.5,1.0
736509286,6037.2395369999995,1416.0,"[(41.16125, -8.60409), (41.16136, -8.604049999999999)]",155.5,1.0
736509298,553.875187,2025.0,"[(41.16543, -8.59866), (41.16546, -8.598880000000001), (41.16545, -8.59903)]",149.5,1.0
736509317,664.650224,2025.0,"[(41.16545, -8.59903), (41.16563, -8.59866), (41.16572, -8.59849)]",149.33333333333334,1.0
736509320,221.550075,2448.0,"[(41.16974, -8.59881), (41.16975, -8.599120000000001)]",129.0,2.0
736509321,166.162556,1291.0,"[(41.14604, -8.59515), (41.14666, -8.59528), (41.148669999999996, -8.595650000000001)]",103.33333333333331,12.0
736509322,4388.768002,1005.0,"[(41.14908, -8.59903), (41.149119999999996, -8.59886), (41.14917, -8.59876)]",99.0,0.0
736509324,775.425262,1922.0,"[(41.1644, -8.59908), (41.16446, -8.59914), (41.16509, -8.59978)]",150.33333333333334,4.0
736509330,27191.179637,469.0,"[(41.14941, -8.6041), (41.14956, -8.60478), (41.14964, -8.60511), (41.149699999999996, -8.6054)]",104.75,10.0
736509335,27097.743071999994,279.0,"[(41.14876, -8.60786), (41.15006, -8.607180000000001), (41.1501, -8.607160000000002)]",92.66666666666669,7.0
736509500,136.035127,7337.0,"[(41.20191, -8.55755), (41.20214, -8.557730000000001), (41.20254, -8.557820000000001), (41.2029, -8.557920000000001), (41.20298, -8.55808), (41.20305, -8.55828), (41.203129999999994, -8.55855), (41.20320999999999, -8.55892), (41.20325999999999, -8.559190000000001)]",116.55555555555556,8.0
736565260,1827.7881170000003,2912.0,"[(41.17527, -8.60383), (41.17619, -8.60391), (41.17633, -8.60393)]",104.33333333333331,1.0
736565263,664.650224,3045.0,"[(41.17579, -8.6002), (41.17608, -8.60015), (41.17626, -8.6001), (41.17659, -8.599929999999999)]",111.0,3.0
736565266,332.325112,3026.0,"[(41.17633, -8.60393), (41.17638, -8.60373), (41.17655, -8.60304)]",104.66666666666669,2.0
736565285,1774.3968610000002,552.0,"[(41.14488, -8.6081), (41.14517, -8.6079), (41.1454, -8.60748)]",98.33333333333331,10.0
736565299,1470.901345,2264.0,"[(41.14942, -8.58401), (41.149499999999996, -8.583979999999999), (41.15036, -8.583689999999999)]",65.0,0.0
736565302,1214.481315,552.0,"[(41.14489, -8.60748), (41.144969999999994, -8.60743), (41.14513999999999, -8.607320000000001), (41.14521999999999, -8.607350000000002), (41.14539999999999, -8.607480000000002)]",99.6,5.0
737192509,227.71524700000003,7016.0,"[(41.18402, -8.68111), (41.184099999999994, -8.68117), (41.18438999999999, -8.6814)]",29.66666666666667,4.0
737441622,1329.300448,12636.0,"[(41.24149, -8.69985), (41.24201, -8.699819999999999), (41.2424, -8.699829999999999), (41.24257, -8.699839999999998), (41.24269, -8.699859999999997), (41.242830000000005, -8.699889999999998), (41.24307, -8.699949999999998)]",42.142857142857146,2.0
737441624,996.975336,11893.0,"[(41.23344, -8.69922), (41.2337, -8.699200000000001), (41.234069999999996, -8.699160000000001), (41.2343, -8.699140000000002), (41.23444, -8.699110000000001), (41.23467, -8.69902), (41.234770000000005, -8.698950000000002), (41.234930000000006, -8.698820000000001), (41.2351, -8.698680000000001), (41.235240000000005, -8.698570000000002), (41.23541, -8.698480000000002)]",35.92307692307692,8.0
737441639,1329.300448,13430.0,"[(41.24367, -8.71166), (41.24378, -8.71148), (41.243900000000004, -8.71125), (41.24407000000001, -8.71105), (41.24418000000001, -8.71096), (41.244310000000006, -8.710890000000001), (41.24445000000001, -8.710840000000001), (41.244670000000006, -8.71076), (41.24476000000001, -8.710700000000001)]",32.230769230769226,3.0
737485709,5649.526906,9353.0,"[(41.21387, -8.68306), (41.21403, -8.68315), (41.2141, -8.683309999999999), (41.2141, -8.683379999999998)]",56.28571428571429,2.0
737485711,5206.426756,9344.0,"[(41.21363, -8.68335), (41.21370000000001, -8.68316), (41.21381000000001, -8.68307), (41.21387000000001, -8.683060000000001)]",52.28571428571429,5.0
737495596,221.550075,9322.0,"[(41.23341, -8.61754), (41.23345, -8.61704)]",86.0,4.0
737495597,221.550075,9324.0,"[(41.23345, -8.61704), (41.23355, -8.61571)]",80.5,7.0
737550101,276.937593,9255.0,"[(41.21094, -8.68581), (41.21103, -8.68555), (41.2111, -8.68549)]",56.25,2.0
737550102,1606.238042,9262.0,"[(41.21094, -8.68581), (41.21107, -8.686100000000001), (41.2112, -8.686150000000001)]",57.0,3.0
737550104,1473.771861,9049.0,"[(41.21005, -8.68333), (41.21018, -8.68333), (41.21025, -8.68336)]",52.0,2.0
737550106,996.975336,9097.0,"[(41.2103, -8.68382), (41.210339999999995, -8.68375)]",49.0,0.0
737550113,1797.061286,9104.0,"[(41.20655, -8.68906), (41.20674, -8.68908), (41.20682, -8.689110000000001)]",40.0,0.0
737550120,664.650224,9078.0,"[(41.20682, -8.68911), (41.206830000000004, -8.68826)]",40.0,0.0
737550123,4701.872945,9128.0,"[(41.20682, -8.68911), (41.20702000000001, -8.68921), (41.207150000000006, -8.689329999999998)]",40.0,0.0
737550124,1821.721973,9115.0,"[(41.20648, -8.68933), (41.20666, -8.68947), (41.20685, -8.68957), (41.20703, -8.68961)]",40.42857142857143,1.0
737550125,1243.186099,9167.0,"[(41.20703, -8.68961), (41.20715, -8.68952), (41.20715, -8.68933)]",40.0,0.0
737550127,996.975336,9167.0,"[(41.20715, -8.68933), (41.20738, -8.68947), (41.20765, -8.68961)]",40.0,0.0
737550128,910.8609869999999,9175.0,"[(41.20703, -8.68961), (41.207350000000005, -8.68961), (41.20765000000001, -8.68961)]",40.0,0.0
737550130,5452.637519,8823.0,"[(41.20449, -8.68703), (41.204649999999994, -8.687), (41.20470999999999, -8.687019999999999)]",38.0,0.0
737550131,664.650224,8872.0,"[(41.20491, -8.68751), (41.20491, -8.6873)]",38.66666666666666,1.0
737550132,2492.43834,8839.0,"[(41.20471, -8.68702), (41.204829999999994, -8.68711), (41.20491, -8.6873)]",38.0,0.0
737550143,4541.776532,9028.0,"[(41.20968, -8.68349), (41.20986, -8.683390000000001), (41.21005, -8.68333)]",52.4,1.0
737550146,1993.950673,8958.0,"[(41.20663, -8.68654), (41.20677, -8.686350000000001), (41.20681, -8.68627)]",39.0,0.0
737550148,6037.2395369999995,8920.0,"[(41.20615, -8.6865), (41.206269999999996, -8.686350000000001), (41.20643, -8.686200000000001), (41.20661, -8.68604)]",38.857142857142854,1.0
737550151,5649.526906,8943.0,"[(41.20708, -8.68566), (41.20726, -8.68547)]",41.333333333333336,3.0
737550153,332.325112,9223.0,"[(41.21047, -8.68579), (41.21094, -8.68581)]",57.5,1.0
737550160,7255.764948,8946.0,"[(41.20726, -8.68547), (41.20749, -8.68525)]",44.5,3.0
737550161,6646.5022420000005,8952.0,"[(41.20749, -8.68525), (41.20759, -8.68516)]",46.0,0.0
737550164,2326.2757850000003,9057.0,"[(41.20968, -8.68401), (41.20986, -8.68404), (41.21006, -8.68399), (41.21022, -8.6839), (41.210300000000004, -8.683819999999999)]",51.09090909090909,4.0
737550165,221.550075,9027.0,"[(41.2096, -8.68359), (41.20957, -8.68383), (41.20963, -8.683959999999999), (41.20968, -8.684009999999999)]",52.28571428571429,2.0
737550166,2769.375934,9027.0,"[(41.2096, -8.68359), (41.20968, -8.68349)]",51.33333333333334,1.0
737550167,6757.277279999999,8974.0,"[(41.20835, -8.68445), (41.20841, -8.6844), (41.20856, -8.68428), (41.20872, -8.68417)]",50.25,3.0
737550169,5095.6517189999995,8995.0,"[(41.20885, -8.6841), (41.20898, -8.683930000000002)]",51.66666666666666,1.0
737550171,1661.6255609999998,8995.0,"[(41.20885, -8.6841), (41.209019999999995, -8.684090000000001)]",51.0,0.0
737550178,1661.6255609999998,8948.0,"[(41.20627, -8.68681), (41.20644000000001, -8.68671), (41.206570000000006, -8.6866), (41.206630000000004, -8.68654)]",39.857142857142854,2.0
737550183,1993.950673,9193.0,"[(41.21448, -8.67924), (41.21449, -8.67905), (41.21451, -8.679)]",58.6,1.0
737550184,1993.950673,9202.0,"[(41.21448, -8.67924), (41.214580000000005, -8.67934), (41.214710000000004, -8.67929), (41.214740000000006, -8.67924)]",58.5,2.0
737550186,996.975336,9206.0,"[(41.21468, -8.67898), (41.21475, -8.67912), (41.21474, -8.679239999999998)]",57.33333333333334,1.0
737563296,1329.300448,10136.0,"[(41.2003, -8.71145), (41.20046, -8.71144), (41.20061, -8.71142), (41.2008, -8.71139)]",8.75,4.0
737563297,1329.300448,10118.0,"[(41.20033, -8.71116), (41.20057, -8.71116), (41.20082, -8.71116)]",10.666666666666666,2.0
737563300,664.650224,10076.0,"[(41.19969, -8.71112), (41.19987, -8.71115), (41.20003, -8.71116), (41.20033, -8.71116)]",6.25,7.0
737563305,996.975336,10245.0,"[(41.20196, -8.71153), (41.20231, -8.71177), (41.20269, -8.71205)]",14.0,11.0
737563307,2221.66592,10257.0,"[(41.20195, -8.71171), (41.202189999999995, -8.7119), (41.2026, -8.71224)]",13.333333333333336,14.0
737574606,664.650224,12813.0,"[(41.23069, -8.72059), (41.23084, -8.71946)]",4.5,1.0
737706797,996.975336,5465.0,"[(41.19864, -8.60533), (41.198809999999995, -8.60525), (41.19897999999999, -8.60522), (41.19911999999999, -8.60521), (41.19924999999999, -8.60522), (41.19939999999999, -8.60525), (41.19964999999999, -8.60534), (41.19984999999999, -8.6054), (41.20056999999999, -8.60567), (41.200799999999994, -8.60575), (41.20101, -8.60581)]",83.81818181818181,3.0
737706801,332.325112,5478.0,"[(41.19825, -8.6001), (41.19838, -8.60006)]",73.0,2.0
737706815,4818.714126,5493.0,"[(41.19838, -8.60006), (41.198440000000005, -8.59991), (41.19859000000001, -8.59981), (41.19872000000001, -8.5998), (41.19880000000001, -8.59985), (41.198830000000015, -8.5999)]",69.61538461538461,4.0
737706817,332.325112,5433.0,"[(41.19855, -8.60898), (41.198519999999995, -8.60916), (41.19855, -8.609259999999999), (41.19858, -8.6093)]",89.7142857142857,1.0
737706818,332.325112,5440.0,"[(41.19858, -8.6093), (41.198660000000004, -8.609329999999998), (41.1987, -8.609329999999998)]",89.5,1.0
737706821,387.712631,5716.0,"[(41.20106, -8.60902), (41.20124, -8.608989999999999), (41.201389999999996, -8.60892), (41.20143, -8.60882)]",72.0,3.0
737706827,332.325112,5609.0,"[(41.20021, -8.60913), (41.20009999999999, -8.609029999999999), (41.200089999999996, -8.60885), (41.20016, -8.60873), (41.20021, -8.608699999999999)]",81.81818181818181,1.0
737706829,221.550075,5588.0,"[(41.19991, -8.60917), (41.200210000000006, -8.60913)]",82.0,0.0
737706833,2348.430792,5716.0,"[(41.20106, -8.60902), (41.20117, -8.61061)]",73.0,2.0
737706846,996.975336,5622.0,"[(41.20021, -8.6087), (41.20048, -8.60866), (41.20066, -8.608640000000001), (41.20108, -8.608580000000002)]",78.5,7.0
737706847,1683.7805680000001,5621.0,"[(41.20021, -8.60913), (41.20053, -8.60909), (41.200720000000004, -8.60906), (41.201060000000005, -8.60902)]",78.5,8.0
737712894,5317.201794,5308.0,"[(41.19739, -8.61276), (41.1975, -8.61277), (41.19791, -8.61289), (41.19834, -8.61297), (41.198460000000004, -8.61298), (41.198800000000006, -8.61299), (41.19912000000001, -8.61299), (41.19923000000001, -8.61297), (41.19952000000001, -8.61288)]",89.33333333333331,23.0
737712895,3987.901345,5545.0,"[(41.19952, -8.61288), (41.19976, -8.61298), (41.19996, -8.61309), (41.20041, -8.613299999999999)]",71.5,7.0
737712900,221.550075,5645.0,"[(41.20041, -8.6133), (41.20046, -8.61313)]",69.0,2.0
737712902,742.19275,6096.0,"[(41.20435, -8.61639), (41.204429999999995, -8.616660000000001), (41.204449999999994, -8.616810000000001)]",46.5,6.0
737712903,4984.876682,6081.0,"[(41.20422, -8.61643), (41.20429, -8.61655), (41.20437, -8.6167), (41.204449999999994, -8.61681)]",47.25,7.0
737712905,1329.300448,6072.0,"[(41.20414, -8.61625), (41.20422000000001, -8.616430000000001)]",53.33333333333334,4.0
737712906,332.325112,6088.0,"[(41.20429, -8.61623), (41.20435, -8.616389999999999)]",51.5,3.0
737712910,4320.226457,6089.0,"[(41.20437, -8.6146), (41.20453, -8.614659999999999), (41.20474, -8.614749999999999)]",49.66666666666666,3.0
737712915,2355.8738980000003,6065.0,"[(41.20416, -8.61464), (41.20427, -8.61462), (41.204370000000004, -8.614600000000001)]",51.75,1.0
737712916,102.02634499999999,6052.0,"[(41.20404, -8.61464), (41.204159999999995, -8.61464)]",52.66666666666666,1.0
737712918,1329.3004489999998,5940.0,"[(41.20305, -8.61411), (41.203109999999995, -8.61393)]",58.0,2.0
737712925,221.550075,5340.0,"[(41.19723, -8.61987), (41.197649999999996, -8.61987)]",64.0,4.0
737712926,454.75315,5386.0,"[(41.19765, -8.61987), (41.19796, -8.61988), (41.19811, -8.61989), (41.19826, -8.619909999999999), (41.19849, -8.620009999999999), (41.198710000000005, -8.62017), (41.198820000000005, -8.62026)]",54.77777777777778,9.0
737712929,233.203075,5325.0,"[(41.1973, -8.61762), (41.19748, -8.61758), (41.19758, -8.61758)]",78.33333333333333,1.0
737719995,110.77503700000001,4494.0,"[(41.18857, -8.62549), (41.188629999999996, -8.62537), (41.18866, -8.625350000000001)]",101.0,0.0
737756566,221.550075,6964.0,"[(41.1896, -8.67492), (41.18978, -8.67481)]",50.66666666666666,1.0
737756571,110.77503700000001,6961.0,"[(41.18996, -8.67448), (41.19007, -8.6746), (41.19008, -8.67466)]",53.4,1.0
737766071,1329.300448,9278.0,"[(41.19231, -8.70602), (41.19254, -8.706240000000001)]",8.0,2.0
737766072,2658.600897,9307.0,"[(41.19254, -8.70624), (41.19271, -8.706399999999999), (41.192949999999996, -8.70662), (41.193239999999996, -8.70693)]",5.75,4.0
737766074,664.650224,9262.0,"[(41.19263, -8.70604), (41.19295, -8.70529)]",9.0,0.0
737766076,2553.9910320000004,9293.0,"[(41.19221, -8.70631), (41.192440000000005, -8.70645)]",3.5,1.0
737766077,2658.600897,9316.0,"[(41.19244, -8.70645), (41.19271, -8.70663), (41.19289, -8.70674), (41.193239999999996, -8.70693)]",3.75,1.0
737766078,1993.950673,9240.0,"[(41.19168, -8.70599), (41.19175, -8.70603), (41.19195, -8.706150000000001), (41.192209999999996, -8.70631)]",7.5,7.0
737766079,1993.950673,9226.0,"[(41.19187, -8.70565), (41.19202, -8.705770000000001), (41.19215, -8.70587), (41.19231, -8.70602)]",11.25,4.0
737766081,996.975336,9140.0,"[(41.19064, -8.70541), (41.19073, -8.70546), (41.19093, -8.70557)]",1.6666666666666667,2.0
737766082,1329.300448,9127.0,"[(41.19077, -8.70514), (41.19103, -8.70523)]",5.0,4.0
737766084,664.650224,9076.0,"[(41.19012, -8.70492), (41.19041, -8.70502)]",3.0,2.0
737766087,996.975336,9106.0,"[(41.1903, -8.7052), (41.19064, -8.705409999999999)]",1.0,0.0
737766093,221.550075,8392.0,"[(41.19024, -8.69533), (41.19032, -8.69525)]",3.6666666666666665,1.0
737766096,664.650224,8393.0,"[(41.18972, -8.696), (41.18988, -8.69582), (41.189980000000006, -8.69568), (41.19010000000001, -8.69552), (41.19024000000001, -8.69533)]",3.0,3.0
737830303,664.650224,11089.0,"[(41.2226, -8.70149), (41.22268, -8.70107)]",34.5,1.0
737830307,110.77503700000001,6485.0,"[(41.20436, -8.63788), (41.20452, -8.63792), (41.204660000000004, -8.637979999999999)]",89.66666666666669,3.0
737830309,2769.375934,6588.0,"[(41.20651, -8.63323), (41.20667, -8.63322)]",80.5,1.0
737830312,96.314275,6540.0,"[(41.20373, -8.64174), (41.203950000000006, -8.64175), (41.204060000000005, -8.64178)]",96.5,1.0
737830315,166.162556,6832.0,"[(41.20633, -8.64252), (41.20656, -8.64255), (41.20671, -8.64257), (41.20689, -8.6426), (41.20706, -8.64264), (41.207809999999995, -8.64285)]",80.0,5.0
737830316,857.278774,6668.0,"[(41.20591, -8.63861), (41.20589, -8.63885), (41.20589, -8.63908), (41.205909999999996, -8.63922), (41.20607999999999, -8.64013), (41.206109999999995, -8.640369999999999), (41.206089999999996, -8.64063), (41.20607, -8.64075), (41.205929999999995, -8.64141), (41.205909999999996, -8.6416), (41.20601, -8.64184), (41.206179999999996, -8.64197), (41.206289999999996, -8.64209), (41.20634999999999, -8.64228), (41.20632999999999, -8.642520000000001)]",88.36,11.0
737830320,110.77503700000001,6449.0,"[(41.20288, -8.64159), (41.2031, -8.64165), (41.20331, -8.6417)]",96.66666666666669,1.0
737830321,96.314275,6496.0,"[(41.20331, -8.6417), (41.20346, -8.64172), (41.20358, -8.641729999999999), (41.20373, -8.641739999999999)]",96.0,0.0
737830327,10751.343797,6502.0,"[(41.20569, -8.63326), (41.206509999999994, -8.63323)]",78.0,4.0
737830338,2824.763453,4857.0,"[(41.19118, -8.62913), (41.191190000000006, -8.628950000000001)]",103.33333333333331,1.0
737830341,428.639387,9214.0,"[(41.20149, -8.69743), (41.20148, -8.697180000000001), (41.20148, -8.696970000000002), (41.20151, -8.696670000000001)]",43.4,1.0
737830342,332.325112,9263.0,"[(41.20149, -8.69743), (41.201510000000006, -8.69767), (41.201570000000004, -8.6979)]",41.66666666666666,2.0
737830344,1329.300448,9257.0,"[(41.2014, -8.69743), (41.20141, -8.69773), (41.20145000000001, -8.69798)]",41.0,3.0
737830347,227.71524700000003,9299.0,"[(41.20157, -8.6979), (41.201660000000004, -8.69796), (41.20170000000001, -8.698070000000001), (41.20170000000001, -8.69813)]",41.875,1.0
737830349,1163.137892,9030.0,"[(41.20683, -8.6879), (41.20684, -8.68759), (41.20684, -8.68745)]",40.66666666666666,1.0
