Date;Hour;C1;C2
26-02-2019;02:00;-0,02;6,7
26-02-2019;02:30;-0,01;6,5
26-02-2019;03:00;-0,06;5,1
26-02-2019;03:30;-0,02;4,4
26-02-2019;04:00;0,01;3,9
26-02-2019;04:30;-0,02;3,8
26-02-2019;05:00;-0,02;4,0
26-02-2019;05:30;0,02;3,9
26-02-2019;06:00;0,01;4,3
26-02-2019;06:30;0,01;3,7
26-02-2019;07:00;-0,01;3,5
26-02-2019;07:30;0,04;3,8
26-02-2019;08:00;-0,04;5,4
26-02-2019;08:30;0,02;5,8
26-02-2019;09:00;0,00;6,6
26-02-2019;09:30;0,00;8,3
26-02-2019;10:00;-0,02;9,4
26-02-2019;10:30;-0,01;10,8
26-02-2019;11:00;-0,01;11,7
26-02-2019;11:30;-0,03;12,8
26-02-2019;12:00;-0,03;14,7
26-02-2019;12:30;-0,02;16,6
26-02-2019;13:00;-0,03;16,9
26-02-2019;13:30;-0,04;17,5
26-02-2019;14:00;-0,05;17,9
26-02-2019;14:30;-0,01;18,2
26-02-2019;15:00;-0,04;18,2
26-02-2019;15:30;-0,02;19,6
26-02-2019;16:00;-0,01;20,1
26-02-2019;16:30;-0,02;19,3
26-02-2019;17:00;-0,05;18,1
26-02-2019;17:30;-0,05;17,2
26-02-2019;18:00;-0,05;16,1
26-02-2019;18:30;-0,06;14,4
26-02-2019;19:00;-0,04;14,6
26-02-2019;19:30;-0,05;12,4
26-02-2019;20:00;-0,03;12,8
26-02-2019;20:30;-0,03;10,9
26-02-2019;21:00;-0,04;10,5
26-02-2019;21:30;-0,03;9,6
26-02-2019;22:00;-0,03;9,0
26-02-2019;22:30;0,02;8,7
26-02-2019;23:00;-0,02;8,0
26-02-2019;23:30;-0,01;7,8
27-02-2019;00:00;;
27-02-2019;00:30;-0,05;7,1
27-02-2019;01:00;-0,02;6,7
27-02-2019;01:30;0,02;6,9
27-02-2019;02:00;-0,01;6,4
27-02-2019;02:30;-0,02;7,6
27-02-2019;03:00;-0,01;6,4
27-02-2019;03:30;0,02;5,9
27-02-2019;04:00;-0,01;7,0
27-02-2019;04:30;0,02;6,6
27-02-2019;05:00;0,02;5,9
27-02-2019;05:30;-0,02;6,6
27-02-2019;06:00;0,03;6,4
27-02-2019;06:30;0,03;6,1
27-02-2019;07:00;-0,03;6,0
27-02-2019;07:30;0,03;5,1
27-02-2019;08:00;0,03;5,8
27-02-2019;08:30;0,03;7,3
27-02-2019;09:00;0,03;9,0
27-02-2019;09:30;-0,02;10,8
27-02-2019;10:00;-0,03;12,3
27-02-2019;10:30;-0,02;13,3
27-02-2019;11:00;-0,02;15,1
27-02-2019;11:30;-0,02;17,1
27-02-2019;12:00;-0,02;18,7
27-02-2019;12:30;-0,02;19,5
27-02-2019;13:00;-0,04;20,2
27-02-2019;13:30;-0,02;21,5
27-02-2019;14:00;-0,03;21,2
27-02-2019;14:30;-0,03;21,5
27-02-2019;15:00;0,00;22,3
27-02-2019;15:30;0,01;21,9
27-02-2019;16:00;0,00;22,0
27-02-2019;16:30;-0,01;21,5
27-02-2019;17:00;0,00;20,8
27-02-2019;17:30;-0,02;19,0
27-02-2019;18:00;-0,02;17,7
27-02-2019;18:30;-0,02;16,5
27-02-2019;19:00;-0,02;15,2
27-02-2019;19:30;-0,02;13,9
27-02-2019;20:00;-0,02;13,0
27-02-2019;20:30;-0,02;12,3
27-02-2019;21:00;-0,02;11,7
27-02-2019;21:30;-0,03;11,0
27-02-2019;22:00;-0,03;10,8
27-02-2019;22:30;-0,04;10,1
27-02-2019;23:00;-0,03;9,6
27-02-2019;23:30;-0,03;9,1
28-02-2019;00:00;;
28-02-2019;00:30;-0,03;8,2
28-02-2019;01:00;-0,03;8,0
28-02-2019;01:30;-0,03;7,8
28-02-2019;02:00;-0,03;7,4
28-02-2019;02:30;-0,03;7,0
28-02-2019;03:00;0,00;7,2
28-02-2019;03:30;-0,02;6,9
28-02-2019;04:00;-0,02;6,6
28-02-2019;04:30;-0,03;6,7
28-02-2019;05:00;0,01;6,3
28-02-2019;05:30;-0,03;6,2
28-02-2019;06:00;0,00;5,7
28-02-2019;06:30;-0,03;5,6
28-02-2019;07:00;0,00;5,6
28-02-2019;07:30;0,01;5,6
28-02-2019;08:00;0,02;6,0
28-02-2019;08:30;0,01;8,6
28-02-2019;09:00;0,00;9,8
28-02-2019;09:30;0,00;10,9
28-02-2019;10:00;0,01;11,5
28-02-2019;10:30;-0,01;13,0
28-02-2019;11:00;-0,01;13,2
28-02-2019;11:30;-0,01;14,9
28-02-2019;12:00;-0,02;16,5
28-02-2019;12:30;-0,02;17,3
28-02-2019;13:00;-0,02;18,2
28-02-2019;13:30;-0,03;18,6
28-02-2019;14:00;-0,02;19,0
28-02-2019;14:30;-0,02;19,9
28-02-2019;15:00;0,00;20,0
28-02-2019;15:30;0,01;19,8
28-02-2019;16:00;0,01;20,0
28-02-2019;16:30;0,02;19,8
28-02-2019;17:00;0,01;19,3
28-02-2019;17:30;0,00;18,7
28-02-2019;18:00;0,00;18,1
28-02-2019;18:30;-0,01;16,3
28-02-2019;19:00;-0,01;16,3
28-02-2019;19:30;-0,01;15,3
28-02-2019;20:00;-0,02;15,8
28-02-2019;20:30;-0,02;15,0
28-02-2019;21:00;-0,02;14,3
28-02-2019;21:30;-0,02;13,3
28-02-2019;22:00;-0,02;12,9
28-02-2019;22:30;-0,01;12,3
28-02-2019;23:00;-0,01;12,3
28-02-2019;23:30;-0,02;12,2
01-03-2019;00:00;;
01-03-2019;00:30;-0,01;9,5
01-03-2019;01:00;-0,02;8,6
01-03-2019;01:30;-0,03;7,8
01-03-2019;02:00;-0,03;7,3
01-03-2019;02:30;-0,02;6,9
01-03-2019;03:00;-0,02;6,6
01-03-2019;03:30;-0,02;6,2
01-03-2019;04:00;-0,02;6,1
01-03-2019;04:30;-0,01;6,1
01-03-2019;05:00;-0,02;6,4
01-03-2019;05:30;-0,03;7,6
01-03-2019;06:00;0,00;6,8
01-03-2019;06:30;-0,02;6,1
01-03-2019;07:00;-0,02;5,9
01-03-2019;07:30;-0,02;6,7
01-03-2019;08:00;-0,03;7,5
01-03-2019;08:30;0,00;8,7
01-03-2019;09:00;-0,01;10,2
01-03-2019;09:30;-0,01;11,1
01-03-2019;10:00;-0,01;11,3
01-03-2019;10:30;0,00;12,5
01-03-2019;11:00;0,00;13,7
01-03-2019;11:30;-0,01;15,2
01-03-2019;12:00;-0,01;16,7
01-03-2019;12:30;-0,02;19,3
01-03-2019;13:00;-0,02;20,5
01-03-2019;13:30;-0,02;20,7
01-03-2019;14:00;-0,01;20,6
01-03-2019;14:30;-0,02;20,8
01-03-2019;15:00;-0,01;20,1
01-03-2019;15:30;0,00;19,8
01-03-2019;16:00;-0,01;19,9
01-03-2019;16:30;-0,02;19,4
01-03-2019;17:00;-0,02;18,2
01-03-2019;17:30;-0,02;17,3
01-03-2019;18:00;-0,01;16,3
01-03-2019;18:30;-0,02;15,9
01-03-2019;19:00;-0,02;14,8
01-03-2019;19:30;-0,03;14,3
01-03-2019;20:00;-0,02;14,9
01-03-2019;20:30;-0,02;13,8
01-03-2019;21:00;-0,03;12,6
01-03-2019;21:30;-0,02;11,2
01-03-2019;22:00;-0,02;10,6
01-03-2019;22:30;-0,02;10,0
01-03-2019;23:00;-0,03;9,5
01-03-2019;23:30;-0,02;12,2
02-03-2019;00:00;;
02-03-2019;00:30;-0,03;12,9
02-03-2019;01:00;-0,01;12,4
02-03-2019;01:30;-0,02;11,9
02-03-2019;02:00;-0,02;11,0
02-03-2019;02:30;-0,02;10,1
02-03-2019;03:00;-0,02;9,2
02-03-2019;03:30;-0,02;7,7
02-03-2019;04:00;-0,02;8,4
02-03-2019;04:30;-0,02;8,0
02-03-2019;05:00;-0,02;6,7
02-03-2019;05:30;-0,02;5,9
02-03-2019;06:00;-0,02;5,1
02-03-2019;06:30;-0,02;5,2
02-03-2019;07:00;-0,01;5,7
02-03-2019;07:30;-0,02;4,9
02-03-2019;08:00;-0,02;6,2
02-03-2019;08:30;-0,02;8,0
02-03-2019;09:00;-0,01;10,2
02-03-2019;09:30;-0,02;11,5
02-03-2019;10:00;-0,02;12,3
02-03-2019;10:30;-0,01;12,8
02-03-2019;11:00;-0,01;13,4
02-03-2019;11:30;-0,02;14,9
02-03-2019;12:00;-0,01;15,2
02-03-2019;12:30;-0,01;16,5
02-03-2019;13:00;-0,02;17,1
02-03-2019;13:30;-0,01;17,3
02-03-2019;14:00;-0,01;17,0
02-03-2019;14:30;-0,01;17,8
02-03-2019;15:00;-0,01;19,1
02-03-2019;15:30;-0,01;17,4
02-03-2019;16:00;-0,01;18,3
02-03-2019;16:30;-0,01;17,2
02-03-2019;17:00;-0,01;16,5
02-03-2019;17:30;-0,01;15,7
02-03-2019;18:00;-0,01;14,7
02-03-2019;18:30;-0,01;14,7
02-03-2019;19:00;-0,02;13,5
02-03-2019;19:30;-0,02;12,1
02-03-2019;20:00;-0,02;11,6
02-03-2019;20:30;-0,02;12,0
02-03-2019;21:00;-0,02;10,8
02-03-2019;21:30;-0,01;10,4
02-03-2019;22:00;-0,02;9,7
02-03-2019;22:30;-0,03;8,8
02-03-2019;23:00;-0,01;8,5
02-03-2019;23:30;-0,01;7,9
03-03-2019;00:00;;
03-03-2019;00:30;-0,01;7,4
03-03-2019;01:00;-0,02;7,8
03-03-2019;01:30;-0,01;8,7
03-03-2019;02:00;-0,02;7,5
03-03-2019;02:30;-0,01;6,6
03-03-2019;03:00;-0,01;6,1
03-03-2019;03:30;-0,01;6,4
03-03-2019;04:00;-0,01;6,1
03-03-2019;04:30;-0,01;6,9
03-03-2019;05:00;-0,02;5,9
03-03-2019;05:30;-0,01;5,4
03-03-2019;06:00;-0,01;4,6
03-03-2019;06:30;-0,01;4,5
03-03-2019;07:00;-0,01;4,4
03-03-2019;07:30;0,00;4,2
03-03-2019;08:00;0,00;5,5
03-03-2019;08:30;0,01;7,4
03-03-2019;09:00;-0,01;10,0
03-03-2019;09:30;-0,02;11,6
03-03-2019;10:00;-0,02;12,7
03-03-2019;10:30;-0,02;14,0
03-03-2019;11:00;-0,01;14,7
03-03-2019;11:30;-0,01;15,1
03-03-2019;12:00;-0,02;16,4
03-03-2019;12:30;-0,02;17,1
03-03-2019;13:00;-0,03;17,8
03-03-2019;13:30;0,00;18,2
03-03-2019;14:00;0,00;18,1
03-03-2019;14:30;0,01;17,7
03-03-2019;15:00;-0,01;17,7
03-03-2019;15:30;0,00;17,8
03-03-2019;16:00;-0,01;17,7
03-03-2019;16:30;-0,01;16,8
03-03-2019;17:00;-0,01;16,4
03-03-2019;17:30;-0,01;16,1
03-03-2019;18:00;-0,01;15,4
03-03-2019;18:30;-0,01;14,8
03-03-2019;19:00;-0,04;13,7
03-03-2019;19:30;-0,01;13,1
03-03-2019;20:00;-0,02;12,2
03-03-2019;20:30;-0,01;11,7
03-03-2019;21:00;-0,01;11,0
03-03-2019;21:30;-0,01;11,2
03-03-2019;22:00;-0,01;10,4
03-03-2019;22:30;-0,01;9,6
03-03-2019;23:00;-0,01;9,0
03-03-2019;23:30;-0,01;8,7
04-03-2019;00:00;;
04-03-2019;00:30;0,00;7,5
04-03-2019;01:00;-0,01;7,4
04-03-2019;01:30;-0,01;7,1
04-03-2019;02:00;0,00;6,6
04-03-2019;02:30;-0,01;6,3
04-03-2019;03:00;0,00;6,0
04-03-2019;03:30;0,01;5,5
04-03-2019;04:00;0,00;5,4
04-03-2019;04:30;0,00;5,4
04-03-2019;05:00;0,00;4,9
04-03-2019;05:30;0,00;5,1
04-03-2019;06:00;0,00;4,6
04-03-2019;06:30;0,00;4,7
04-03-2019;07:00;0,00;4,1
04-03-2019;07:30;0,01;4,4
04-03-2019;08:00;0,01;5,0
04-03-2019;08:30;0,00;6,0
04-03-2019;09:00;0,00;6,6
04-03-2019;09:30;0,00;9,0
04-03-2019;10:00;-0,01;9,9
04-03-2019;10:30;-0,02;10,6
04-03-2019;11:00;-0,02;10,8
04-03-2019;11:30;-0,01;10,8
04-03-2019;12:00;-0,01;11,9
04-03-2019;12:30;-0,02;13,2
04-03-2019;13:00;-0,02;13,4
04-03-2019;13:30;-0,02;14,2
04-03-2019;14:00;-0,02;14,1
04-03-2019;14:30;-0,02;14,8
04-03-2019;15:00;-0,01;14,7
04-03-2019;15:30;-0,01;14,6
04-03-2019;16:00;-0,02;15,1
04-03-2019;16:30;0,01;15,4
04-03-2019;17:00;-0,01;14,9
04-03-2019;17:30;0,00;14,6
04-03-2019;18:00;-0,01;14,6
04-03-2019;18:30;0,00;14,0
04-03-2019;19:00;-0,01;14,1
04-03-2019;19:30;-0,01;12,6
04-03-2019;20:00;-0,01;13,2
04-03-2019;20:30;-0,01;11,5
04-03-2019;21:00;-0,01;10,9
04-03-2019;21:30;-0,02;11,2
04-03-2019;22:00;-0,02;10,7
04-03-2019;22:30;-0,03;11,8
04-03-2019;23:00;-0,02;13,2
04-03-2019;23:30;-0,01;13,5
05-03-2019;00:00;;
05-03-2019;00:30;-0,01;11,2
05-03-2019;01:00;-0,01;10,9
05-03-2019;01:30;-0,02;8,5
05-03-2019;02:00;-0,01;7,5
05-03-2019;02:30;-0,02;6,6
05-03-2019;03:00;0,00;6,0
05-03-2019;03:30;-0,01;5,8
05-03-2019;04:00;-0,01;5,8
05-03-2019;04:30;0,00;5,5
05-03-2019;05:00;0,00;5,9
05-03-2019;05:30;0,00;5,0
05-03-2019;06:00;-0,01;4,7
05-03-2019;06:30;0,00;4,3
05-03-2019;07:00;0,00;4,2
05-03-2019;07:30;0,00;4,4
05-03-2019;08:00;0,00;5,5
05-03-2019;08:30;-0,01;7,2
05-03-2019;09:00;-0,01;8,2
05-03-2019;09:30;-0,01;9,3
05-03-2019;10:00;-0,02;10,5
05-03-2019;10:30;-0,01;11,9
05-03-2019;11:00;-0,02;14,3
05-03-2019;11:30;-0,02;15,1
05-03-2019;12:00;-0,02;16,3
05-03-2019;12:30;-0,01;17,0
05-03-2019;13:00;-0,01;16,7
05-03-2019;13:30;-0,02;16,8
05-03-2019;14:00;-0,02;17,4
05-03-2019;14:30;-0,02;18,0
05-03-2019;15:00;0,00;17,7
05-03-2019;15:30;-0,01;17,8
05-03-2019;16:00;-0,01;18,9
05-03-2019;16:30;-0,01;18,1
05-03-2019;17:00;0,00;17,4
05-03-2019;17:30;-0,01;16,9
05-03-2019;18:00;-0,01;16,1
05-03-2019;18:30;-0,03;15,1
05-03-2019;19:00;-0,02;13,2
05-03-2019;19:30;-0,02;12,3
05-03-2019;20:00;-0,02;11,4
05-03-2019;20:30;-0,02;11,4
05-03-2019;21:00;-0,02;10,7
05-03-2019;21:30;-0,02;10,1
05-03-2019;22:00;-0,02;9,6
05-03-2019;22:30;-0,02;9,1
05-03-2019;23:00;-0,02;8,9
05-03-2019;23:30;-0,02;8,3
06-03-2019;00:00;;
06-03-2019;00:30;-0,01;7,6
06-03-2019;01:00;-0,02;7,0
06-03-2019;01:30;-0,01;6,8
06-03-2019;02:00;-0,01;6,3
06-03-2019;02:30;0,00;6,0
06-03-2019;03:00;-0,01;5,9
06-03-2019;03:30;0,00;5,5
06-03-2019;04:00;0,02;5,2
06-03-2019;04:30;0,00;5,0
06-03-2019;05:00;0,00;4,7
06-03-2019;05:30;0,00;4,5
06-03-2019;06:00;0,03;4,4
06-03-2019;06:30;0,00;4,3
06-03-2019;07:00;0,01;4,0
06-03-2019;07:30;0,01;4,1
06-03-2019;08:00;0,00;5,2
06-03-2019;08:30;-0,01;6,6
06-03-2019;09:00;-0,02;8,3
06-03-2019;09:30;-0,02;9,8
06-03-2019;10:00;-0,01;10,0
06-03-2019;10:30;-0,02;10,9
06-03-2019;11:00;-0,01;11,1
06-03-2019;11:30;-0,01;12,2
06-03-2019;12:00;-0,01;12,7
06-03-2019;12:30;-0,01;12,5
06-03-2019;13:00;0,00;12,9
06-03-2019;13:30;-0,02;13,6
06-03-2019;14:00;-0,01;13,4
06-03-2019;14:30;-0,01;12,7
06-03-2019;15:00;0,00;12,8
06-03-2019;15:30;-0,01;12,8
06-03-2019;16:00;0,00;12,5
06-03-2019;16:30;-0,01;11,7
06-03-2019;17:00;-0,01;11,1
06-03-2019;17:30;-0,01;10,8
06-03-2019;18:00;0,00;10,5
06-03-2019;18:30;-0,01;10,4
06-03-2019;19:00;-0,01;10,2
06-03-2019;19:30;-0,01;10,2
06-03-2019;20:00;-0,01;10,1
06-03-2019;20:30;-0,01;10,1
06-03-2019;21:00;-0,01;9,6
06-03-2019;21:30;-0,01;9,0
06-03-2019;22:00;0,00;8,8
06-03-2019;22:30;0,01;8,5
06-03-2019;23:00;0,00;8,5
06-03-2019;23:30;0,00;8,5
07-03-2019;00:00;;
07-03-2019;00:30;-0,01;8,5
07-03-2019;01:00;0,00;8,5
07-03-2019;01:30;0,01;8,2
07-03-2019;02:00;0,01;8,2
07-03-2019;02:30;0,00;8,2
07-03-2019;03:00;0,00;8,2
07-03-2019;03:30;0,01;8,2
07-03-2019;04:00;0,00;8,2
07-03-2019;04:30;0,01;8,1
07-03-2019;05:00;0,01;8,0
07-03-2019;05:30;0,01;8,0
07-03-2019;06:00;0,01;8,0
07-03-2019;06:30;0,01;8,0
07-03-2019;07:00;0,01;7,8
07-03-2019;07:30;0,01;7,8
07-03-2019;08:00;0,01;7,8
07-03-2019;08:30;0,01;7,8
07-03-2019;09:00;0,01;7,8
07-03-2019;09:30;0,01;8,2
07-03-2019;10:00;0,01;8,6
07-03-2019;10:30;0,01;9,1
07-03-2019;11:00;0,00;10,5
07-03-2019;11:30;0,00;9,6
07-03-2019;12:00;0,01;10,7
07-03-2019;12:30;0,00;11,4
07-03-2019;13:00;0,00;12,4
07-03-2019;13:30;-0,01;12,6
07-03-2019;14:00;0,00;13,1
07-03-2019;14:30;0,00;13,7
07-03-2019;15:00;0,00;14,0
07-03-2019;15:30;-0,01;14,4
07-03-2019;16:00;-0,01;14,9
07-03-2019;16:30;0,00;14,5
07-03-2019;17:00;-0,01;14,2
07-03-2019;17:30;0,00;13,2
07-03-2019;18:00;0,00;12,4
07-03-2019;18:30;0,01;11,8
07-03-2019;19:00;0,00;11,6
07-03-2019;19:30;-0,01;11,4
07-03-2019;20:00;-0,01;11,3
07-03-2019;20:30;-0,02;11,1
07-03-2019;21:00;-0,02;11,3
07-03-2019;21:30;-0,03;10,7
07-03-2019;22:00;0,00;9,8
07-03-2019;22:30;-0,02;9,5
07-03-2019;23:00;-0,01;9,2
07-03-2019;23:30;-0,01;8,7
08-03-2019;00:00;;
08-03-2019;00:30;-0,01;7,8
08-03-2019;01:00;-0,01;7,8
08-03-2019;01:30;-0,02;7,6
08-03-2019;02:00;-0,01;7,3
08-03-2019;02:30;-0,01;6,9
08-03-2019;03:00;-0,02;6,6
08-03-2019;03:30;-0,02;6,3
08-03-2019;04:00;-0,01;6,1
08-03-2019;04:30;-0,01;5,9
08-03-2019;05:00;0,00;5,9
08-03-2019;05:30;0,02;5,4
08-03-2019;06:00;-0,01;5,2
08-03-2019;06:30;-0,01;5,2
08-03-2019;07:00;-0,01;5,7
08-03-2019;07:30;-0,01;5,9
08-03-2019;08:00;-0,01;6,7
08-03-2019;08:30;0,00;7,3
08-03-2019;09:00;-0,01;8,4
08-03-2019;09:30;0,00;10,0
08-03-2019;10:00;-0,01;11,0
08-03-2019;10:30;-0,01;11,6
08-03-2019;11:00;-0,01;12,7
08-03-2019;11:30;0,00;13,5
08-03-2019;12:00;-0,01;14,2
08-03-2019;12:30;-0,01;14,7
08-03-2019;13:00;0,00;15,8
08-03-2019;13:30;-0,02;17,0
08-03-2019;14:00;-0,01;16,5
08-03-2019;14:30;0,00;16,9
08-03-2019;15:00;-0,01;16,9
08-03-2019;15:30;0,01;17,4
08-03-2019;16:00;-0,01;17,1
08-03-2019;16:30;0,00;16,8
08-03-2019;17:00;0,01;16,3
08-03-2019;17:30;0,02;15,5
08-03-2019;18:00;0,01;14,9
08-03-2019;18:30;0,01;14,1
08-03-2019;19:00;0,00;13,2
08-03-2019;19:30;-0,01;12,3
08-03-2019;20:00;-0,01;12,0
08-03-2019;20:30;-0,01;11,3
08-03-2019;21:00;-0,01;10,9
08-03-2019;21:30;0,00;10,6
08-03-2019;22:00;-0,01;10,2
08-03-2019;22:30;-0,01;10,2
08-03-2019;23:00;0,00;10,0
08-03-2019;23:30;0,00;9,6
09-03-2019;00:00;;
09-03-2019;00:30;-0,01;8,4
09-03-2019;01:00;0,00;8,0
09-03-2019;01:30;0,00;7,9
09-03-2019;02:00;0,00;7,7
09-03-2019;02:30;0,00;7,3
09-03-2019;03:00;-0,01;7,0
09-03-2019;03:30;-0,01;6,6
09-03-2019;04:00;0,00;6,2
09-03-2019;04:30;0,00;5,9
09-03-2019;05:00;0,01;5,7
09-03-2019;05:30;0,01;5,6
09-03-2019;06:00;0,01;5,4
09-03-2019;06:30;0,01;5,2
09-03-2019;07:00;0,03;5,0
09-03-2019;07:30;0,02;5,0
09-03-2019;08:00;0,01;6,2
09-03-2019;08:30;0,01;8,5
09-03-2019;09:00;0,01;9,2
09-03-2019;09:30;0,00;10,2
09-03-2019;10:00;0,01;11,3
09-03-2019;10:30;-0,01;12,3
09-03-2019;11:00;-0,01;13,3
09-03-2019;11:30;0,00;14,5
09-03-2019;12:00;0,01;14,8
09-03-2019;12:30;0,00;15,4
09-03-2019;13:00;-0,01;15,9
09-03-2019;13:30;0,00;16,6
09-03-2019;14:00;0,01;16,6
09-03-2019;14:30;-0,02;17,2
09-03-2019;15:00;-0,01;17,3
09-03-2019;15:30;-0,02;17,7
09-03-2019;16:00;-0,02;17,8
09-03-2019;16:30;-0,02;17,5
09-03-2019;17:00;0,00;17,5
09-03-2019;17:30;0,00;16,7
09-03-2019;18:00;0,00;15,8
09-03-2019;18:30;0,00;14,8
09-03-2019;19:00;0,00;14,5
09-03-2019;19:30;0,00;14,3
09-03-2019;20:00;-0,01;13,1
09-03-2019;20:30;-0,01;12,5
09-03-2019;21:00;0,00;11,7
09-03-2019;21:30;-0,01;11,5
09-03-2019;22:00;0,00;10,8
09-03-2019;22:30;-0,01;12,0
09-03-2019;23:00;-0,01;11,9
09-03-2019;23:30;-0,01;11,5
10-03-2019;00:00;;
10-03-2019;00:30;-0,01;11,1
10-03-2019;01:00;-0,01;10,9
10-03-2019;01:30;-0,01;10,6
10-03-2019;02:00;-0,01;10,3
10-03-2019;02:30;-0,01;10,4
10-03-2019;03:00;-0,01;10,1
10-03-2019;03:30;-0,01;8,5
10-03-2019;04:00;0,00;7,6
10-03-2019;04:30;-0,01;7,5
10-03-2019;05:00;0,00;6,8
10-03-2019;05:30;0,01;6,6
10-03-2019;06:00;0,01;6,6
10-03-2019;06:30;0,01;6,5
10-03-2019;07:00;0,02;6,5
10-03-2019;07:30;0,02;6,8
10-03-2019;08:00;0,03;7,5
10-03-2019;08:30;0,03;9,0
10-03-2019;09:00;0,01;10,0
10-03-2019;09:30;0,01;10,8
10-03-2019;10:00;-0,01;12,3
10-03-2019;10:30;-0,01;13,0
10-03-2019;11:00;0,01;14,2
10-03-2019;11:30;0,01;14,4
10-03-2019;12:00;-0,04;16,4
10-03-2019;12:30;0,01;16,7
10-03-2019;13:00;-0,05;17,6
10-03-2019;13:30;0,00;17,4
10-03-2019;14:00;-0,02;17,8
10-03-2019;14:30;0,02;18,3
10-03-2019;15:00;-0,01;19,3
10-03-2019;15:30;-0,04;20,0
10-03-2019;16:00;0,01;19,6
10-03-2019;16:30;-0,05;19,1
10-03-2019;17:00;-0,03;18,9
10-03-2019;17:30;-0,03;18,1
10-03-2019;18:00;-0,01;17,0
10-03-2019;18:30;-0,01;16,3
10-03-2019;19:00;0,00;15,2
10-03-2019;19:30;-0,01;14,3
10-03-2019;20:00;0,00;13,7
10-03-2019;20:30;0,00;13,8
10-03-2019;21:00;-0,03;17,4
10-03-2019;21:30;-0,01;18,4
10-03-2019;22:00;-0,01;17,9
10-03-2019;22:30;-0,02;18,0
10-03-2019;23:00;-0,01;17,7
10-03-2019;23:30;-0,02;17,4
11-03-2019;00:00;;
11-03-2019;00:30;-0,01;14,2
11-03-2019;01:00;-0,04;16,3
11-03-2019;01:30;-0,02;16,2
11-03-2019;02:00;0,00;15,7
11-03-2019;02:30;0,01;15,8
11-03-2019;03:00;-0,05;15,2
11-03-2019;03:30;-0,01;14,7
11-03-2019;04:00;-0,01;14,9
11-03-2019;04:30;0,00;14,7
11-03-2019;05:00;0,00;14,5
11-03-2019;05:30;-0,02;14,3
11-03-2019;06:00;-0,03;14,4
11-03-2019;06:30;0,00;14,3
11-03-2019;07:00;-0,01;14,2
11-03-2019;07:30;0,00;14,5
11-03-2019;08:00;-0,03;14,7
11-03-2019;08:30;-0,03;15,1
11-03-2019;09:00;-0,04;15,1
11-03-2019;09:30;-0,04;15,4
11-03-2019;10:00;-0,03;15,6
11-03-2019;10:30;-0,02;16,4
11-03-2019;11:00;-0,04;16,8
11-03-2019;11:30;-0,04;17,1
11-03-2019;12:00;-0,02;16,4
11-03-2019;12:30;-0,01;15,7
11-03-2019;13:00;-0,01;15,9
11-03-2019;13:30;-0,01;14,7
11-03-2019;14:00;0,00;13,7
11-03-2019;14:30;-0,02;14,1
11-03-2019;15:00;-0,04;14,0
11-03-2019;15:30;-0,02;12,0
11-03-2019;16:00;-0,04;11,0
11-03-2019;16:30;-0,09;12,0
11-03-2019;17:00;-0,01;10,6
11-03-2019;17:30;-0,01;10,0
11-03-2019;18:00;-0,01;9,7
11-03-2019;18:30;0,00;9,7
11-03-2019;19:00;0,00;9,5
11-03-2019;19:30;0,01;9,2
11-03-2019;20:00;0,01;8,7
11-03-2019;20:30;0,00;8,7
11-03-2019;21:00;0,00;8,3
11-03-2019;21:30;0,00;8,2
11-03-2019;22:00;0,01;7,8
11-03-2019;22:30;0,00;7,0
11-03-2019;23:00;0,00;5,8
11-03-2019;23:30;0,01;5,1
12-03-2019;00:00;;
12-03-2019;00:30;0,00;6,2
12-03-2019;01:00;0,00;5,2
12-03-2019;01:30;0,01;4,0
12-03-2019;02:00;0,03;3,5
12-03-2019;02:30;0,00;3,5
12-03-2019;03:00;0,00;3,6
12-03-2019;03:30;0,00;2,8
12-03-2019;04:00;-0,02;5,5
12-03-2019;04:30;-0,01;4,6
12-03-2019;05:00;-0,01;4,1
12-03-2019;05:30;-0,01;3,7
12-03-2019;06:00;0,00;2,4
12-03-2019;06:30;-0,01;1,8
12-03-2019;07:00;0,00;1,9
12-03-2019;07:30;0,00;2,3
12-03-2019;08:00;0,00;4,1
12-03-2019;08:30;0,00;5,9
12-03-2019;09:00;0,00;6,8
12-03-2019;09:30;0,00;8,5
12-03-2019;10:00;0,01;8,9
12-03-2019;10:30;-0,01;9,9
12-03-2019;11:00;0,00;10,2
12-03-2019;11:30;0,00;11,1
12-03-2019;12:00;0,00;11,4
12-03-2019;12:30;-0,02;12,4
12-03-2019;13:00;-0,02;12,6
12-03-2019;13:30;-0,02;12,7
12-03-2019;14:00;-0,01;12,5
12-03-2019;14:30;-0,01;13,0
12-03-2019;15:00;-0,01;13,8
12-03-2019;15:30;-0,01;13,5
12-03-2019;16:00;-0,01;14,0
12-03-2019;16:30;-0,01;14,4
12-03-2019;17:00;0,00;13,5
12-03-2019;17:30;0,00;12,9
12-03-2019;18:00;0,00;11,7
12-03-2019;18:30;0,01;10,8
12-03-2019;19:00;0,01;10,3
12-03-2019;19:30;0,01;9,6
12-03-2019;20:00;0,00;8,9
12-03-2019;20:30;0,01;8,5
12-03-2019;21:00;0,00;7,9
12-03-2019;21:30;0,01;7,9
12-03-2019;22:00;0,01;7,1
12-03-2019;22:30;0,01;6,9
12-03-2019;23:00;0,01;6,6
12-03-2019;23:30;0,01;6,2
13-03-2019;00:00;;
