,name,coordinates,freguesia,concelho,cidade
1330,image846,"('38.72601969987191', '-9.157937102913879')",Campolide,Lisboa,Lisboa
1331,image847,"('38.76248534670373', '-9.1129781733483')",Olivais,Lisboa,Lisboa
1332,image848,"('38.7641158', '-9.1902633')",Carnide,Lisboa,Lisboa
1333,image849,"('38.7232162020607', '-9.138045019275118')",Arroios,Lisboa,Lisboa
1334,image85,"('38.74311956078893', '-9.138061099871738')",None,Lisboa,Lisboa
1335,image850,"('38.72766440263829', '-9.159420770426719')",Campolide,Lisboa,Lisboa
1336,image851,"('38.78651564395707', '-9.140103055887835')",None,Lisboa,"Camarate, Unhos e Apelação"
1337,image852,"('38.74268292721781', '-9.193702336984671')",Benfica,Lisboa,Lisboa
1338,image853,"('38.73226228778457', '-9.121580226788538')",São João,Lisboa,Lisboa
1339,image854,"('38.7439656', '-9.1273463')",None,Lisboa,Lisboa
1340,image855,"('38.7397037', '-9.1776029')",None,Lisboa,Lisboa
1341,image856,"('38.74263178457362', '-9.143482002819072')",None,Lisboa,Lisboa
1342,image857,"('38.7576323374189', '-9.142960890480154')",São João de Brito,Lisboa,Lisboa
1343,image858,"('38.7319336', '-9.1510441')",São Sebastião da Pedreira,Lisboa,Lisboa
1344,image859,"('38.76338941747943', '-9.109477684561607')",Olivais,Lisboa,Lisboa
1345,image86,"('38.72993418245387', '-9.181374588646955')",None,Lisboa,Lisboa
1346,image860,"('38.72055354995275', '-9.144292838022324')",None,Lisboa,Lisboa
1347,image861,"('38.74450703922155', '-9.145084423764809')",None,Lisboa,Lisboa
1348,image862,"('38.73433661433051', '-9.115983323617305')",Beato,Lisboa,Lisboa
1349,image863,"('38.7328663', '-9.161546')",Campolide,Lisboa,Lisboa
1350,image864,"('38.74042355179112', '-9.140564663787448')",None,Lisboa,Lisboa
1351,image865,"('38.72950409875148', '-9.175939004928864')",Campolide,Lisboa,Lisboa
1352,image866,"('38.7420123', '-9.1437643')",None,Lisboa,Lisboa
1353,image867,"('38.7562503', '-9.1826487')",Carnide,Lisboa,Lisboa
1354,image868,"('38.76010560504415', '-9.121490462008289')",None,Lisboa,Lisboa
1355,image869,"('38.73597154125682', '-9.161410540102503')",Campolide,Lisboa,Lisboa
1356,image87,"('38.73398922243862', '-9.171417748642662')",Campolide,Lisboa,Lisboa
1357,image870,"('38.75128722665379', '-9.177857746510732')",São Domingos de Benfica,Lisboa,Lisboa
1358,image871,"('38.7769839', '-9.1572089')",Charneca,Lisboa,Lisboa
1359,image872,"('38.75149186718131', '-9.190152011430666')",Benfica,Lisboa,Lisboa
1360,image873,"('38.7296627', '-9.1271754')",Penha de França,Lisboa,Lisboa
1361,image874,"('38.74209406301851', '-9.122272953137383')",None,Lisboa,Lisboa
1362,image875,"('38.74060977239333', '-9.160419483912563')",São Domingos de Benfica,Lisboa,Lisboa
1363,image876,"('38.75747265343042', '-9.152125141236255')",São João de Brito,Lisboa,Lisboa
1364,image877,"('38.76280228513231', '-9.119500283173997')",Olivais,Lisboa,Lisboa
1365,image878,"('38.7677946', '-9.1932188')",Carnide,Lisboa,Lisboa
1366,image879,"('38.75825172014892', '-9.12762489219893')",None,Lisboa,Lisboa
1367,image88,"('38.74999118713477', '-9.13868548968744')",Alvalade,Lisboa,Lisboa
1368,image880,"('38.75325951490411', '-9.155530882982458')",None,Lisboa,Lisboa
1369,image881,"('38.7527510569318', '-9.195693868841897')",Benfica,Lisboa,Lisboa
1370,image882,"('38.73346427297474', '-9.16794889279575')",Campolide,Lisboa,Lisboa
1371,image883,"('38.74602294833615', '-9.191809179165213')",Benfica,Lisboa,Lisboa
1372,image884,"('38.7520437547302', '-9.170881489111942')",São Domingos de Benfica,Lisboa,Lisboa
1373,image885,"('38.74868618102006', '-9.198789328155112')",Benfica,Lisboa,Lisboa
1374,image886,"('38.77468354166733', '-9.187686848062633')",None,Lisboa,Pontinha e Famões
1375,image887,"('38.77052703379672', '-9.15251569611986')",Lumiar,Lisboa,Lisboa
1376,image888,"('38.73226212726214', '-9.121456432357872')",São João,Lisboa,Lisboa
1377,image889,"('38.7771589', '-9.1757205')",Lumiar,Lisboa,Lisboa
1378,image89,"('38.753761488234', '-9.119040650783443')",Marvila,Lisboa,Lisboa
1379,image890,"('38.75918340625779', '-9.185251833879315')",Carnide,Lisboa,Lisboa
1380,image891,"('38.73891101706567', '-9.186524447096469')",Benfica,Lisboa,Lisboa
1381,image892,"('38.76900352341457', '-9.116430365819866')",Olivais,Lisboa,Lisboa
1382,image893,"('38.78897466434486', '-9.150111924862866')",None,Lisboa,"Camarate, Unhos e Apelação"
1383,image894,"('38.7843577', '-9.131466')",Olivais,Lisboa,Lisboa
1384,image895,"('38.7638159', '-9.1681761')",Lumiar,Lisboa,Lisboa
1385,image896,"('38.7641099', '-9.1129246')",None,Lisboa,Lisboa
1386,image897,"('38.7606421083229', '-9.1452905301983')",São João de Brito,Lisboa,Lisboa
1387,image898,"('38.76713579239603', '-9.152098469459771')",Lumiar,Lisboa,Lisboa
1388,image899,"('38.73401429669257', '-9.137298358497139')",Arroios,Lisboa,Lisboa
1389,image9,"('38.74953019917645', '-9.18515492784771')",São Domingos de Benfica,Lisboa,Lisboa
1390,image90,"('38.74850095235784', '-9.146792179467209')",Alvalade,Lisboa,Lisboa
1391,image900,"('38.72525895786696', '-9.173425618988212')",Campolide,Lisboa,Lisboa
1392,image901,"('38.73062059977097', '-9.1318555389183')",Penha de França,Lisboa,Lisboa
1393,image902,"('38.74329608726687', '-9.147586644670987')",None,Lisboa,Lisboa
1394,image903,"('38.7820924', '-9.1513229')",Charneca,Lisboa,Lisboa
1395,image904,"('38.7421778230642', '-9.147519174793924')",São Sebastião da Pedreira,Lisboa,Lisboa
1396,image905,"('38.7688153', '-9.1296775')",Olivais,Lisboa,Lisboa
1397,image906,"('38.73334095085104', '-9.183598614722985')",None,Lisboa,Lisboa
1398,image907,"('38.74318364236179', '-9.192447380354658')",Benfica,Lisboa,Lisboa
1399,image908,"('38.77273401359793', '-9.163512785430319')",Lumiar,Lisboa,Lisboa
1400,image909,"('38.77025668085395', '-9.188696475362356')",Carnide,Lisboa,Lisboa
1401,image91,"('38.7428127', '-9.1136525')",Marvila,Lisboa,Lisboa
1402,image910,"('38.76343049644738', '-9.163703376939461')",Lumiar,Lisboa,Lisboa
1403,image911,"('38.73571140152544', '-9.115591739788114')",Beato,Lisboa,Lisboa
1404,image912,"('38.7388967', '-9.1194455')",Beato,Lisboa,Lisboa
1405,image913,"('38.7642477', '-9.1970237')",None,Lisboa,Lisboa
1406,image914,"('38.74117915541358', '-9.1895216119085')",Benfica,Lisboa,Lisboa
1407,image915,"('38.73335191221271', '-9.183137678279762')",None,Lisboa,Lisboa
1408,image916,"('38.74953841750801', '-9.185269759148127')",São Domingos de Benfica,Lisboa,Lisboa
1409,image917,"('38.77861798337398', '-9.140975286322846')",Charneca,Lisboa,Lisboa
1410,image918,"('38.75196352613585', '-9.189585963430137')",Benfica,Lisboa,Lisboa
1411,image919,"('38.75395358014213', '-9.144517807322522')",São João de Brito,Lisboa,Lisboa
1412,image92,"('38.7486703', '-9.1293598')",None,Lisboa,Lisboa
1413,image920,"('38.77327560845853', '-9.17378783062608')",Lumiar,Lisboa,Lisboa
1414,image921,"('38.74055704344623', '-9.170518066185664')",São Domingos de Benfica,Lisboa,Lisboa
1415,image922,"('38.73882091619708', '-9.141048191675416')",None,Lisboa,Lisboa
1416,image923,"('38.74064410456686', '-9.177159507374832')",None,Lisboa,Lisboa
1417,image924,"('38.7345298628149', '-9.169932515859555')",Campolide,Lisboa,Lisboa
1418,image925,"('38.72914', '-9.1265297')",Penha de França,Lisboa,Lisboa
1419,image926,"('38.72868661586082', '-9.14647100056475')",Arroios,Lisboa,Lisboa
1420,image927,"('38.7721437', '-9.1739119')",Lumiar,Lisboa,Lisboa
1421,image928,"('38.73469490045863', '-9.13403701295066')",Arroios,Lisboa,Lisboa
1422,image929,"('38.76917496366826', '-9.192013877315222')",Carnide,Lisboa,Lisboa
1423,image93,"('38.73381131494325', '-9.167393742419621')",Campolide,Lisboa,Lisboa
1424,image930,"('38.7889739743401', '-9.16946323445175')",Olival Basto,Lisboa,Póvoa de Santo Adrião e Olival Basto
1425,image931,"('38.78399770056861', '-9.176886904272633')",None,Lisboa,None
1426,image932,"('38.7359902', '-9.1817367')",None,Lisboa,Lisboa
1427,image933,"('38.7292399', '-9.123622')",Penha de França,Lisboa,Lisboa
1428,image934,"('38.74253127950872', '-9.182371938234805')",None,Lisboa,Lisboa
1429,image935,"('38.77188628376075', '-9.152166298051')",Lumiar,Lisboa,Lisboa
1430,image936,"('38.73331376233365', '-9.18694210611691')",None,Lisboa,Lisboa
1431,image937,"('38.73840898724381', '-9.175938607343225')",None,Lisboa,Lisboa
1432,image938,"('38.76211825588922', '-9.19751195100641')",Carnide,Lisboa,Lisboa
1433,image939,"('38.75656228395167', '-9.138922350318836')",São João de Brito,Lisboa,Lisboa
1434,image94,"('38.73490517033175', '-9.145197581760364')",São Sebastião da Pedreira,Lisboa,Lisboa
1435,image940,"('38.7536434', '-9.1977497')",Benfica,Lisboa,Lisboa
1436,image941,"('38.731988257506', '-9.145876921694693')",Arroios,Lisboa,Lisboa
1437,image942,"('38.73471117650526', '-9.128758975555803')",Penha de França,Lisboa,Lisboa
1438,image943,"('38.74349839246386', '-9.149208608592412')",São Sebastião da Pedreira,Lisboa,Lisboa
1439,image944,"('38.76176530706744', '-9.122626435164225')",Olivais,Lisboa,Lisboa
1440,image945,"('38.72967573240367', '-9.16156728386235')",Campolide,Lisboa,Lisboa
1441,image946,"('38.7756707', '-9.1538849')",Lumiar,Lisboa,Lisboa
1442,image947,"('38.73809022031421', '-9.172278935401344')",Campolide,Lisboa,Lisboa
1443,image948,"('38.76788972037791', '-9.122301749827516')",Olivais,Lisboa,Lisboa
1444,image949,"('38.73923097632078', '-9.12090806062303')",Beato,Lisboa,Lisboa
1445,image95,"('38.7866107', '-9.1404015')",None,Lisboa,"Camarate, Unhos e Apelação"
1446,image950,"('38.78095069000167', '-9.181663169272401')",None,Lisboa,None
1447,image951,"('38.75577815605352', '-9.180419791857267')",São Domingos de Benfica,Lisboa,Lisboa
1448,image952,"('38.7520692', '-9.1652522')",None,Lisboa,Lisboa
1449,image953,"('38.75994181094836', '-9.1495894259794')",São João de Brito,Lisboa,Lisboa
1450,image954,"('38.74549482716957', '-9.131228245795187')",None,Lisboa,Lisboa
1451,image955,"('38.76380616531713', '-9.133806055499406')",Olivais,Lisboa,Lisboa
1452,image956,"('38.78554490154166', '-9.139321289417062')",Charneca,Lisboa,Lisboa
1453,image957,"('38.72511249534711', '-9.152528774831364')",None,Lisboa,Lisboa
1454,image958,"('38.78799141635879', '-9.150383592762529')",Charneca,Lisboa,Lisboa
1455,image959,"('38.7536899', '-9.1706784')",São Domingos de Benfica,Lisboa,Lisboa
1456,image96,"('38.78289807951322', '-9.170435724984763')",None,Lisboa,Lisboa
1457,image960,"('38.7272921027153', '-9.154697577242995')",São Sebastião da Pedreira,Lisboa,Lisboa
1458,image961,"('38.74406468209266', '-9.11672296601034')",Marvila,Lisboa,Lisboa
1459,image962,"('38.77499965558884', '-9.144058614656538')",Charneca,Lisboa,Lisboa
1460,image963,"('38.73207918011822', '-9.131499859116209')",Penha de França,Lisboa,Lisboa
1461,image964,"('38.72308560682623', '-9.158765245873944')",Santa Isabel,Lisboa,Lisboa
1462,image965,"('38.72911766184152', '-9.171780926616298')",Campolide,Lisboa,Lisboa
1463,image966,"('38.73599318476933', '-9.119555257566153')",Beato,Lisboa,Lisboa
1464,image967,"('38.76343254198292', '-9.170413759876496')",Lumiar,Lisboa,Lisboa
1465,image968,"('38.74345039338258', '-9.116869296592716')",Marvila,Lisboa,Lisboa
1466,image969,"('38.7313262', '-9.1719669')",Campolide,Lisboa,Lisboa
1467,image97,"('38.72888706620992', '-9.187822525081181')",None,Lisboa,Lisboa
1468,image970,"('38.7329843345968', '-9.12522595607827')",Penha de França,Lisboa,Lisboa
1469,image971,"('38.774465', '-9.1651799')",Lumiar,Lisboa,Lisboa
1470,image972,"('38.7379754', '-9.1195782')",Beato,Lisboa,Lisboa
1471,image973,"('38.73024078023708', '-9.128810105524224')",Penha de França,Lisboa,Lisboa
1472,image974,"('38.7804395', '-9.1756619')",None,Lisboa,None
1473,image975,"('38.72673585917996', '-9.14928792928112')",São Sebastião da Pedreira,Lisboa,Lisboa
1474,image976,"('38.77508633756914', '-9.143985344182427')",Charneca,Lisboa,Lisboa
1475,image977,"('38.74970203688479', '-9.12295937019016')",None,Lisboa,Lisboa
1476,image978,"('38.77896432183179', '-9.148829458197016')",Charneca,Lisboa,Lisboa
1477,image979,"('38.75087744186274', '-9.113940121133526')",Marvila,Lisboa,Lisboa
1478,image98,"('38.7434218', '-9.1795037')",None,Lisboa,Lisboa
1479,image980,"('38.76352033400445', '-9.146830560463936')",Charneca,Lisboa,Lisboa
1480,image981,"('38.7327776', '-9.1430319')",Arroios,Lisboa,Lisboa
1481,image982,"('38.72814886216983', '-9.182191702466854')",None,Lisboa,Lisboa
1482,image983,"('38.73121733440455', '-9.13478622103942')",Arroios,Lisboa,Lisboa
1483,image984,"('38.75172111192516', '-9.150904082303754')",Alvalade,Lisboa,Lisboa
1484,image985,"('38.7525554', '-9.1165664')",Marvila,Lisboa,Lisboa
1485,image986,"('38.7517312', '-9.1650761')",None,Lisboa,Lisboa
1486,image987,"('38.75291341275096', '-9.150286490197892')",Alvalade,Lisboa,Lisboa
1487,image988,"('38.74966383114462', '-9.1777431935861')",São Domingos de Benfica,Lisboa,Lisboa
1488,image989,"('38.78368681703919', '-9.149945830736092')",Charneca,Lisboa,Lisboa
1489,image99,"('38.75204825988682', '-9.179553335675354')",São Domingos de Benfica,Lisboa,Lisboa
1490,image990,"('38.7439128', '-9.133761')",None,Lisboa,Lisboa
1491,image991,"('38.77660943146726', '-9.149992390603563')",Lumiar,Lisboa,Lisboa
1492,image992,"('38.76283226774135', '-9.117420455422634')",Olivais,Lisboa,Lisboa
1493,image993,"('38.7286994', '-9.1631962')",Campolide,Lisboa,Lisboa
1494,image994,"('38.7430609', '-9.1837817')",None,Lisboa,Lisboa
1495,image995,"('38.75262016727693', '-9.122989002149469')",None,Lisboa,Lisboa
1496,image996,"('38.7753066', '-9.1218416')",Olivais,Lisboa,Lisboa
1497,image997,"('38.7661059720385', '-9.157543679137925')",Lumiar,Lisboa,Lisboa
1498,image998,"('38.7692381', '-9.1241246')",Olivais,Lisboa,Lisboa
1499,image999,"('38.7443303', '-9.1103587')",Marvila,Lisboa,Lisboa
1500,votingImage0,"('38.76382362502067', '-9.161700556390821')",Lumiar,Lisboa,Lisboa
1501,votingImage1,"('38.78055012296824', '-9.183626526352654')",None,Lisboa,None
1502,votingImage10,"('38.75434720550386', '-9.127416163889391')",None,Lisboa,Lisboa
1503,votingImage100,"('38.7447741', '-9.1842823')",São Domingos de Benfica,Lisboa,Lisboa
1504,votingImage101,"('38.78971254678674', '-9.150679680427992')",Charneca,Lisboa,Lisboa
1505,votingImage102,"('38.72573365323173', '-9.160541995550307')",Campolide,Lisboa,Lisboa
1506,votingImage103,"('38.76803652491749', '-9.171736327573033')",Lumiar,Lisboa,Lisboa
1507,votingImage104,"('38.73482629828547', '-9.124807689268156')",Penha de França,Lisboa,Lisboa
1508,votingImage105,"('38.75475468287902', '-9.118020182155433')",Marvila,Lisboa,Lisboa
1509,votingImage106,"('38.78009809358494', '-9.155991620657488')",Charneca,Lisboa,Lisboa
1510,votingImage107,"('38.72860443068293', '-9.168112719113022')",Campolide,Lisboa,Lisboa
1511,votingImage108,"('38.7716381', '-9.1138235')",Olivais,Lisboa,Lisboa
1512,votingImage109,"('38.76720363935981', '-9.12820861738743')",Olivais,Lisboa,Lisboa
1513,votingImage11,"('38.71989029360108', '-9.155678292397788')",Santa Isabel,Lisboa,Lisboa
1514,votingImage110,"('38.7668032', '-9.1677237')",Lumiar,Lisboa,Lisboa
1515,votingImage111,"('38.7424505', '-9.1117407')",Marvila,Lisboa,Lisboa
1516,votingImage112,"('38.7223934538826', '-9.168409849369496')",Santo Condestável,Lisboa,Lisboa
1517,votingImage113,"('38.74970513929557', '-9.14709142971182')",Alvalade,Lisboa,Lisboa
1518,votingImage114,"('38.7458988', '-9.1848389')",São Domingos de Benfica,Lisboa,Lisboa
1519,votingImage115,"('38.76092044028375', '-9.172545376599038')",Lumiar,Lisboa,Lisboa
1520,votingImage116,"('38.73293697565082', '-9.14280988201224')",São Sebastião da Pedreira,Lisboa,Lisboa
1521,votingImage117,"('38.78095393783406', '-9.154237770522164')",Charneca,Lisboa,Lisboa
1522,votingImage118,"('38.74884643602815', '-9.17743762933242')",São Domingos de Benfica,Lisboa,Lisboa
1523,votingImage119,"('38.74727817114791', '-9.153870850485065')",None,Lisboa,Lisboa
1524,votingImage12,"('38.7700039', '-9.167383')",Lumiar,Lisboa,Lisboa
1525,votingImage120,"('38.72328025439004', '-9.137067501833393')",Arroios,Lisboa,Lisboa
1526,votingImage121,"('38.72683740852781', '-9.16537923664822')",Campolide,Lisboa,Lisboa
1527,votingImage122,"('38.79078903740184', '-9.146143577776721')",None,Lisboa,"Camarate, Unhos e Apelação"
1528,votingImage123,"('38.74594574994886', '-9.141368389395128')",Alvalade,Lisboa,Lisboa
1529,votingImage124,"('38.7602919', '-9.1565828')",Lumiar,Lisboa,Lisboa
1530,votingImage125,"('38.7256755', '-9.152105')",São Sebastião da Pedreira,Lisboa,Lisboa
1531,votingImage126,"('38.7284202', '-9.1716869')",Campolide,Lisboa,Lisboa
1532,votingImage127,"('38.76607143887578', '-9.119700804582251')",Olivais,Lisboa,Lisboa
1533,votingImage128,"('38.76384475192697', '-9.162170395603614')",Lumiar,Lisboa,Lisboa
1534,votingImage129,"('38.75585974785658', '-9.187772809594579')",Carnide,Lisboa,Lisboa
1535,votingImage13,"('38.76094566910384', '-9.196935288819919')",Carnide,Lisboa,Lisboa
1536,votingImage130,"('38.75422774480454', '-9.117910309786847')",Marvila,Lisboa,Lisboa
1537,votingImage131,"('38.76163968425934', '-9.122708641102465')",None,Lisboa,Lisboa
1538,votingImage132,"('38.74634924749556', '-9.16292963551087')",São Domingos de Benfica,Lisboa,Lisboa
1539,votingImage133,"('38.7768017987317', '-9.142521395245915')",Charneca,Lisboa,Lisboa
1540,votingImage134,"('38.7722428', '-9.1649577')",Lumiar,Lisboa,Lisboa
1541,votingImage135,"('38.76783006679459', '-9.159421431466058')",Lumiar,Lisboa,Lisboa
1542,votingImage136,"('38.73447500594169', '-9.126949802770653')",Penha de França,Lisboa,Lisboa
1543,votingImage137,"('38.7258035731695', '-9.128452304946883')",Penha de França,Lisboa,Lisboa
1544,votingImage138,"('38.7674762', '-9.1674816')",Lumiar,Lisboa,Lisboa
1545,votingImage139,"('38.7482609', '-9.1351097')",Alvalade,Lisboa,Lisboa
1546,votingImage14,"('38.72600385186867', '-9.134247895670423')",Arroios,Lisboa,Lisboa
1547,votingImage140,"('38.73928226626133', '-9.169784179655567')",None,Lisboa,Lisboa
1548,votingImage141,"('38.74803453363799', '-9.124810626363569')",None,Lisboa,Lisboa
1549,votingImage142,"('38.76544968141886', '-9.17584285065938')",Lumiar,Lisboa,Lisboa
1550,votingImage143,"('38.75483620019573', '-9.148098731489362')",São João de Brito,Lisboa,Lisboa
1551,votingImage144,"('38.78115578944973', '-9.180613813814935')",None,Lisboa,None
1552,votingImage145,"('38.76005396744743', '-9.169054741318027')",Lumiar,Lisboa,Lisboa
1553,votingImage146,"('38.77556109143296', '-9.156599750795188')",Lumiar,Lisboa,Lisboa
1554,votingImage147,"('38.789934', '-9.1484874')",Charneca,Lisboa,Lisboa
1555,votingImage148,"('38.77289787148371', '-9.15216487492636')",Lumiar,Lisboa,Lisboa
1556,votingImage149,"('38.72635704174297', '-9.153781573379273')",São Sebastião da Pedreira,Lisboa,Lisboa
1557,votingImage15,"('38.7504186', '-9.192046')",Benfica,Lisboa,Lisboa
1558,votingImage150,"('38.7517885', '-9.1479843')",São João de Brito,Lisboa,Lisboa
1559,votingImage151,"('38.75127850802062', '-9.155394974045882')",None,Lisboa,Lisboa
1560,votingImage152,"('38.74156802716432', '-9.131600694173732')",None,Lisboa,Lisboa
1561,votingImage153,"('38.7258108', '-9.1324048')",Arroios,Lisboa,Lisboa
1562,votingImage154,"('38.77242510288239', '-9.115150832048108')",Olivais,Lisboa,Lisboa
1563,votingImage155,"('38.76733164583644', '-9.149325621254834')",Lumiar,Lisboa,Lisboa
1564,votingImage156,"('38.75821881635061', '-9.114565180945258')",Marvila,Lisboa,Lisboa
1565,votingImage157,"('38.7502058', '-9.1830643')",São Domingos de Benfica,Lisboa,Lisboa
1566,votingImage158,"('38.76739206161461', '-9.180715322403582')",Carnide,Lisboa,Lisboa
1567,votingImage159,"('38.74321809585578', '-9.183414115509642')",None,Lisboa,Lisboa
1568,votingImage16,"('38.73162117905238', '-9.139553058831833')",Arroios,Lisboa,Lisboa
1569,votingImage160,"('38.75514581068341', '-9.140709123927971')",São João de Brito,Lisboa,Lisboa
1570,votingImage161,"('38.7235425', '-9.1511687')",None,Lisboa,Lisboa
1571,votingImage162,"('38.74049683570332', '-9.14558178564572')",São Sebastião da Pedreira,Lisboa,Lisboa
1572,votingImage163,"('38.77796889999136', '-9.117788059380214')",Olivais,Lisboa,Lisboa
1573,votingImage164,"('38.7845997', '-9.176298')",None,Lisboa,None
1574,votingImage165,"('38.78812479267469', '-9.144820330552067')",Charneca,Lisboa,Lisboa
1575,votingImage166,"('38.74754174921819', '-9.133201271969725')",Alvalade,Lisboa,Lisboa
1576,votingImage167,"('38.7294379', '-9.1345784')",Arroios,Lisboa,Lisboa
1577,votingImage168,"('38.76639631331027', '-9.12205862720093')",Olivais,Lisboa,Lisboa
1578,votingImage169,"('38.75945836248484', '-9.135961382866066')",São João de Brito,Lisboa,Lisboa
1579,votingImage17,"('38.73199990697533', '-9.130003838383601')",Penha de França,Lisboa,Lisboa
1580,votingImage170,"('38.77663740324617', '-9.162971038693323')",Lumiar,Lisboa,Lisboa
1581,votingImage171,"('38.7664832', '-9.1568842')",Lumiar,Lisboa,Lisboa
1582,votingImage172,"('38.75870789152106', '-9.120171738653108')",Marvila,Lisboa,Lisboa
1583,votingImage173,"('38.7635308', '-9.1905561')",Carnide,Lisboa,Lisboa
1584,votingImage174,"('38.78329595254578', '-9.179330385868695')",None,Lisboa,None
1585,votingImage175,"('38.76675361579109', '-9.170070744878252')",Lumiar,Lisboa,Lisboa
1586,votingImage176,"('38.72665662306272', '-9.142408818380687')",Arroios,Lisboa,Lisboa
1587,votingImage177,"('38.73421915464787', '-9.143114369978028')",São Sebastião da Pedreira,Lisboa,Lisboa
1588,votingImage178,"('38.72530944782143', '-9.144352657625884')",None,Lisboa,Lisboa
1589,votingImage179,"('38.78720167795693', '-9.145728657348187')",Charneca,Lisboa,Lisboa
1590,votingImage18,"('38.7274845', '-9.1812267')",None,Lisboa,Lisboa
1591,votingImage180,"('38.73580589102497', '-9.1303808989923')",Penha de França,Lisboa,Lisboa
1592,votingImage181,"('38.7512719', '-9.1992392')",Benfica,Lisboa,Lisboa
1593,votingImage182,"('38.75922939117456', '-9.186009904068225')",Carnide,Lisboa,Lisboa
1594,votingImage183,"('38.74444071387252', '-9.137937069913752')",None,Lisboa,Lisboa
1595,votingImage184,"('38.73056810895785', '-9.169851685810178')",Campolide,Lisboa,Lisboa
1596,votingImage185,"('38.75675874951838', '-9.12091200134957')",Marvila,Lisboa,Lisboa
1597,votingImage186,"('38.73037874671476', '-9.18049933834958')",None,Lisboa,Lisboa
1598,votingImage187,"('38.7308808', '-9.146943')",São Sebastião da Pedreira,Lisboa,Lisboa
1599,votingImage188,"('38.76985345479316', '-9.16988896822741')",Lumiar,Lisboa,Lisboa
1600,votingImage189,"('38.7573956', '-9.1649439')",Lumiar,Lisboa,Lisboa
1601,votingImage19,"('38.74137672314869', '-9.144856721859792')",São Sebastião da Pedreira,Lisboa,Lisboa
1602,votingImage190,"('38.77327755401105', '-9.189133256770095')",None,Lisboa,Lisboa
1603,votingImage191,"('38.7334659985372', '-9.143043246578108')",Arroios,Lisboa,Lisboa
1604,votingImage192,"('38.74782441022285', '-9.177857681880617')",São Domingos de Benfica,Lisboa,Lisboa
1605,votingImage193,"('38.7253921', '-9.1505844')",São Sebastião da Pedreira,Lisboa,Lisboa
1606,votingImage194,"('38.72164335117262', '-9.155147150122842')",None,Lisboa,Lisboa
1607,votingImage195,"('38.74048590552003', '-9.14000945607856')",None,Lisboa,Lisboa
1608,votingImage196,"('38.77137751702054', '-9.163741666162284')",Lumiar,Lisboa,Lisboa
1609,votingImage197,"('38.76217913549807', '-9.110955428181107')",Olivais,Lisboa,Lisboa
1610,votingImage198,"('38.76214197564865', '-9.169265813242895')",Lumiar,Lisboa,Lisboa
1611,votingImage199,"('38.73596310683936', '-9.169191536319715')",Campolide,Lisboa,Lisboa
1612,votingImage2,"('38.7538068', '-9.1442701')",São João de Brito,Lisboa,Lisboa
1613,votingImage20,"('38.76784088781436', '-9.180343770476838')",Carnide,Lisboa,Lisboa
1614,votingImage200,"('38.78469440956687', '-9.168144106081423')",None,Lisboa,None
1615,votingImage201,"('38.78843406274244', '-9.157556125317877')",Charneca,Lisboa,Lisboa
1616,votingImage202,"('38.76197233198138', '-9.183628010610372')",Carnide,Lisboa,Lisboa
1617,votingImage203,"('38.7638754', '-9.1738509')",Lumiar,Lisboa,Lisboa
1618,votingImage204,"('38.73121892953295', '-9.169392831962163')",Campolide,Lisboa,Lisboa
1619,votingImage205,"('38.7614465', '-9.1549378')",Lumiar,Lisboa,Lisboa
1620,votingImage206,"('38.7755561326061', '-9.178080384796123')",Lumiar,Lisboa,Lisboa
1621,votingImage207,"('38.73558010941133', '-9.134811335587758')",Arroios,Lisboa,Lisboa
1622,votingImage208,"('38.7560502', '-9.138185399999998')",São João de Brito,Lisboa,Lisboa
1623,votingImage209,"('38.72994116422846', '-9.143620437219123')",Arroios,Lisboa,Lisboa
1624,votingImage21,"('38.7261554', '-9.1295147')",Penha de França,Lisboa,Lisboa
1625,votingImage210,"('38.7548014', '-9.1961638')",Benfica,Lisboa,Lisboa
1626,votingImage211,"('38.738414', '-9.1815251')",None,Lisboa,Lisboa
1627,votingImage212,"('38.74226142228213', '-9.118339946036892')",Marvila,Lisboa,Lisboa
1628,votingImage213,"('38.78812479267469', '-9.144820330552067')",Charneca,Lisboa,Lisboa
1629,votingImage214,"('38.7671314', '-9.1728938')",Lumiar,Lisboa,Lisboa
1630,votingImage215,"('38.7536249', '-9.1326332')",São João de Brito,Lisboa,Lisboa
1631,votingImage216,"('38.74554915174799', '-9.11581711995463')",Marvila,Lisboa,Lisboa
1632,votingImage217,"('38.7462726', '-9.185305')",São Domingos de Benfica,Lisboa,Lisboa
1633,votingImage218,"('38.7279937', '-9.1596098')",Campolide,Lisboa,Lisboa
1634,votingImage219,"('38.72517313081931', '-9.153123511438185')",São Sebastião da Pedreira,Lisboa,Lisboa
1635,votingImage22,"('38.75780328972167', '-9.190841614668503')",Carnide,Lisboa,Lisboa
1636,votingImage220,"('38.73913263788511', '-9.15634456764716')",São Sebastião da Pedreira,Lisboa,Lisboa
1637,votingImage221,"('38.7277949', '-9.1661736')",Campolide,Lisboa,Lisboa
1638,votingImage222,"('38.75598094213833', '-9.131632686037811')",São João de Brito,Lisboa,Lisboa
1639,votingImage223,"('38.72103779985284', '-9.151546519829841')",None,Lisboa,Lisboa
1640,votingImage224,"('38.73654326557208', '-9.127855880195693')",Penha de França,Lisboa,Lisboa
1641,votingImage225,"('38.74525860692272', '-9.160044075699068')",None,Lisboa,Lisboa
