name,category,point_x,point_y,description,is_municipal,details_str,area_ha,quiosque,restaurante,esplanada,fitness,parque_infantil,parque_merendas,estatuaria,parque_canino,lago
Parque Urbano Quinta do Zé Pinto,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.1677,38.736643,"integrado no renovado parque urbano da quinta do zé pinto e no corredor verde de monsanto, situa-se a quinta do zé pinto, iniciativa da associação nacional de produtores de cereais, com o apoio da câmara municipal de lisboa. este projeto pretende devolver o campo à cidade de lisboa e proporcionar à população, em especial às crianças - o contacto com o mundo rural.

área: 3, 4 ha
equipamentos: parque infantil
horário: 24 horas",1,"área: 3, 4 ha
equipamentos: parque infantil
horário: 24 horas","3, 4 ",0,0,0,0,1,0,0,0,0
Jardim da Praceta Fernando Valle,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.149579,38.77929,"situada na alta de lisboa, esta praceta deve o seu nome ao médico e político republicano português.

área: 0,38 ha
horário: 24 horas
",1,"área: 0,38 ha
horário: 24 horas
","0,38 ",0,0,0,0,0,0,0,0,0
Jardim da Estrela (Jardim Guerra Junqueiro) ,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.159062,38.714617,"o jardim guerra junqueiro, conhecido por jardim da estrela, foi construído no séc. xix (1842), por iniciativa do estadista bernardo da costa cabral, marquês de tomar. é um jardim naturalista de conceção romântica, inspirado nas linhas do ¿parque à inglesa¿ e cercado por um gradeamento. possui vegetação frondosa e com grande interesse, quer pela quantidade, quer pela diversidade.

equipamentos: lagos, estatuária, parque infantil, parque juvenil, equipamentos de fitness, quiosque com esplanada, restaurante e coreto.

área: 4,5 ha

horário: 07h00 - 24h00
",1,"equipamentos: lagos, estatuária, parque infantil, parque juvenil, equipamentos de fitness, quiosque com esplanada, restaurante e coreto.","mentos: lagos, estatuária, parque infantil, parque juvenil, equipamentos de fitness, quiosque com esplanada, restaurante e coreto.",1,1,1,1,1,0,1,0,1
Jardim do Campo Pequeno / Jardim do Marquês de Marialva,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.14615,38.74301,"jardim que rodeia a praça de touros, que foi até aos anos 30 um amplo espaço onde os aficionados se reuniam para discutir as touradas, antes e depois das corridas. na altura em que se estava a construir a avenida da república foi organizado em quatro espaços equilibrados e era denominado por marquês de marialva. 
hoje o jardim encontra-se requalificado. as obras foram da responsabilidade da sociedade de renovação urbana do campo pequeno (srucp). este projeto envolveu ainda a retirada integral da circulação automóvel, proteção dos espaços pedonais pelo redesenho dos canteiros, mantendo sempre a identidade histórica do jardim. o novo campo pequeno permite agora verdadeiramente uma pausa para respirar. muito frequentado, possui várias árvores que ali fazem sombra nos dias quentes de verão.

área: 0,98 ha
equipamentos: parque infantil
horário: 24 horas",1,"área: 0,98 ha
equipamentos: parque infantil
horário: 24 horas","0,98 ",0,0,0,0,1,0,0,0,0
Jardim Amália Rodrigues,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.15535,38.731218,"inaugurado em 1996 com a designação de alto do parque, foi renomeado em 2000 para homenagear a fadista. está localizado a norte do parque eduardo vii, numa área central e das mais altas da cidade, possuindo portanto magníficas vistas. o seu relevo e desenho dão-lhe grande diversidade de ambientes. possui um grande anfiteatro virado para o vale da avenida da liberdade e um lago circular, junto do qual se localiza um bar com esplanada. no ponto mais alto do jardim existe um restaurante. este jardim faz parte do corredor verde, que une o parque eduardo vii a monsanto. 
no jardim amália rodrigues destacam-se ainda duas esculturas: ""maternidade"", da autoria do escultor colombiano fernando botero, escolhida pelos lisboetas e turistas aquando de uma exposição de obras suas no terreiro do paço. e ""o segredo"", da autoria do escultor português antónio lagoa henriques.

área: 5,7 ha
equipamentos: lago; estatuária; esplanada
horário: 24 horas",1,"área: 5,7 ha
equipamentos: lago; estatuária; esplanada
horário: 24 horas","5,7 ",0,1,1,0,0,0,1,0,1
Espaço Biodiversidade do PFMonsanto - Fito-ETAR e Cras,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.184117,38.739363,"dezasseis hectares de floresta vedados à entrada de trânsito, animais domésticos, afluência massiva de pessoas e outras possíveis agressões a um ecossistema protegido que permite um passeio de descoberta de sons, cheiros e cores únicos. 
para conhecer este espaço inscreva-se numa visita guiada em que um conjunto diversificado de informação sobre a história, a geologia, a fauna e a flora do parque são tema de conversa. encontra aqui, por entre os diferentes percursos de interpretação possíveis, uma torre de observação da natureza, um lago artificial que recria uma zona húmida com a sua flora e fauna características, sobreiros que nunca foram descortiçados, uma mina de água antiga e ainda equipamentos como a fitoetar ou um viveiro pedagógico onde pode aprender os segredos de uma floresta, uma horta pedagógica e ainda um centro de recuperação de animais silvestres (cras). 

a fitoetar (estação de tratamento das águas residuais) trata as águas residuais do centro de interpretação de monsanto através de plantas e demonstra a viabilidade dos processos naturais para a depuração das águas sujas, permitindo a sua devolução à natureza ou utilização para rega, limpezas e outras, com parâmetros de acordo com as normas em vigor neste domínio. 

o cras é outro dos equipamentos inseridos no espaço biodiversidade e está vocacionado para a recolha, tratamento e devolução à natureza de animais pertencentes à fauna autóctone portuguesa. 

área: 16 ha
equipamentos: lago; viveiro; mina de água; fitoetar
horário: para visitas ao espaço biodiversidade deverá contactar o cim - centro de interpretação de monsanto.
a oferta está disponível para grupos interessados, com o preço de 2,1€ por pessoa, sendo sem custos para escolas. ",1,"a fitoetar (estação de tratamento das águas residuais) trata as águas residuais do centro de interpretação de monsanto através de plantas e demonstra a viabilidade dos processos naturais para a depuração das águas sujas, permitindo a sua devolução à natureza ou utilização para rega, limpezas e outras, com parâmetros de acordo com as normas em vigor neste domínio. ","etar (estação de tratamento das águas residuais) trata as águas residuais do centro de interpretação de monsanto através de plantas e demonstra a viabilidade dos processos naturais para a depuração das águas sujas, permitindo a sua devolução à natureza ou utilização para rega, limpezas e outras, com parâmetros de acordo com as normas em vigor neste domínio. ",0,0,0,0,0,0,0,0,1
Jardim Cesário Verde,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.140734,38.732615,"jardim bastante arborizado, de pequenas dimensões, contemporâneo da construção das avenidas novas. foi, recentemente, objeto de importantes de obras de requalificação ao nível do arvoredo e dos equipamentos, bem como a renovação do sistema de rega. destaca se o busto do poeta cesário verde (1855-1886), da autoria de maximiano alves, inaugurado em 1955.

área: 0,25 ha
horário: 24 horas
",1,"área: 0,25 ha
horário: 24 horas
","0,25 ",0,0,0,0,0,0,0,0,0
Jardim de São Pedro de Alcântara / Jardim António Nobre,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.144238,38.715155,"lugar muito aprazível, onde se desfruta de um dos mais belos panoramas da cidade. o jardim antónio nobre (também conhecido por jardim de s. pedro de alcântara) é um miradouro constituído por dois patamares ligados por escadas em pedra, suportado por uma muralha mandada construir por d. joão v em meados do século xviii. no patamar superior do jardim encontra-se um painel de azulejos reproduzindo a panorâmica do miradouro. este patamar tem sobretudo árvores, caminhos e um lago central. o patamar inferior, com um groto embutido no muro de suporte e uma série de canteiros geométricos, foi adornado com uma série de bustos de deuses e de heróis portugueses dos descobrimentos, entre os quais vasco da gama, luís de camões e afonso de albuquerque. o gradeamento, que ainda hoje aí se encontra, veio do palácio da inquisição do rossio. a administração deste jardim pela cml data de 1839.

área: 0,65ha
equipamentos: dois quiosques com esplanada
horário: 24 horas",1,"área: 0,65ha
equipamentos: dois quiosques com esplanada
horário: 24 horas","0,65",1,0,1,0,0,0,0,0,1
Parque Eduardo VII de Inglaterra,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.153023,38.728295,"este parque localiza-se no prolongamento da av. da liberdade, constituindo um local de excelente vista panorâmica sobre a cidade. inicialmente denominado parque da liberdade, foi rebatizado com o nome do rei de inglaterra aquando da sua visita a lisboa em 1903. desde a sua origem, este parque foi palco de feiras, exposições e divertimentos. a sua estrutura, com uma faixa central coberta de relva, ladeada por um passeio de calçada portuguesa, é da autoria do arquiteto keil do amaral, constituindo um marco importante na evolução urbana da cidade. destaca-se neste jardim o busto de eduardo vii de 
inglaterra e a escultura de evocação ao 25 de abril da autoria de joão cutileiro.
no seu interior localizam-se a estufa fria e o pavilhão carlos lopes. possui ainda vários quiosques com esplanadas e um restaurante.

equipamentos: estufa fria, estatuária, restaurante com esplanada, lagos, parque infantil, parque de merendas, miradouro, equipamento de fitness, quiosques

área: 25 ha

horário: 24 horas",1,"equipamentos: estufa fria, estatuária, restaurante com esplanada, lagos, parque infantil, parque de merendas, miradouro, equipamento de fitness, quiosques","mentos: estufa fria, estatuária, restaurante com esplanada, lagos, parque infantil, parque de merendas, miradouro, equipamento de fitness, quiosques",1,1,1,1,1,1,1,0,1
Jardim do Palácio Ventura Terra,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.156605,38.733094,"projetado entre 1900 e 1902 pelo arq. ventura terra, o edifício ficou terminado em 1909, data em que foi galardoado com o prémio valmor, tendo sido posteriormente classificado como imóvel de interesse público. exteriormente surge rodeado por um bonito parque murado, cujo muro de pedra encontra-se ornado por um gradeamento em ferro forjado. arquiteto miguel ventura terra, foi também autor do projeto de remodelação do palácio de s. bento, da maternidade dr. alfredo da costa (1908) e dos liceus camões, pedro nunes e maria amália vaz de carvalho.

horário: visitas mediante autorização
",0,"horário: visitas mediante autorização
",o: visitas mediante autorização,0,0,0,0,0,0,0,0,0
Palácio Pimenta - Jardim de Buxo - Jardim Bordallo Pinheiro,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.156442,38.758059,"separado do palácio pimenta por um muro, encontra-se o jardim de buxo ou jardim bordallo pinheiro, de aspeto formal, com um desenho geométrico de sebes onde sobressaem algumas árvores, nomeadamente, destacando-se pelo seu porte original, uma acácia-do-japão, também conhecida por árvore-dos-pagodes pelo costume de ser plantada junto a templos budistas. 



",1,,,0,0,0,0,0,0,0,0,0
Largo Conde de Ottolini,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.177835,38.743087,"o largo conde de ottolini, espaço de pequenas dimensões que homenageia manuel sarmento ottolini, nascido alfacinha em 1840 e falecido na freguesia de benfica em 1898. foi o 1º conde e o 1º visconde de ottolini, bacharel em direito pela universidade de coimbra e que desempenhou os cargos de governador do banco nacional ultramarino, de membro substituto do conselho de administração da caixa geral do crédito predial e de presidente da comissão administrativa da câmara municipal de lisboa de 1891 a 1893 inclusive.

área: 0,2ha
horário: 24 horas",1,"área: 0,2ha
horário: 24 horas","0,2",0,0,0,0,0,0,0,0,0
Alameda dos Oceanos,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.095709,38.768047,"é uma extensa alameda com um sistema de jogos de água (vulcões) e um conjunto apreciável de arte pública - reforçando a componente temática de que os oceanos foram um meio de múltiplas trocas botânicas operadas pelos portugueses ao longo de séculos. é um espaço de repouso, passeio e contemplação, onde a sombra e a frescura predominam e convidam a permanecer. é constituída por uma plataforma central e passeios laterais separados por eixos de circulação viária. têm três troços distintos, sendo a sua unidade garantida pela uniformidade das alamedas laterais - com alinhamentos de azinheiras - pela grelha dos pavimentos da calçada e pela predominância de carvalhos. 

área: 3,7 ha
equipamentos: estatuária
horário: 24 horas
",1,"área: 3,7 ha
equipamentos: estatuária
horário: 24 horas
","3,7 ",0,0,0,0,0,0,1,0,0
Jardim das Damas,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.19852,38.708371,"o jardim das damas é um espaço murado, pertencente ao palácio da ajuda, de conceção barroca, dotado de um mirante com uma bonita vista sobre a cidade e o rio tejo. embora inacabado, teve uso até 1794, quando um incêndio destruiu o velho paço. ao proceder-se ao respetivo restauro, não sofreu qualquer intervenção, pelo que permaneceu assim até ao século xix, aquando da ocupação do palácio por d. luís e d. maria pia. a partir dessa altura, foi remodelado e adaptado a pomar. inclui um conjunto de fontes, lagos e uma cascata. a seguir à implantação da república, sofreu novo abandono, sendo, apenas em 1988, submetido a um projeto de recuperação, por sinal, pioneiro, no âmbito da conservação do património arquitetónico europeu. obras e reabertura ao público previstos para breve.

área: 0,7 ha

",0,"área: 0,7 ha","0,7 ",0,0,0,0,0,0,0,0,1
Parque Urbano do Tejo e do Trancão,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.09291,38.784444,"grande parque urbano ribeirinho situado junto ao tejo e construído em 1998 no âmbito da expo `98. integra as áreas de um antigo aterro sanitário (selado) e uma estação de tratamento de águas. é constituído por um sistema de elevações artificiais e colinas a que se juntam as circulações e os elementos de utilização desportiva (ténis, golfe, centro hípico) e lúdica (parque de diversões, zona comercial).

área: 90ha
horário: 24 horas",0,"área: 90ha
horário: 24 horas",90,0,0,0,0,0,0,0,0,0
Jardim Maria de Lourdes Sá Teixeira,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.123083,38.767478,,1,,,0,0,0,0,0,0,0,0,0
Jardim Mário Soares,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.151569,38.753813,"conhecida no séc. xvi como campo de alvalade, no séc. xix esta zona foi sujeita a uma plantação inspirada no estilo de passeio romântico. aqui se realizaram as primeiras corridas de cavalos, em 1816. em 1945, o arq.º keil do amaral, elaborou um projeto de remodelação com ampliação do jardim e introdução de novos equipamentos, tornando-se um espaço de características lúdicas e recreativas. 
em 2018, no dia em que se comemorou a revolução de 25 de abril de 1974, o jardim passou a designar-se jardim mário soares, uma homenagem da câmara municipal de lisboa ao político que foi considerado o ¿pai da democracia portuguesa¿.

o jardim é um espaço verde com 13,38 hectares de amplos relvados e flora diversificada.
dispõe dos seguintes equipamentos:
- campos de padel;
- parque infantil;
- instalações desportivas (ginásio, piscinas, spa);
- ciclovias;
- percursos pedestres;
- parque de merendas;
- cafetaria;
- restaurante;
- recinto de recreio canino, o primeiro da cidade, um espaço vedado com vários obstáculos, onde os cães podem correr e brincar soltos e em segurança; 
- lago com possibilidade de aluguer de barcos a remos;
- o  ¿caleidoscópio¿ (https://www.ulisboa.pt/info/caleidoscopio), espaço da responsabilidade da universidade de lisboa,  com uma sala de estudo, um centro de exposições, uma loja e um centro de documentação, à disposição de todos, e, em particular, da comunidade universitária.
destaque para os elementos decorativos criados pela sociedade portuguesa de matemática, numa parceria com a cml: quatro ""bancos matemáticos"": ""o mancala"", o ""alquerque"", o ""moinho"" e o ""hex"" para aprender matemática nos bancos e caminhos. 
a iluminação pública do jardim foi melhorada no sentido de tornar o jardim mais iluminado durante o período noturno.
",1,"o jardim é um espaço verde com 13,38 hectares de amplos relvados e flora diversificada.
dispõe dos seguintes equipamentos:
- campos de padel;
- parque infantil;
- instalações desportivas (ginásio, piscinas, spa);
- ciclovias;
- percursos pedestres;
- parque de merendas;
- cafetaria;
- restaurante;
- recinto de recreio canino, o primeiro da cidade, um espaço vedado com vários obstáculos, onde os cães podem correr e brincar soltos e em segurança; 
- lago com possibilidade de aluguer de barcos a remos;
- o  ¿caleidoscópio¿ (https://www.ulisboa.pt/info/caleidoscopio), espaço da responsabilidade da universidade de lisboa,  com uma sala de estudo, um centro de exposições, uma loja e um centro de documentação, à disposição de todos, e, em particular, da comunidade universitária.
destaque para os elementos decorativos criados pela sociedade portuguesa de matemática, numa parceria com a cml: quatro ""bancos matemáticos"": ""o mancala"", o ""alquerque"", o ""moinho"" e o ""hex"" para aprender matemática nos bancos e caminhos. 
a iluminação pública do jardim foi melhorada no sentido de tornar o jardim mais iluminado durante o período noturno.
","im é um espaço verde com 13,38 hectares de amplos relvados e flora diversificada.",0,1,0,0,1,1,0,1,1
Quinta Pedagógica,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.111745,38.763171,"a quinta pedagógica dos olivais é um equipamento público, gerido pelo município de lisboa. inaugurada a 16 de abril de 1996, a quinta pedagógica é um projeto que se enquadrada nos moldes da educação não formal, e integra as componentes pedagógica e lúdico-recreativa. este espaço procura responder, cada vez mais, às necessidades crescentes de contacto dos cidadãos com a natureza e, em particular, com o mundo rural. na quinta pedagógica (re)vivem-se tradições rurais de norte a sul do país e celebram-se em conjunto festividades do calendário rural. aqui é possível viver momentos únicos, participar nas atividades diárias e próprias de uma quinta como a lavoura, hortas e pomares, tarefas do dia-a-dia dos animais domésticos, compostagem, descobrir e viver os percursos do pão, do doce e da manteiga, experiências que estão acessíveis a todos. todas as atividades são gratuitas estando sujeitas a marcação prévia.

área: 1,6 ha
equipamentos: horta e pomar; jardim de plantas aromáticas e medicinais; estufa; estábulos; prados; ateliers/oficinas de trabalho
horário: 
maio ¿ setembro: de 3ª a 6ª feira das 09h00 às 19h00; sábados, domingos e feriados das 10h00 às 19h00
outubro ¿ abril de 3ª a 6ª feira das 09h00 às 17h30; sábados, domingos e feriados das 10h00 às 17h30",1,"área: 1,6 ha
equipamentos: horta e pomar; jardim de plantas aromáticas e medicinais; estufa; estábulos; prados; ateliers/oficinas de trabalho
horário: 
maio ¿ setembro: de 3ª a 6ª feira das 09h00 às 19h00; sábados, domingos e feriados das 10h00 às 19h00
outubro ¿ abril de 3ª a 6ª feira das 09h00 às 17h30; sábados, domingos e feriados das 10h00 às 17h30","1,6 ",0,0,0,0,0,0,0,0,0
Jardim da Torre de Belém,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.215836,38.692791,"este jardim, localizado junto ao tejo, está implantado no local onde funcionou até meados do séc. xx a ""fábrica do gás de belém"" e enquadra a torre de belém, um dos principais ex-líbris de lisboa.

o ajardinamento, com plantação de palmeiras, símbolo das novas terras descobertas pelos navegadores portugueses, verificou-se por altura da ""exposição do mundo português"" (1940). no jardim encontramos o monumento em homenagem a gago coutinho e sacadura cabral, invocando a primeira travessia do oceano atlântico em hidroplano, e o monumento em homenagem aos combatentes mortos no ultramar, localizado junto do forte do bom sucesso. possui amplas áreas relvadas que permitem o recreio ou o descanso disfrutando o sol e o rio fronteiro. nas proximidades encontra-se a doca do bom sucesso.

equipamentos: lago; estatuária

área: 4,3 ha

horário: 24 horas

",1,"o ajardinamento, com plantação de palmeiras, símbolo das novas terras descobertas pelos navegadores portugueses, verificou-se por altura da ""exposição do mundo português"" (1940). no jardim encontramos o monumento em homenagem a gago coutinho e sacadura cabral, invocando a primeira travessia do oceano atlântico em hidroplano, e o monumento em homenagem aos combatentes mortos no ultramar, localizado junto do forte do bom sucesso. possui amplas áreas relvadas que permitem o recreio ou o descanso disfrutando o sol e o rio fronteiro. nas proximidades encontra-se a doca do bom sucesso.","dinamento, com plantação de palmeiras, símbolo das novas terras descobertas pelos navegadores portugueses, verificou-se por altura da ""exposição do mundo português"" (1940). no jardim encontramos o monumento em homenagem a gago coutinho e sacadura cabral, invocando a primeira travessia do oceano atlântico em hidroplano, e o monumento em homenagem aos combatentes mortos no ultramar, localizado junto do forte do bom sucesso. possui amplas áreas relvadas que permitem o recreio ou o descanso disfrutando o sol e o rio fronteiro. nas proximidades encontra-se a doca do bom sucesso.",0,0,0,0,0,0,1,0,1
Jardim Augusto Gil / Jardim da Graça,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.131039,38.716032,"localizado junto à igreja e antigo convento da graça, é um jardim modesto, de pequenas dimensões, pontuado por algumas árvores e canteiros e uma estátua figurativa, de bronze, intitulada 'mãe e filho', que evoca a relação maternal. possui ainda uma escadaria, alguns bancos que apelam ao descanso e instalações sanitárias. próximo do miradouro da graça onde se pode apreciar uma das melhores vistas sobre a cidade de lisboa.

área: 0,13 ha
equipamentos: lago; estatuária; quiosques com esplanada
horário: 24 h",1,"área: 0,13 ha
equipamentos: lago; estatuária; quiosques com esplanada
horário: 24 h","0,13 ",1,0,1,0,0,0,1,0,1
Parque Recreativo do Alvito,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.186402,38.719346,"o parque recreativo do alvito é o parque infantil mais emblemático da cidade e do parque de monsanto, foi projectado pelo arq. keil do amaral nos anos 50, e requalificado entre 2003 e 2005, mantendo a estrutura inicial.
dispõe de uma oferta variada de equipamentos de recreio, de desporto e lazer, destinada a várias faixas etárias: parques infantis, parques de merendas, um polidesportivo, um anfiteatro, zonas de estadia e zona de restauração.
zonas relvadas, inúmeras árvores e arbustos, a presença de um elemento de água centralizador deste espaço, convidam-nos a um passeio e estadia por toda a área do parque, integrado no cenário privilegiado da mancha florestal de
monsanto.

parque florestal de monsanto - estrada do barcal, monte das perdizes | 1500-068 lisboa | tel 218 170 200/230 |dmevae.dev.dgpfm@cm-lisboa.pt e monsanto@cm-lisboa.pt
de salientar um maciço arbóreo classificado de interesse público nos termos do decreto-lei nº 28 468 de 15 de fevereiro de 1938, decreto nº 20985 de 7 de março de 1932, do decreto regulamentar nº 80/2004 de 10 de abril e da portaria nº
574/2004 de 28 de maio.
é interdita a entrada de animais domésticos, apenas permitido a entrada de cães de assistência, conforme estabelece o decreto-lei nº 74/2007, de 27 de março.

horário:
inverno - 9.00 -18.00 h (1 de outubro a 31 de março)
verão - 9.00- 20.00 h (1 de abril a 30 de setembro)

encerrado no dia 1 de maio
transporte público
autocarro: 711, 723, 724",1,"parque florestal de monsanto - estrada do barcal, monte das perdizes | 1500-068 lisboa | tel 218 170 200/230 |dmevae.dev.dgpfm@cm-lisboa.pt e monsanto@cm-lisboa.pt
de salientar um maciço arbóreo classificado de interesse público nos termos do decreto-lei nº 28 468 de 15 de fevereiro de 1938, decreto nº 20985 de 7 de março de 1932, do decreto regulamentar nº 80/2004 de 10 de abril e da portaria nº
574/2004 de 28 de maio.
é interdita a entrada de animais domésticos, apenas permitido a entrada de cães de assistência, conforme estabelece o decreto-lei nº 74/2007, de 27 de março."," florestal de monsanto - estrada do barcal, monte das perdizes | 1500-068 lisboa | tel 218 170 200/230 |dmevae.dev.dgpfm@cm-lisboa.pt e monsanto@cm-lisboa.pt",0,0,0,0,1,1,0,0,0
Jardim Sá da Bandeira,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.14674,38.70708,"a praça dom luís, localizada no cais do sodré, possui um pequeno jardim, comum a algumas praças da capital. esta praça é uma homenagem a dom luís i, conhecido como o popular, devido à adoração pelo povo. este jardim conta com frondosas e imponentes árvores.
no centro da praça fica a estátua do marquês sá da bandeira, fidalgo da casa real e ministro de estado, nascido em santarém em 1795.

área: 0,40 ha
equipamentos: parque infantil
horário: 24 horas",1,"área: 0,40 ha
equipamentos: parque infantil
horário: 24 horas","0,40 ",0,0,0,0,1,0,0,0,0
Jardim do Campo Santana / Jardim Braamcamp Freire ,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.139959,38.721936,"o jardim braancamp freire (campo de santana) ocupa um espaço carregado de história, na área central da cidade e que teve vários usos díspares ao longo dos últimos duzentos anos, como sejam matadouro, uma praça de touros ou a feira da ladra. também designado campo dos mártires da pátria por ter sido cenário de um enforcamento coletivo, no séc. xix. de traçado orgânico, possui um conjunto de árvores classificadas de interesse público. 

área: 2,00 ha
equipamentos: lago; restaurante com esplanada; polidesportivo; parque infantil; estatuária; parque canino
horário: 24 horas",1,"área: 2,00 ha
equipamentos: lago; restaurante com esplanada; polidesportivo; parque infantil; estatuária; parque canino
horário: 24 horas","2,00 ",0,1,1,0,1,0,1,1,1
Parque da Quinta das Conchas e dos Lilases,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.155553,38.770269,"este parque apresenta três zonas distintas: a quinta das conchas, a mata e a quinta dos lilazes. a quinta das conchas, área de maiores dimensões, é constituída por um grande relvado central, limitado no topo mais elevado por um grupo de oliveiras e zambujeiros. junto ao grande lago, situa-se um maciço de eucaliptos de grande porte, classificado como arvoredo de interesse público, onde se situam as mesas de merendas. existe ainda um maciço de árvores da espécie zelcova serrata igualmente classificado de interesse público. a mata é uma zona florestal mais densa, com um conjunto variado de espécies. separada da quinta das conchas por um muro, temos a quinta dos lilazes, com o seu célebre lago artificial representando as ilhas de são tomé e príncipe. a vegetação é marcada pelo alinhamento de zambujeiros junto ao muro da quinta das conchas e pela presença de eucaliptos, choupos, freixos, ulmeiros e loureiros. o estrato arbustivo é reduzido e o revestimento das zonas de clareira é em prado de sequeiro. a existência de habitats diversificados confere a este parque um grande valor em termos de biodiversidade, ocorrendo um número de espécies acima do habitual para os espaços verdes urbanos. este parque foi alvo de um plano de requalificação pela câmara municipal em 2006.

área: 24,6 ha

equipamentos: parque infantil; café; restaurante e esplanada; sanitários; palco para a realização de espetáculos; edifício de apoio com receção e área de exposições; mesas de apoio",1,"área: 24,6 ha","24,6 ",0,1,1,0,1,1,0,0,1
Jardim do Palácio do Contador-Mor,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.113109,38.763498,"o palácio do contador-mor, situado numa antiga zona de quintas e palácios da aristocracia e fidalguia lisboetas, remonta ao século xviii, tendo sido residência do último contador-mor do reino, designação que ainda mantêm. é um dos exemplares de palacetes, essencialmente marcado por características românticas, que sobreviveu à alteração da malha urbanística da zona em que se situa. espaço recuperado pela câmara municipal de lisboa que todos podemos usufruir como espaço de cultura, pois o palácio acolhe a bedeteca de lisboa, espaço multimédia, equipado com uma videoteca e fonoteca, livraria, auditório e espaço de exposições. com ligação à quinta pedagógica dos olivais pelo jardim, onde existe agora um quiosque com esplanada.

área: 0,48 ha 
equipamentos: bedeteca; quiosque com esplanada

horário: das 10h00 às 17h00",1,"área: 0,48 ha 
equipamentos: bedeteca; quiosque com esplanada","0,48  ",1,0,1,0,0,0,0,0,0
Jardim da Rua Inocêncio Francisco da Silva,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.178502,38.756175,"pequeno jardim de bairro, cujo nome evoca inocêncio francisco da silva (lisboa, 1810-1876), destacado bibliógrafo lusófono, tendo reunido toda a informação disponível sobre autores de língua portuguesa até meados do século xix.

área: 0,3 ha
equipamentos: aparelhos de fitness
horário: 24 horas",1,"área: 0,3 ha
equipamentos: aparelhos de fitness
horário: 24 horas","0,3 ",0,0,0,1,0,0,0,0,0
Jardim da Alameda Roentgen,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.178638,38.762157,"este jardim é constituído por uma alameda pedonal, ladeada por faixas relvadas e arborizadas, com um pavimento propício a atividades recreativas. 

área: 1,6 ha
equipamentos: parque infantil; equipamentos de fitness
horário: 24 horas
",1,"área: 1,6 ha
equipamentos: parque infantil; equipamentos de fitness
horário: 24 horas
","1,6 ",0,0,0,1,1,0,0,0,0
Parque da Bela Vista-Golfe,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.128571,38.756775,"""ocupando uma área com cerca de 16ha, o golf da belavista, é o primeiro percurso de características municipais construído em portugal, dispondo de uma área de treino que esta aberta até às 23 horas. este espaço, foi pensado para satisfazer simultaneamente necessidades turísticas, pois poderá ser jogado por viajantes que fazem escala em lisboa e que não querem perder uma soberana oportunidade de bater bolas, devido á sua proximidade ao aeroporto, e de curiosos deste desporto.
este golf é caracterizado por um percurso de dimensões curtas, 1947 metros com 9 buracos, mas que oferece um assinalável nível de dificuldade, devido às características do terreno (razoavelmente ondulado), aos vários """"bunkers"""" e à existência de seis lagos artificiais (que servem de recolha da água de chuva, posteriormente utilizada para a rega, e que estão ligados entre si através de canalizações). o campo apresenta três buracos de par 3, sendo os restantes de par 4.
o recito do golf, oferece ainda um restaurante e um bar, entre outros serviços.""
",0,,,0,1,0,0,0,0,0,0,1
