linkid,Region_of_Origin,District_of_Origin,County_of_Origin,Average_Daily_SeniorPopulation_Travelling,key_bus_road,distance_bus_road,key_cascais,distance_cascais,key_metro,distance_metro,key_train,distance_train,key_oeiras,distance_oeiras,linkid_county
542431084,R1 - AM Lisboa,Lisboa,Oeiras,309.389615,537321129,9.709477758769186,9,1.7925157761331132,Carnide,15.770420536921904,sao-pedro-do-estoril-,1.9632657059972567,889,3.3004135201452676,Cascais
542431085,R1 - AM Lisboa,Lisboa,Oeiras,166.690316,537321129,9.73711239564533,9,1.8239297839404007,Carnide,15.802564014340405,sao-pedro-do-estoril-,1.9402204125689924,889,3.3182662232812508,Cascais
542431109,R1 - AM Lisboa,Lisboa,Cascais,136.035127,537321129,9.06357492600932,9,1.114153346126696,Carnide,15.097626733905257,sao-pedro-do-estoril-,2.3875792817723016,889,2.8371827731088257,Cascais
542431109,R1 - AM Lisboa,Setúbal,Almada,27.548637,537321129,9.06357492600932,9,1.114153346126696,Carnide,15.097626733905257,sao-pedro-do-estoril-,2.3875792817723016,889,2.8371827731088257,Cascais
542431109,R1 - AM Lisboa,Lisboa,Oeiras,180.939631,537321129,9.06357492600932,9,1.114153346126696,Carnide,15.097626733905257,sao-pedro-do-estoril-,2.3875792817723016,889,2.8371827731088257,Cascais
542431117,R1 - AM Lisboa,Setúbal,Almada,27.548637,537321129,9.838000602001292,9,1.8975110453008428,Carnide,15.859387117118043,sao-pedro-do-estoril-,2.003371940092784,889,3.445733095137367,Cascais
542431125,R1 - AM Lisboa,Lisboa,Cascais,397.641141,537321129,10.004731470314617,9,2.0606647511795,Carnide,16.013765269912895,sao-pedro-do-estoril-,1.9763182014999507,889,3.595216906795378,Cascais
542431125,R1 - AM Lisboa,Lisboa,Oeiras,212.872119,537321129,10.004731470314617,9,2.0606647511795,Carnide,16.013765269912895,sao-pedro-do-estoril-,1.9763182014999507,889,3.595216906795378,Cascais
542431126,R1 - AM Lisboa,Lisboa,Cascais,261.606014,537321129,9.92821040419319,9,1.9703510572307077,Carnide,15.915172829888196,sao-pedro-do-estoril-,2.053924178182683,889,3.5545325038272204,Cascais
542431126,R1 - AM Lisboa,Lisboa,Oeiras,271.966411,537321129,9.92821040419319,9,1.9703510572307077,Carnide,15.915172829888196,sao-pedro-do-estoril-,2.053924178182683,889,3.5545325038272204,Cascais
542431139,R1 - AM Lisboa,Setúbal,Barreiro,272.070254,537321129,10.770722883718431,43,1.8609396988527127,Carnide,17.413021188333584,sao-pedro-do-estoril-,0.41627141587882704,889,3.908548914595836,Cascais
542431140,R1 - AM Lisboa,Setúbal,Barreiro,272.070254,537321129,10.627675914686645,43,1.982678762665663,Carnide,17.28207805929463,sao-pedro-do-estoril-,0.2747547301493779,889,3.764954116902659,Cascais
542431141,R1 - AM Lisboa,Setúbal,Barreiro,272.070254,537321129,10.66513470415128,43,1.9445378619584623,Carnide,17.313143036135962,sao-pedro-do-estoril-,0.31457299286347057,889,3.8031127212141835,Cascais
542431252,R1 - AM Lisboa,Lisboa,Cascais,358.773961,537321129,10.513625141572506,43,1.9712225587030725,Carnide,17.10914224613329,sao-pedro-do-estoril-,0.31768049595389874,889,3.665767653392643,Cascais
542431259,R1 - AM Lisboa,Lisboa,Sintra,88.905485,537321129,10.356073782176935,118,1.9891541837087896,Carnide,16.966884024468012,sao-pedro-do-estoril-,0.2611428227874021,889,3.5071610342541195,Cascais
542431381,R1 - AM Lisboa,Lisboa,Oeiras,29.598113,537321129,9.853194499804324,119,2.175674159288842,Carnide,16.190968317337394,sao-pedro-do-estoril-,1.2252243602144632,889,3.1733513170173433,Cascais
542431424,R1 - AM Lisboa,Lisboa,Cascais,233.203075,537321129,10.630532358483936,43,1.8448104344335332,Carnide,17.202829220811395,sao-pedro-do-estoril-,0.4245941648631035,889,3.786860502100462,Cascais
542431424,R1 - AM Lisboa,Lisboa,Oeiras,96.024796,537321129,10.630532358483936,43,1.8448104344335332,Carnide,17.202829220811395,sao-pedro-do-estoril-,0.4245941648631035,889,3.786860502100462,Cascais
542431509,R1 - AM Lisboa,Lisboa,Oeiras,28.61151,537321129,10.956834156476088,50,1.4642603255398117,Carnide,16.936219092263958,sao-joao-do-estoril,1.4052040234716892,889,4.442493827040122,Cascais
542431509,R1 - AM Lisboa,Lisboa,Odivelas,177.810969,537321129,10.956834156476088,50,1.4642603255398117,Carnide,16.936219092263958,sao-joao-do-estoril,1.4052040234716892,889,4.442493827040122,Cascais
542431542,R1 - AM Lisboa,Lisboa,Oeiras,108.828102,537321129,9.119718740721527,119,1.498778224341029,Carnide,15.628021122988304,sao-pedro-do-estoril-,1.4604162061044028,889,2.3838597328305404,Cascais
542431552,R1 - AM Lisboa,Lisboa,Lisboa,1632.421525,537321129,10.965793468297898,43,1.3209153342372957,Carnide,17.193775911535607,sao-joao-do-estoril,0.8342318610354547,889,4.2710593350326125,Cascais
542431727,R1 - AM Lisboa,Lisboa,Oeiras,136.035127,537321129,8.837303206321225,9,1.2451836573170634,Carnide,15.148487306792536,parede,2.0129278545318607,889,2.3347047861258785,Cascais
542432228,R1 - AM Lisboa,Lisboa,Oeiras,288.942825,537321129,14.454968653338636,73,1.076276491115192,Carnide,20.05705120279253,monte-estoril,2.004250486364643,889,7.9338012997397875,Cascais
542432228,R1 - AM Lisboa,Lisboa,Cascais,494.260962,537321129,14.454968653338636,73,1.076276491115192,Carnide,20.05705120279253,monte-estoril,2.004250486364643,889,7.9338012997397875,Cascais
542432264,R1 - AM Lisboa,Lisboa,Odivelas,88.905485,537321129,11.086035528238359,43,1.2899562105617337,Carnide,17.521870177840153,sao-joao-do-estoril,0.4870095789715985,889,4.277817037604082,Cascais
542432265,R1 - AM Lisboa,Lisboa,Odivelas,408.965229,537321129,11.07659382821686,43,1.308373335664306,Carnide,17.520983045507947,sao-joao-do-estoril,0.4997846841682838,889,4.2652792145456475,Cascais
542432397,R1 - AM Lisboa,Lisboa,Cascais,541.072047,537321129,14.08578109525459,68,1.3195988288934897,Carnide,19.971906822852237,monte-estoril,1.1377111758647556,889,7.422132009963199,Cascais
542434057,R1 - AM Lisboa,Lisboa,Oeiras,553.577762,537321129,18.358210635313252,101804,1.581309061646151,Carnide,23.83829814768084,cascais,4.482509257112357,889,11.753606683314276,Cascais
542434058,R1 - AM Lisboa,Lisboa,Oeiras,165.110186,537321129,18.331679283391786,101804,1.556987826036675,Carnide,23.81265312121411,cascais,4.458636113313652,889,11.727364604858568,Cascais
542434075,R1 - AM Lisboa,Lisboa,Oeiras,128.419033,537321129,18.287970459956423,101804,1.5249328386277492,Carnide,23.775388818035513,cascais,4.411762991234356,889,11.68180537751832,Cascais
542434157,R1 - AM Lisboa,Lisboa,Oeiras,698.049174,537321129,18.120104157381974,101804,1.4230123148092413,Carnide,23.639579431209327,cascais,4.220689549385287,889,11.503480538388954,Cascais
542434160,R1 - AM Lisboa,Lisboa,Oeiras,272.890446,537321129,18.04384172760048,101806,1.3196122122300395,Carnide,23.603162656797647,cascais,4.095780111885872,889,11.41096210738057,Cascais
542434181,R1 - AM Lisboa,Lisboa,Oeiras,288.942825,537321129,17.720103467529984,101806,1.0118548636451217,Carnide,23.293823503547372,cascais,3.8002951412526733,889,11.08907482479676,Cascais
546969046,R1 - AM Lisboa,Lisboa,Sintra,37.698135,819525518,13.081086364598706,81,1.0965370577476143,Carnide,17.32051348558673,estoril,5.196135067043193,747,6.821371154253447,Cascais
546969048,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,165.110186,819525518,13.01762635100107,81,1.0906492357416708,Carnide,17.256825850123604,estoril,5.193780704340357,747,6.756967762565206,Cascais
546969051,R1 - AM Lisboa,Lisboa,Oeiras,181.380169,819525518,12.953635180370727,81,1.0611035271028766,Carnide,17.205030693640968,estoril,5.164793336629663,747,6.694133477676858,Cascais
546969051,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,82.555093,819525518,12.953635180370727,81,1.0611035271028766,Carnide,17.205030693640968,estoril,5.164793336629663,747,6.694133477676858,Cascais
546969051,R1 - AM Lisboa,Lisboa,Mafra,128.419033,819525518,12.953635180370727,81,1.0611035271028766,Carnide,17.205030693640968,estoril,5.164793336629663,747,6.694133477676858,Cascais
546969052,R1 - AM Lisboa,Lisboa,Cascais,148.401957,819525518,13.015822611166678,81,1.0636854073524749,Carnide,17.267281933738886,estoril,5.166620672502437,747,6.757237412297109,Cascais
546969272,R1 - AM Lisboa,Lisboa,Cascais,706.087088,910628861,19.02555479122102,101803,1.944383529408729,Carnide,24.219546127086755,cascais,5.4971154297924825,889,12.544284596701024,Cascais
546969503,R1 - AM Lisboa,Lisboa,Oeiras,201.397628,537321129,9.961761827472197,9,2.0431095870503797,Carnide,16.013175746354733,sao-pedro-do-estoril-,1.886333117362475,889,3.517843351903255,Cascais
575038760,R1 - AM Lisboa,Lisboa,Odivelas,770.5142,819525518,14.968228218237215,102,2.578840187378604,Carnide,18.87711818845141,sintra-,4.87112119558868,747,8.68499871170766,Cascais
575038760,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,764.093249,819525518,14.968228218237215,102,2.578840187378604,Carnide,18.87711818845141,sintra-,4.87112119558868,747,8.68499871170766,Cascais
575078263,R1 - AM Lisboa,Setúbal,Almada,24.698778,1122917699,1.9332092343863805,10174,9.825457967076446,Cais do Sodré,6.593810912162003,belem,2.5504261824762624,456,2.759495774852502,Lisboa
706681223,R1 - AM Lisboa,Lisboa,Lisboa,165.110186,537321129,14.752518759995887,68,1.0155213328277464,Carnide,21.25820335120984,cascais,1.073419750558062,889,7.884129382808775,Cascais
706681223,R1 - AM Lisboa,Lisboa,Oeiras,77.05142,537321129,14.752518759995887,68,1.0155213328277464,Carnide,21.25820335120984,cascais,1.073419750558062,889,7.884129382808775,Cascais
706681223,R1 - AM Lisboa,Lisboa,Cascais,6262.02947,537321129,14.752518759995887,68,1.0155213328277464,Carnide,21.25820335120984,cascais,1.073419750558062,889,7.884129382808775,Cascais
708468347,R1 - AM Lisboa,Lisboa,Lisboa,105.070118,819525518,18.023195493679886,100,1.0897104804457916,Carnide,22.75090572325113,cascais,5.6972174787546965,889,11.867577672412338,Cascais
708468355,R1 - AM Lisboa,Lisboa,Cascais,978.157342,819525518,17.947752393285967,101803,1.1008865619110677,Carnide,22.72725425206121,cascais,5.536423381451636,889,11.761535522841214,Cascais
708757992,R1 - AM Lisboa,Lisboa,Cascais,978.157342,910628861,19.443109611939978,101803,2.421605301301797,Carnide,24.68850334258591,cascais,5.762179312442162,889,12.922464279523357,Cascais
708757993,R1 - AM Lisboa,Lisboa,Cascais,978.157342,910628861,19.443510672315444,101803,2.442856557134708,Carnide,24.704115706792976,cascais,5.739251772321429,889,12.91518032066547,Cascais
708757997,R1 - AM Lisboa,Lisboa,Cascais,978.157342,537321129,19.38678013821752,101804,2.4742885562769232,Carnide,24.716716258281988,cascais,5.58782930745728,889,12.82612706592531,Cascais
708757997,R1 - AM Lisboa,Lisboa,Oeiras,433.414238,537321129,19.38678013821752,101804,2.4742885562769232,Carnide,24.716716258281988,cascais,5.58782930745728,889,12.82612706592531,Cascais
708757999,R1 - AM Lisboa,Lisboa,Cascais,978.157342,537321129,19.40032509112389,101804,2.5031236953387688,Carnide,24.76012821974519,cascais,5.557057905281552,889,12.825145592492772,Cascais
708757999,R1 - AM Lisboa,Lisboa,Oeiras,1143.846676,537321129,19.40032509112389,101804,2.5031236953387688,Carnide,24.76012821974519,cascais,5.557057905281552,889,12.825145592492772,Cascais
708758003,R1 - AM Lisboa,Lisboa,Cascais,978.157342,537321129,19.52747822715345,101804,2.6557873045909237,Carnide,24.92416573028752,cascais,5.618661606993141,889,12.932087057504857,Cascais
708758003,R1 - AM Lisboa,Lisboa,Oeiras,1978.570393,537321129,19.52747822715345,101804,2.6557873045909237,Carnide,24.92416573028752,cascais,5.618661606993141,889,12.932087057504857,Cascais
708758048,R1 - AM Lisboa,Lisboa,Oeiras,548.991368,537321129,18.622422378337227,101804,1.8028789268728656,Carnide,24.074869973393245,cascais,4.749485620920101,889,12.023787771220794,Cascais
708763042,R1 - AM Lisboa,Lisboa,Cascais,148.401957,537321129,17.407170940113772,101808,1.101976712202979,Carnide,23.429099614619112,cascais,3.024274785727444,889,10.611929978575581,Cascais
708763107,R1 - AM Lisboa,Lisboa,Cascais,978.157342,537321129,19.097033933656334,101806,2.730388614357284,Carnide,25.116882161346002,cascais,4.694550398771575,889,12.284430260070042,Cascais
708763108,R1 - AM Lisboa,Lisboa,Cascais,978.157342,537321129,19.039131642205813,101806,2.695758451854472,Carnide,25.067873736335287,cascais,4.635545116620144,889,12.22486492406233,Cascais
708763111,R1 - AM Lisboa,Lisboa,Cascais,978.157342,537321129,19.628308246807816,101804,2.80626444246894,Carnide,25.08181934743836,cascais,5.636182612879728,889,13.005216402384862,Cascais
708763112,R1 - AM Lisboa,Lisboa,Cascais,978.157342,537321129,19.63489175516167,101804,2.784492878710697,Carnide,25.057478088337607,cascais,5.6808505527157465,889,13.025320783558016,Cascais
708763112,R1 - AM Lisboa,Lisboa,Oeiras,1718.52185,537321129,19.63489175516167,101804,2.784492878710697,Carnide,25.057478088337607,cascais,5.6808505527157465,889,13.025320783558016,Cascais
708763114,R1 - AM Lisboa,Lisboa,Cascais,978.157342,537321129,20.127658438601166,101806,3.4294741007154537,Carnide,25.932803155307628,cascais,5.789560726610267,889,13.364253643802595,Cascais
708763115,R1 - AM Lisboa,Setúbal,Barreiro,408.105381,537321129,19.878761110054494,101806,3.2511119413185723,Carnide,25.75312239517678,cascais,5.511953057816008,889,13.097446133279405,Cascais
708763115,R1 - AM Lisboa,Lisboa,Cascais,978.157342,537321129,19.878761110054494,101806,3.2511119413185723,Carnide,25.75312239517678,cascais,5.511953057816008,889,13.097446133279405,Cascais
708763116,R1 - AM Lisboa,Lisboa,Cascais,978.157342,537321129,20.042219259580733,101806,3.3748390305683875,Carnide,25.88071645185568,cascais,5.688792814264804,889,13.269650978307581,Cascais
708763116,R1 - AM Lisboa,Setúbal,Barreiro,408.105381,537321129,20.042219259580733,101806,3.3748390305683875,Carnide,25.88071645185568,cascais,5.688792814264804,889,13.269650978307581,Cascais
708874835,R1 - AM Lisboa,Lisboa,Cascais,978.157342,537321129,17.871316689957574,101811,1.841951761768388,Carnide,24.10337452413661,cascais,3.4904986043803587,889,11.0233703741564,Cascais
708874868,R1 - AM Lisboa,Lisboa,Cascais,978.157342,537321129,17.78084082717582,101811,1.7588194241591215,Carnide,24.01794423293414,cascais,3.4017360230851987,889,10.932564939786081,Cascais
708874869,R1 - AM Lisboa,Setúbal,Barreiro,408.105381,537321129,17.69004509010514,101811,1.672643655730374,Carnide,23.92965899284561,cascais,3.3114874554377725,889,10.841872824187503,Cascais
708874869,R1 - AM Lisboa,Lisboa,Oeiras,154.10284,537321129,17.69004509010514,101811,1.672643655730374,Carnide,23.92965899284561,cascais,3.3114874554377725,889,10.841872824187503,Cascais
708874869,R1 - AM Lisboa,Lisboa,Cascais,978.157342,537321129,17.69004509010514,101811,1.672643655730374,Carnide,23.92965899284561,cascais,3.3114874554377725,889,10.841872824187503,Cascais
708875568,R1 - AM Lisboa,Lisboa,Lisboa,105.070118,537321129,17.266211107757506,101811,1.294718888799241,Carnide,23.52664285335569,cascais,2.8957239191050093,889,10.41703387861706,Cascais
708875568,R1 - AM Lisboa,Setúbal,Barreiro,408.105381,537321129,17.266211107757506,101811,1.294718888799241,Carnide,23.52664285335569,cascais,2.8957239191050093,889,10.41703387861706,Cascais
708875568,R1 - AM Lisboa,Lisboa,Oeiras,154.10284,537321129,17.266211107757506,101811,1.294718888799241,Carnide,23.52664285335569,cascais,2.8957239191050093,889,10.41703387861706,Cascais
708875568,R1 - AM Lisboa,Lisboa,Cascais,978.157342,537321129,17.266211107757506,101811,1.294718888799241,Carnide,23.52664285335569,cascais,2.8957239191050093,889,10.41703387861706,Cascais
709009739,R1 - AM Lisboa,Lisboa,Cascais,90.690085,537321129,14.83948319166269,101815,1.0254473673854545,Carnide,20.784482746764557,cascais,1.0332647641302637,889,8.122083162412885,Cascais
709009739,R1 - AM Lisboa,Lisboa,Mafra,128.419033,537321129,14.83948319166269,101815,1.0254473673854545,Carnide,20.784482746764557,cascais,1.0332647641302637,889,8.122083162412885,Cascais
709009794,R1 - AM Lisboa,Lisboa,Cascais,2762.160866,537321129,14.647215926248286,68,1.0043338116284266,Carnide,20.608865758258386,cascais,0.9387258608036462,889,7.928157775102335,Cascais
709009795,R1 - AM Lisboa,Lisboa,Cascais,652.96861,537321129,14.651425339469542,68,1.0171302257431076,Carnide,20.609204118374556,cascais,0.9515239138483692,889,7.933945946014917,Cascais
709009797,R1 - AM Lisboa,Lisboa,Cascais,652.96861,537321129,14.6681744269759,68,1.005376247596024,Carnide,20.63045297995733,cascais,0.9398443596645836,889,7.948221747321906,Cascais
709010032,R1 - AM Lisboa,Lisboa,Cascais,136.035127,910628861,11.18033536169652,44,1.243291289743635,Carnide,16.815805057878073,sao-joao-do-estoril,2.161050942592091,889,4.939427057855278,Cascais
709010032,R1 - AM Lisboa,Lisboa,Oeiras,261.606014,910628861,11.18033536169652,44,1.243291289743635,Carnide,16.815805057878073,sao-joao-do-estoril,2.161050942592091,889,4.939427057855278,Cascais
709013847,R1 - AM Lisboa,Lisboa,Oeiras,224.654095,537321129,10.317154579993288,50,2.063477014345125,Carnide,16.288132048934454,sao-joao-do-estoril,1.865942442380496,889,3.8936810893319915,Cascais
709013848,R1 - AM Lisboa,Lisboa,Oeiras,74.774181,537321129,10.356261474242665,50,2.021464622485481,Carnide,16.31192559886931,sao-joao-do-estoril,1.8657581098280969,889,3.9411800589074244,Cascais
709366971,R1 - AM Lisboa,Lisboa,Cascais,335.22942,537321129,10.982742262684466,43,1.5327965245999116,Carnide,17.527793844988636,sao-joao-do-estoril,0.6968207255504891,889,4.139652856899152,Cascais
709366972,R1 - AM Lisboa,Lisboa,Cascais,335.22942,537321129,10.940902077224424,43,1.5403063150933962,Carnide,17.471734445389732,sao-pedro-do-estoril-,0.7049834555680594,889,4.102886390724159,Cascais
709369768,R1 - AM Lisboa,Lisboa,Cascais,2080.100761,537321129,9.778953396485512,117,1.0883003751020135,Colégio Militar,16.651596334678487,parede,0.7107380795460335,889,2.918020624096523,Cascais
709369780,R1 - AM Lisboa,Lisboa,Cascais,108.828102,537321129,10.560346785077416,43,2.018389461492702,Carnide,17.207735694155172,sao-pedro-do-estoril-,0.2267810254830157,889,3.6996571050580647,Cascais
709369783,R1 - AM Lisboa,Lisboa,Cascais,108.828102,537321129,10.529233078348566,43,2.053715608525461,Carnide,17.1838857353878,sao-pedro-do-estoril-,0.19131223177641385,889,3.6675656981630445,Cascais
709375243,R1 - AM Lisboa,Lisboa,Cascais,335.22942,537321129,11.389783516169953,43,1.0347308115782676,Carnide,17.81786486160336,sao-joao-do-estoril,0.2000148573500344,889,4.575359596542878,Cascais
709408052,R1 - AM Lisboa,Lisboa,Cascais,1088.281016,819525518,12.824559353663176,81,2.0411373403993194,Carnide,16.6319805507334,sintra-,4.650635514409914,747,6.525683706875536,Cascais
709408052,R1 - AM Lisboa,Lisboa,Cascais,1088.281016,819525518,12.824559353663176,81,2.0411373403993194,Carnide,16.6319805507334,sintra-,4.650635514409914,747,6.525683706875536,Cascais
709408052,R1 - AM Lisboa,Lisboa,Mafra,88.905485,819525518,12.824559353663176,81,2.0411373403993194,Carnide,16.6319805507334,sintra-,4.650635514409914,747,6.525683706875536,Cascais
709408052,R1 - AM Lisboa,Lisboa,Mafra,88.905485,819525518,12.824559353663176,81,2.0411373403993194,Carnide,16.6319805507334,sintra-,4.650635514409914,747,6.525683706875536,Cascais
709408053,R1 - AM Lisboa,Lisboa,Mafra,177.810969,819525518,12.797463967630744,81,2.071026128840341,Carnide,16.592578737845294,sintra-,4.634583046924979,747,6.498579654856951,Cascais
709408053,R1 - AM Lisboa,Lisboa,Cascais,1088.281016,819525518,12.797463967630744,81,2.071026128840341,Carnide,16.592578737845294,sintra-,4.634583046924979,747,6.498579654856951,Cascais
709408067,R1 - AM Lisboa,Lisboa,Mafra,88.905485,819525518,12.82261519981807,81,2.023097675127818,Carnide,16.638576420393356,sintra-,4.667345154484156,747,6.523778767084469,Cascais
709408067,R1 - AM Lisboa,Lisboa,Mafra,88.905485,819525518,12.82261519981807,81,2.023097675127818,Carnide,16.638576420393356,sintra-,4.667345154484156,747,6.523778767084469,Cascais
709408086,R1 - AM Lisboa,Lisboa,Sintra,128.419033,819525518,13.540090015337546,81,1.1704753806052537,Carnide,17.823778007786533,estoril,5.142311503977343,747,7.295194958824476,Cascais
709425095,R1 - AM Lisboa,Lisboa,Oeiras,128.419033,537321129,14.091646276009836,73,1.495871027247174,Carnide,19.82879674771452,monte-estoril,1.5124625376003231,889,7.509282839489487,Cascais
709454230,R1 - AM Lisboa,Lisboa,Oeiras,96.024796,537321129,14.355621120636492,68,1.2690205401586647,Carnide,20.236197343794718,cascais,1.2056042204083617,889,7.6842978830889574,Cascais
709454230,R1 - AM Lisboa,Lisboa,Cascais,4917.907498,537321129,14.355621120636492,68,1.2690205401586647,Carnide,20.236197343794718,cascais,1.2056042204083617,889,7.6842978830889574,Cascais
709454239,R1 - AM Lisboa,Lisboa,Cascais,136.035127,537321129,14.500691213191994,53,1.262192329272809,Carnide,20.37374476971221,cascais,1.2148646451198568,889,7.827729535412653,Cascais
709454263,R1 - AM Lisboa,Lisboa,Sintra,260.048543,537321129,13.398048997194458,44,1.0293173502834398,Carnide,19.010131186092483,monte-estoril,1.768140060018903,889,6.93734690489788,Cascais
709454267,R1 - AM Lisboa,Lisboa,Sintra,105.070118,537321129,13.641463327134984,50,1.313858782327494,Carnide,19.409091081048786,monte-estoril,1.3192429510166317,889,7.064966051154225,Cascais
709454268,R1 - AM Lisboa,Lisboa,Lisboa,272.070254,537321129,13.553166255017178,50,1.2306996056733035,Carnide,19.329049138925086,monte-estoril,1.2902505404946665,889,6.97662846238961,Cascais
709454269,R1 - AM Lisboa,Lisboa,Lisboa,272.070254,537321129,13.575483706592989,50,1.2374450905097654,Carnide,19.328945619903948,monte-estoril,1.3559990894546678,889,7.011321336549059,Cascais
709454281,R1 - AM Lisboa,Lisboa,Cascais,3401.678383,537321129,14.360806789159133,68,1.153664892647326,Carnide,20.277238723980922,cascais,1.090167493506067,889,7.671776052526526,Cascais
709454281,R1 - AM Lisboa,Lisboa,Oeiras,233.203075,537321129,14.360806789159133,68,1.153664892647326,Carnide,20.277238723980922,cascais,1.090167493506067,889,7.671776052526526,Cascais
709454282,R1 - AM Lisboa,Lisboa,Cascais,5547.964929,537321129,14.359241522397074,68,1.036165892213833,Carnide,20.312215598371814,cascais,0.9726977555378566,889,7.653070428017491,Cascais
709454282,R1 - AM Lisboa,Lisboa,Sintra,522.431977,537321129,14.359241522397074,68,1.036165892213833,Carnide,20.312215598371814,cascais,0.9726977555378566,889,7.653070428017491,Cascais
709454282,R1 - AM Lisboa,Lisboa,Oeiras,329.227871,537321129,14.359241522397074,68,1.036165892213833,Carnide,20.312215598371814,cascais,0.9726977555378566,889,7.653070428017491,Cascais
709454383,R1 - AM Lisboa,Setúbal,Almada,26.528318,537321129,14.705734138450254,53,1.1606215192995777,Carnide,20.610418182872788,cascais,1.1257853377991875,889,8.010599418736287,Cascais
709457876,R1 - AM Lisboa,Lisboa,Odivelas,88.905485,537321129,11.285290212421794,50,1.1561508928345476,Carnide,17.243996321503182,sao-joao-do-estoril,1.304326417718123,889,4.752935854658243,Cascais
709461264,R1 - AM Lisboa,Lisboa,Oeiras,29.598113,537321129,9.779188463622301,119,2.118868642073846,Carnide,16.126088650946446,sao-pedro-do-estoril-,1.245816852772419,889,3.0997616048644043,Cascais
709461265,R1 - AM Lisboa,Lisboa,Cascais,136.035127,537321129,9.706957910217973,119,2.0757270757018453,Carnide,16.057231633346355,sao-pedro-do-estoril-,1.2827970962865238,889,3.0323237197775668,Cascais
709461265,R1 - AM Lisboa,Lisboa,Oeiras,29.598113,537321129,9.706957910217973,119,2.0757270757018453,Carnide,16.057231633346355,sao-pedro-do-estoril-,1.2827970962865238,889,3.0323237197775668,Cascais
709461266,R1 - AM Lisboa,Lisboa,Oeiras,29.598113,537321129,9.6375111639719,119,2.0318200788899707,Carnide,15.993017403926716,sao-pedro-do-estoril-,1.316715974760261,889,2.9661467298837043,Cascais
709461324,R1 - AM Lisboa,Lisboa,Oeiras,169.43409,537321129,9.563307503507488,9,1.6082301598804822,Carnide,15.570829643684492,sao-pedro-do-estoril-,2.155771195863808,889,3.2414367678924787,Cascais
709461324,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,82.555093,537321129,9.563307503507488,9,1.6082301598804822,Carnide,15.570829643684492,sao-pedro-do-estoril-,2.155771195863808,889,3.2414367678924787,Cascais
709461324,R1 - AM Lisboa,Lisboa,Cascais,410.00797,537321129,9.563307503507488,9,1.6082301598804822,Carnide,15.570829643684492,sao-pedro-do-estoril-,2.155771195863808,889,3.2414367678924787,Cascais
709461325,R1 - AM Lisboa,Lisboa,Oeiras,267.82431,537321129,9.510813352420314,9,1.5560609204195572,Carnide,15.520993336836238,sao-pedro-do-estoril-,2.1759536419220042,889,3.1977377689790347,Cascais
709490749,R1 - AM Lisboa,Lisboa,Cascais,437.255766,537321129,9.729239539348796,117,1.0630022032535196,Colégio Militar,16.595278443255474,parede,0.6785064421620042,889,2.8662988664672753,Cascais
709490749,R1 - AM Lisboa,Setúbal,Barreiro,272.070254,537321129,9.729239539348796,117,1.0630022032535196,Colégio Militar,16.595278443255474,parede,0.6785064421620042,889,2.8662988664672753,Cascais
709490756,R1 - AM Lisboa,Lisboa,Cascais,108.828102,537321129,10.114600620293018,118,1.6435203387871866,Carnide,16.82656944391433,sao-pedro-do-estoril-,0.25212561334227,889,3.247965849627585,Cascais
709490758,R1 - AM Lisboa,Lisboa,Cascais,108.828102,537321129,10.078076006318623,118,1.6007413782893871,Carnide,16.799404455528595,sao-pedro-do-estoril-,0.2899612385231187,889,3.2105118972728612,Cascais
719534748,R1 - AM Lisboa,Lisboa,Oeiras,82.555093,537321129,9.855640399954748,118,1.334918262080342,Colégio Militar,16.629582096540197,sao-pedro-do-estoril-,0.5403307067449667,889,2.9843294777700335,Cascais
719534750,R1 - AM Lisboa,Lisboa,Cascais,437.255766,537321129,9.858700474560594,117,1.242786395813292,Colégio Militar,16.684038924916436,sao-pedro-do-estoril-,0.6244936587393111,889,2.9893538317487094,Cascais
719534750,R1 - AM Lisboa,Lisboa,Oeiras,96.314275,537321129,9.858700474560594,117,1.242786395813292,Colégio Militar,16.684038924916436,sao-pedro-do-estoril-,0.6244936587393111,889,2.9893538317487094,Cascais
719534750,R1 - AM Lisboa,Setúbal,Barreiro,272.070254,537321129,9.858700474560594,117,1.242786395813292,Colégio Militar,16.684038924916436,sao-pedro-do-estoril-,0.6244936587393111,889,2.9893538317487094,Cascais
719534754,R1 - AM Lisboa,Lisboa,Cascais,544.847184,537321129,10.06046097222819,118,1.5071941346303783,Colégio Militar,16.828245661186116,sao-pedro-do-estoril-,0.3579978987869214,889,3.1890664069430805,Cascais
719534774,R1 - AM Lisboa,Setúbal,Barreiro,136.035127,537321129,10.245851886995773,117,1.6919525050721114,Colégio Militar,16.99187100018352,sao-pedro-do-estoril-,0.18163190949309746,889,3.375111256694981,Cascais
719534776,R1 - AM Lisboa,Setúbal,Barreiro,272.070254,537321129,10.2646087387673,117,1.7196497797555512,Carnide,17.003079290517718,sao-pedro-do-estoril-,0.15265559447376573,889,3.394308395089354,Cascais
719534778,R1 - AM Lisboa,Lisboa,Cascais,717.099455,537321129,10.258076359596776,118,1.7255400550920237,Carnide,16.99014622939423,sao-pedro-do-estoril-,0.14261819267770165,889,3.3882867500166447,Cascais
