linkid,api_county,api_city,api_district
851814577,Lisboa,Lisboa,Lisboa
851814578,Lisboa,Lisboa,Lisboa
895592668,Lisboa,Cascais,Cascais
895592669,Lisboa,Cascais,Cascais
895592670,Lisboa,Cascais,Cascais
895592672,Lisboa,Cascais,Cascais
549824747,Porto,Póvoa de Varzim,Póvoa de Varzim
906078498,Lisboa,Sintra,Sintra
906078500,Lisboa,Sintra,Sintra
906078501,Lisboa,Sintra,Sintra
906078502,Lisboa,Sintra,Sintra
906078506,Lisboa,Sintra,Sintra
1047374148,Porto,Porto,Porto
906078561,Lisboa,Sintra,Sintra
708421987,Setúbal,Setúbal,Setúbal
906078563,Lisboa,Sintra,Sintra
906078564,Lisboa,Sintra,Sintra
1217243521,Lisboa,Oeiras,Oeiras
1217243522,Lisboa,Oeiras,Oeiras
945172891,Aveiro,Vale de Cambra,Vale de Cambra
987867548,Lisboa,Loures,Loures
987867549,Lisboa,Loures,Loures
1213835703,Porto,Porto,Porto
1213835704,Porto,Porto,Porto
588622279,Aveiro,Santa Maria da Feira,Santa Maria da Feira
740927974,Lisboa,Oeiras,Oeiras
1199155707,Porto,Porto,Porto
1199155708,Porto,Porto,Porto
587573768,Porto,Valongo,Valongo
587573770,Porto,Valongo,Valongo
747219469,Lisboa,Lisboa,Lisboa
747219470,Lisboa,Lisboa,Lisboa
717597206,Lisboa,Lisboa,Lisboa
717597213,Lisboa,Lisboa,Lisboa
1218816554,Porto,Matosinhos,Matosinhos
1218816557,Porto,Matosinhos,Matosinhos
1218816559,Porto,Matosinhos,Matosinhos
1215932992,Lisboa,Oeiras,Oeiras
1162455628,Porto,Vila Nova de Gaia,Vila Nova de Gaia
851814992,Lisboa,Lisboa,Lisboa
806988401,Lisboa,Lisboa,Lisboa
806988402,Lisboa,Lisboa,Lisboa
916302457,Setúbal,Montijo,Montijo
916302458,Setúbal,Montijo,Montijo
916302459,Setúbal,Montijo,Montijo
916302460,Setúbal,Montijo,Montijo
916302461,Setúbal,Montijo,Montijo
916302462,Setúbal,Montijo,Montijo
916302463,Setúbal,Montijo,Montijo
916302464,Setúbal,Montijo,Montijo
917613212,Lisboa,Cascais,Cascais
917613213,Lisboa,Cascais,Cascais
819309228,Lisboa,Sintra,Sintra
819309229,Lisboa,Sintra,Sintra
819309230,Lisboa,Sintra,Sintra
819309235,Lisboa,Sintra,Sintra
895518641,Lisboa,Cascais,Cascais
819309237,Lisboa,Sintra,Sintra
819309242,Lisboa,Sintra,Sintra
819309243,Lisboa,Sintra,Sintra
819309244,Lisboa,Sintra,Sintra
1047374526,Porto,Maia,Maia
1047374527,Porto,Maia,Maia
819309252,Lisboa,Sintra,Sintra
819309254,Lisboa,Sintra,Sintra
819309255,Lisboa,Sintra,Sintra
819309263,Lisboa,Sintra,Sintra
901884624,Lisboa,Lisboa,Lisboa
819309265,Lisboa,Sintra,Sintra
901884625,Lisboa,Lisboa,Lisboa
858893012,Lisboa,Amadora,Amadora
858893013,Lisboa,Amadora,Amadora
851552992,Lisboa,Lisboa,Lisboa
851552993,Lisboa,Lisboa,Lisboa
587573989,Porto,Vila Nova de Gaia,Vila Nova de Gaia
587573990,Porto,Vila Nova de Gaia,Vila Nova de Gaia
851553002,Lisboa,Lisboa,Lisboa
1218816746,Lisboa,Oeiras,Oeiras
1218816747,Lisboa,Oeiras,Oeiras
587574001,Porto,Vila Nova de Gaia,Vila Nova de Gaia
587574006,Lisboa,Vila Franca de Xira,Vila Franca de Xira
1168485136,Porto,Porto,Porto
1168485137,Porto,Porto,Porto
1159047972,Porto,Gondomar,Gondomar
1159047973,Porto,Gondomar,Gondomar
877505321,Lisboa,Odivelas,Odivelas
851595706,Lisboa,Lisboa,Lisboa
851595707,Lisboa,Lisboa,Lisboa
588622650,Aveiro,Santa Maria da Feira,Santa Maria da Feira
588622651,Aveiro,Santa Maria da Feira,Santa Maria da Feira
918399804,Setúbal,Moita,Moita
905292604,Lisboa,Sintra,Sintra
877767486,Lisboa,Odivelas,Odivelas
905292605,Lisboa,Sintra,Sintra
905292607,Lisboa,Sintra,Sintra
905292608,Lisboa,Sintra,Sintra
905292609,Lisboa,Sintra,Sintra
905292610,Lisboa,Sintra,Sintra
905292611,Lisboa,Sintra,Sintra
905292612,Lisboa,Sintra,Sintra
905292613,Lisboa,Sintra,Sintra
809347931,Lisboa,Lisboa,Lisboa
809347933,Lisboa,Lisboa,Lisboa
588622695,Aveiro,Santa Maria da Feira,Santa Maria da Feira
588622697,Aveiro,Santa Maria da Feira,Santa Maria da Feira
878029682,Setúbal,Alcochete,Alcochete
925739894,Lisboa,Sintra,Sintra
813017996,Lisboa,Lisboa,Lisboa
587574163,Porto,Vila Nova de Gaia,Vila Nova de Gaia
727559108,Lisboa,Lisboa,Lisboa
727559109,Lisboa,Lisboa,Lisboa
727559111,Lisboa,Lisboa,Lisboa
1160621011,Porto,Gondomar,Gondomar
877505494,Lisboa,Oeiras,Oeiras
877505495,Lisboa,Oeiras,Oeiras
877505496,Lisboa,Oeiras,Oeiras
877505497,Lisboa,Oeiras,Oeiras
870427613,Lisboa,Cascais,Cascais
1217506274,Lisboa,Amadora,Amadora
851553259,Lisboa,Lisboa,Lisboa
851553261,Lisboa,Lisboa,Lisboa
851553262,Lisboa,Lisboa,Lisboa
796240880,Lisboa,Sintra,Sintra
796240881,Lisboa,Sintra,Sintra
588622843,Aveiro,Santa Maria da Feira,Santa Maria da Feira
588622846,Aveiro,Santa Maria da Feira,Santa Maria da Feira
901884937,Lisboa,Mafra,Mafra
901884938,Lisboa,Mafra,Mafra
901884940,Lisboa,Mafra,Mafra
901884941,Lisboa,Mafra,Mafra
901884942,Lisboa,Mafra,Mafra
864136215,Setúbal,Barreiro,Barreiro
864136216,Setúbal,Barreiro,Barreiro
997043223,Lisboa,Lisboa,Lisboa
997043224,Lisboa,Lisboa,Lisboa
864136219,Setúbal,Barreiro,Barreiro
864136220,Setúbal,Barreiro,Barreiro
864136222,Setúbal,Barreiro,Barreiro
864136223,Setúbal,Barreiro,Barreiro
864136224,Setúbal,Barreiro,Barreiro
864136225,Setúbal,Barreiro,Barreiro
1219865647,Lisboa,Mafra,Mafra
1219865648,Lisboa,Mafra,Mafra
806988849,Lisboa,Lisboa,Lisboa
829295607,Lisboa,Lisboa,Lisboa
864136244,Setúbal,Barreiro,Barreiro
1219865651,Lisboa,Mafra,Mafra
864136246,Setúbal,Barreiro,Barreiro
1219865652,Lisboa,Mafra,Mafra
864136248,Setúbal,Barreiro,Barreiro
1219865653,Lisboa,Mafra,Mafra
864136250,Setúbal,Barreiro,Barreiro
864136251,Setúbal,Barreiro,Barreiro
864136252,Setúbal,Barreiro,Barreiro
864136254,Setúbal,Barreiro,Barreiro
1217506394,Lisboa,Amadora,Amadora
1217506395,Lisboa,Amadora,Amadora
1246604405,Lisboa,Lisboa,Lisboa
1246604406,Lisboa,Lisboa,Lisboa
746433663,Lisboa,Lisboa,Lisboa
746433664,Lisboa,Lisboa,Lisboa
746433665,Lisboa,Lisboa,Lisboa
746433667,Lisboa,Lisboa,Lisboa
746433668,Lisboa,Lisboa,Lisboa
746433669,Lisboa,Lisboa,Lisboa
796241042,Porto,Matosinhos,Matosinhos
796241045,Porto,Matosinhos,Matosinhos
1084599478,Setúbal,Seixal,Seixal
1084599479,Setúbal,Seixal,Seixal
545369308,Porto,Póvoa de Varzim,Póvoa de Varzim
918400221,Setúbal,Moita,Moita
895593694,Porto,Maia,Maia
895593695,Porto,Maia,Maia
895593696,Porto,Maia,Maia
895593699,Porto,Maia,Maia
895593700,Porto,Maia,Maia
1187622137,Lisboa,Loures,Loures
1246604543,Lisboa,Lisboa,Lisboa
1217244432,Lisboa,Oeiras,Oeiras
553233685,Lisboa,Mafra,Mafra
1212788002,Lisboa,Lisboa,Lisboa
1212788003,Lisboa,Lisboa,Lisboa
1213050147,Lisboa,Lisboa,Lisboa
1213050148,Lisboa,Lisboa,Lisboa
905293097,Lisboa,Amadora,Amadora
905293098,Lisboa,Amadora,Amadora
905293099,Lisboa,Amadora,Amadora
905293100,Lisboa,Amadora,Amadora
905293101,Lisboa,Amadora,Amadora
905293102,Lisboa,Amadora,Amadora
905293103,Lisboa,Amadora,Amadora
905293104,Lisboa,Amadora,Amadora
905293106,Lisboa,Amadora,Amadora
905293110,Lisboa,Amadora,Amadora
905293111,Lisboa,Amadora,Amadora
1105308982,Lisboa,Lisboa,Lisboa
1105308983,Lisboa,Lisboa,Lisboa
905293114,Lisboa,Amadora,Amadora
905293115,Lisboa,Amadora,Amadora
905293116,Lisboa,Amadora,Amadora
905293117,Lisboa,Amadora,Amadora
810396999,Lisboa,Vila Franca de Xira,Vila Franca de Xira
810397000,Lisboa,Vila Franca de Xira,Vila Franca de Xira
810397002,Lisboa,Vila Franca de Xira,Vila Franca de Xira
1213050190,Lisboa,Lisboa,Lisboa
1213050191,Lisboa,Lisboa,Lisboa
773434732,Lisboa,Loures,Loures
1160621429,Porto,Gondomar,Gondomar
1160621430,Porto,Gondomar,Gondomar
1160621431,Porto,Gondomar,Gondomar
553233805,Lisboa,Mafra,Mafra
553233806,Lisboa,Mafra,Mafra
553233810,Lisboa,Mafra,Mafra
1160621495,Lisboa,Cascais,Cascais
1160621496,Lisboa,Cascais,Cascais
736472505,Porto,Matosinhos,Matosinhos
736472508,Porto,Matosinhos,Matosinhos
1213050304,Lisboa,Lisboa,Lisboa
1213050305,Lisboa,Lisboa,Lisboa
736472515,Porto,Maia,Maia
1213050332,Lisboa,Lisboa,Lisboa
1213050333,Lisboa,Lisboa,Lisboa
736472545,Porto,Matosinhos,Matosinhos
1120775650,Lisboa,Sintra,Sintra
1120775651,Lisboa,Sintra,Sintra
1120775654,Lisboa,Sintra,Sintra
1213050346,Lisboa,Lisboa,Lisboa
1213050347,Lisboa,Lisboa,Lisboa
588623344,Aveiro,Santa Maria da Feira,Santa Maria da Feira
736472568,Porto,Maia,Maia
736472572,Porto,Maia,Maia
736472575,Porto,Maia,Maia
736472576,Porto,Maia,Maia
736472578,Porto,Maia,Maia
905555476,Lisboa,Sintra,Sintra
901885461,Lisboa,Lisboa,Lisboa
901885462,Lisboa,Lisboa,Lisboa
901885463,Lisboa,Lisboa,Lisboa
905555478,Lisboa,Sintra,Sintra
905555480,Lisboa,Sintra,Sintra
1213050388,Lisboa,Lisboa,Lisboa
1213050389,Lisboa,Lisboa,Lisboa
1213050390,Lisboa,Lisboa,Lisboa
1213050391,Lisboa,Lisboa,Lisboa
545369630,Porto,Póvoa de Varzim,Póvoa de Varzim
736472599,Porto,Maia,Maia
736472600,Porto,Maia,Maia
916041255,Setúbal,Almada,Almada
916041257,Setúbal,Almada,Almada
916041259,Setúbal,Almada,Almada
916041262,Setúbal,Almada,Almada
916041263,Setúbal,Almada,Almada
916041264,Setúbal,Almada,Almada
916041268,Setúbal,Almada,Almada
736472631,Porto,Matosinhos,Matosinhos
736472636,Porto,Maia,Maia
1166913090,Porto,Matosinhos,Matosinhos
545369672,Porto,Póvoa de Varzim,Póvoa de Varzim
545369673,Porto,Vila do Conde,Vila do Conde
736472650,Porto,Maia,Maia
736472651,Porto,Maia,Maia
1226894893,Porto,Matosinhos,Matosinhos
736472660,Porto,Matosinhos,Matosinhos
781561465,Lisboa,Mafra,Mafra
781561466,Lisboa,Mafra,Mafra
821145235,Lisboa,Cascais,Cascais
821145237,Lisboa,Cascais,Cascais
821145238,Lisboa,Cascais,Cascais
821145239,Lisboa,Cascais,Cascais
1217244824,Lisboa,Cascais,Cascais
1217244825,Lisboa,Cascais,Cascais
1160621718,Porto,Gondomar,Gondomar
1160621719,Porto,Gondomar,Gondomar
1160621720,Porto,Gondomar,Gondomar
1160621721,Porto,Gondomar,Gondomar
1162456739,Porto,Vila Nova de Gaia,Vila Nova de Gaia
1213050533,Lisboa,Lisboa,Lisboa
1213050534,Lisboa,Lisboa,Lisboa
587574956,Lisboa,Vila Franca de Xira,Vila Franca de Xira
587574962,Lisboa,Vila Franca de Xira,Vila Franca de Xira
882224825,Aveiro,Oliveira de Azeméis,Oliveira de Azeméis
1213050553,Lisboa,Lisboa,Lisboa
1213050554,Lisboa,Lisboa,Lisboa
1213050565,Lisboa,Lisboa,Lisboa
882224842,Aveiro,Oliveira de Azeméis,Oliveira de Azeméis
1185001172,Lisboa,Odivelas,Odivelas
1185001173,Lisboa,Odivelas,Odivelas
841592562,Lisboa,Amadora,Amadora
841592563,Lisboa,Amadora,Amadora
841592564,Lisboa,Amadora,Amadora
841592566,Lisboa,Amadora,Amadora
1219342072,Porto,Matosinhos,Matosinhos
1219342073,Porto,Matosinhos,Matosinhos
989179645,Lisboa,Sintra,Sintra
989179646,Lisboa,Sintra,Sintra
916041476,Setúbal,Moita,Moita
916041480,Setúbal,Moita,Moita
916041481,Setúbal,Moita,Moita
917614346,Lisboa,Lisboa,Lisboa
916041485,Setúbal,Moita,Moita
553234211,Lisboa,Mafra,Mafra
1162456885,Lisboa,Sintra,Sintra
1162456887,Lisboa,Sintra,Sintra
1162456888,Lisboa,Sintra,Sintra
1220914999,Lisboa,Cascais,Cascais
1220915000,Lisboa,Cascais,Cascais
772910913,Lisboa,Loures,Loures
772910916,Lisboa,Loures,Loures
772910926,Lisboa,Loures,Loures
772910927,Lisboa,Loures,Loures
587575138,Lisboa,Vila Franca de Xira,Vila Franca de Xira
863612770,Lisboa,Lisboa,Lisboa
587575140,Lisboa,Vila Franca de Xira,Vila Franca de Xira
863612771,Lisboa,Lisboa,Lisboa
863612775,Lisboa,Lisboa,Lisboa
863612776,Lisboa,Lisboa,Lisboa
863612777,Lisboa,Lisboa,Lisboa
1219342185,Porto,Porto,Porto
1219342186,Porto,Porto,Porto
863612784,Lisboa,Lisboa,Lisboa
772910966,Lisboa,Loures,Loures
841592701,Setúbal,Montijo,Montijo
841592703,Setúbal,Moita,Moita
841592704,Setúbal,Moita,Moita
851554181,Lisboa,Lisboa,Lisboa
851554182,Lisboa,Lisboa,Lisboa
851554183,Lisboa,Lisboa,Lisboa
851554185,Lisboa,Lisboa,Lisboa
851554186,Lisboa,Lisboa,Lisboa
851554187,Lisboa,Lisboa,Lisboa
851554188,Lisboa,Lisboa,Lisboa
863612814,Lisboa,Lisboa,Lisboa
1217245074,Lisboa,Oeiras,Oeiras
1217245075,Lisboa,Oeiras,Oeiras
1223012250,Porto,Porto,Porto
1223012251,Porto,Porto,Porto
863612827,Lisboa,Lisboa,Lisboa
863612828,Lisboa,Lisboa,Lisboa
863612829,Lisboa,Lisboa,Lisboa
863612830,Lisboa,Lisboa,Lisboa
863612831,Lisboa,Lisboa,Lisboa
863612832,Lisboa,Lisboa,Lisboa
863612833,Lisboa,Lisboa,Lisboa
863612834,Lisboa,Lisboa,Lisboa
863612835,Lisboa,Lisboa,Lisboa
863612836,Lisboa,Lisboa,Lisboa
863612838,Lisboa,Lisboa,Lisboa
1162456996,Lisboa,Sintra,Sintra
863612840,Lisboa,Lisboa,Lisboa
863612849,Lisboa,Lisboa,Lisboa
863612850,Lisboa,Lisboa,Lisboa
863612852,Lisboa,Lisboa,Lisboa
863612853,Lisboa,Lisboa,Lisboa
915779516,Setúbal,Montijo,Montijo
863612861,Lisboa,Lisboa,Lisboa
915779517,Setúbal,Montijo,Montijo
915779518,Setúbal,Montijo,Montijo
553234369,Lisboa,Mafra,Mafra
906080200,Lisboa,Lisboa,Lisboa
906080201,Lisboa,Lisboa,Lisboa
1045278674,Setúbal,Seixal,Seixal
1217245148,Lisboa,Cascais,Cascais
588623842,Aveiro,Oliveira de Azeméis,Oliveira de Azeméis
926789602,Lisboa,Oeiras,Oeiras
926789603,Lisboa,Oeiras,Oeiras
588623847,Aveiro,Oliveira de Azeméis,Oliveira de Azeméis
588623850,Aveiro,Oliveira de Azeméis,Oliveira de Azeméis
851554284,Lisboa,Lisboa,Lisboa
588623858,Aveiro,Oliveira de Azeméis,Oliveira de Azeméis
851554290,Lisboa,Lisboa,Lisboa
851554293,Lisboa,Lisboa,Lisboa
1162457091,Porto,Gondomar,Gondomar
1162457092,Porto,Gondomar,Gondomar
1162457093,Porto,Gondomar,Gondomar
851554310,Lisboa,Lisboa,Lisboa
1162457094,Porto,Gondomar,Gondomar
1162457095,Porto,Gondomar,Gondomar
1162457096,Porto,Gondomar,Gondomar
915779600,Setúbal,Montijo,Montijo
1045278755,Setúbal,Seixal,Seixal
772386868,Lisboa,Lisboa,Lisboa
772386869,Lisboa,Lisboa,Lisboa
851554387,Lisboa,Lisboa,Lisboa
915779667,Setúbal,Montijo,Montijo
851554389,Lisboa,Lisboa,Lisboa
915779668,Setúbal,Montijo,Montijo
901886046,Lisboa,Sintra,Sintra
915517541,Setúbal,Setúbal,Setúbal
545370243,Porto,Póvoa de Varzim,Póvoa de Varzim
588624018,Aveiro,Oliveira de Azeméis,Oliveira de Azeméis
588624019,Aveiro,Oliveira de Azeméis,Oliveira de Azeméis
588624020,Aveiro,Oliveira de Azeméis,Oliveira de Azeméis
588624021,Aveiro,Oliveira de Azeméis,Oliveira de Azeméis
588624027,Aveiro,Oliveira de Azeméis,Oliveira de Azeméis
588624028,Aveiro,Oliveira de Azeméis,Oliveira de Azeméis
1045278903,Setúbal,Almada,Almada
1212788943,Lisboa,Lisboa,Lisboa
545370325,Porto,Póvoa de Varzim,Póvoa de Varzim
588624089,Aveiro,Oliveira de Azeméis,Oliveira de Azeméis
588624093,Aveiro,Oliveira de Azeméis,Oliveira de Azeméis
545370344,Porto,Póvoa de Varzim,Póvoa de Varzim
1213051115,Lisboa,Lisboa,Lisboa
1213051116,Lisboa,Lisboa,Lisboa
1213051119,Lisboa,Lisboa,Lisboa
1172418805,Porto,Porto,Porto
711307510,Lisboa,Lisboa,Lisboa
1172418807,Porto,Porto,Porto
1172418808,Porto,Porto,Porto
717598969,Lisboa,Oeiras,Oeiras
717598970,Lisboa,Oeiras,Oeiras
717598971,Lisboa,Oeiras,Oeiras
1126019331,Setúbal,Seixal,Seixal
1126019332,Setúbal,Seixal,Seixal
915779875,Setúbal,Montijo,Montijo
918139178,Setúbal,Almada,Almada
918139179,Setúbal,Almada,Almada
918139180,Setúbal,Almada,Almada
918139182,Setúbal,Seixal,Seixal
905556277,Lisboa,Sintra,Sintra
905556278,Lisboa,Sintra,Sintra
1162457399,Lisboa,Cascais,Cascais
895594808,Lisboa,Cascais,Cascais
1162457400,Lisboa,Cascais,Cascais
849981754,Lisboa,Mafra,Mafra
1199157565,Lisboa,Amadora,Amadora
1162457409,Lisboa,Cascais,Cascais
1162457410,Lisboa,Cascais,Cascais
1162457419,Lisboa,Cascais,Cascais
1162457420,Lisboa,Cascais,Cascais
851554654,Lisboa,Lisboa,Lisboa
851554655,Lisboa,Lisboa,Lisboa
851554657,Lisboa,Lisboa,Lisboa
851816802,Lisboa,Lisboa,Lisboa
851816803,Lisboa,Lisboa,Lisboa
773960038,Lisboa,Loures,Loures
773960044,Lisboa,Loures,Loures
773960047,Lisboa,Loures,Loures
773960048,Lisboa,Loures,Loures
1213051251,Lisboa,Lisboa,Lisboa
915517812,Setúbal,Setúbal,Setúbal
915517813,Setúbal,Setúbal,Setúbal
1213051252,Lisboa,Lisboa,Lisboa
1213051261,Lisboa,Lisboa,Lisboa
835600358,Porto,Porto,Porto
588624256,Aveiro,Vale de Cambra,Vale de Cambra
1159573889,Lisboa,Sintra,Sintra
1159573890,Lisboa,Sintra,Sintra
835600359,Porto,Porto,Porto
779465105,Lisboa,Lisboa,Lisboa
779465106,Lisboa,Lisboa,Lisboa
779465108,Lisboa,Lisboa,Lisboa
1213051284,Lisboa,Lisboa,Lisboa
1213051285,Lisboa,Lisboa,Lisboa
1172418980,Porto,Porto,Porto
1172418981,Porto,Porto,Porto
1213051308,Lisboa,Lisboa,Lisboa
1213051309,Lisboa,Lisboa,Lisboa
588624302,Aveiro,Vale de Cambra,Vale de Cambra
905818554,Lisboa,Sintra,Sintra
905818555,Lisboa,Sintra,Sintra
905818556,Lisboa,Sintra,Sintra
905818557,Lisboa,Sintra,Sintra
905818558,Lisboa,Sintra,Sintra
710259130,Lisboa,Lisboa,Lisboa
901886400,Lisboa,Loures,Loures
545370561,Lisboa,Lisboa,Lisboa
545370555,Lisboa,Lisboa,Lisboa
545370563,Lisboa,Lisboa,Lisboa
710259133,Lisboa,Lisboa,Lisboa
545370565,Lisboa,Lisboa,Lisboa
545370566,Lisboa,Lisboa,Lisboa
545370568,Lisboa,Lisboa,Lisboa
772387273,Lisboa,Mafra,Mafra
747221467,Lisboa,Lisboa,Lisboa
1223274983,Porto,Porto,Porto
1223274986,Porto,Porto,Porto
1223274987,Porto,Porto,Porto
1213051393,Lisboa,Lisboa,Lisboa
545370627,Lisboa,Lisboa,Lisboa
901886486,Lisboa,Mafra,Mafra
901886487,Lisboa,Mafra,Mafra
901886488,Lisboa,Mafra,Mafra
901886500,Lisboa,Loures,Loures
901886501,Lisboa,Loures,Loures
901886502,Lisboa,Loures,Loures
588624430,Aveiro,Oliveira de Azeméis,Oliveira de Azeméis
1212789332,Lisboa,Lisboa,Lisboa
1212789333,Lisboa,Lisboa,Lisboa
549827198,Aveiro,São João da Madeira,São João da Madeira
549827200,Aveiro,São João da Madeira,São João da Madeira
549827203,Aveiro,São João da Madeira,São João da Madeira
549827207,Aveiro,São João da Madeira,São João da Madeira
587575951,Lisboa,Vila Franca de Xira,Vila Franca de Xira
587575953,Lisboa,Vila Franca de Xira,Vila Franca de Xira
587575956,Lisboa,Vila Franca de Xira,Vila Franca de Xira
587575957,Lisboa,Vila Franca de Xira,Vila Franca de Xira
753513113,Lisboa,Lisboa,Lisboa
1199157938,Lisboa,Amadora,Amadora
588624595,Aveiro,Santa Maria da Feira,Santa Maria da Feira
772387596,Lisboa,Sintra,Sintra
915780371,Setúbal,Montijo,Montijo
1164527662,Lisboa,Mafra,Mafra
545370922,Porto,Póvoa de Varzim,Póvoa de Varzim
1164527663,Lisboa,Mafra,Mafra
867283782,Porto,Maia,Maia
553235271,Lisboa,Mafra,Mafra
553235272,Lisboa,Mafra,Mafra
1164527668,Lisboa,Mafra,Mafra
1164527669,Lisboa,Mafra,Mafra
1179235158,Porto,Maia,Maia
1220129628,Lisboa,Loures,Loures
1220129629,Lisboa,Loures,Loures
877769568,Lisboa,Vila Franca de Xira,Vila Franca de Xira
877769569,Lisboa,Vila Franca de Xira,Vila Franca de Xira
877769592,Lisboa,Vila Franca de Xira,Vila Franca de Xira
588624761,Setúbal,Palmela,Palmela
757445501,Lisboa,Oeiras,Oeiras
1126019965,Setúbal,Seixal,Seixal
757445503,Lisboa,Oeiras,Oeiras
877769600,Lisboa,Vila Franca de Xira,Vila Franca de Xira
757445508,Lisboa,Oeiras,Oeiras
877769606,Lisboa,Vila Franca de Xira,Vila Franca de Xira
877769607,Lisboa,Vila Franca de Xira,Vila Franca de Xira
915780489,Setúbal,Montijo,Montijo
915780490,Setúbal,Montijo,Montijo
877769611,Lisboa,Vila Franca de Xira,Vila Franca de Xira
877769612,Lisboa,Vila Franca de Xira,Vila Franca de Xira
1047376778,Porto,Porto,Porto
905819026,Lisboa,Sintra,Sintra
832943014,Lisboa,Lisboa,Lisboa
1089844135,Setúbal,Seixal,Seixal
1089844136,Setúbal,Seixal,Seixal
832943018,Lisboa,Lisboa,Lisboa
832943019,Lisboa,Lisboa,Lisboa
1214624685,Lisboa,Lisboa,Lisboa
918139830,Setúbal,Almada,Almada
918139832,Setúbal,Almada,Almada
832943044,Lisboa,Lisboa,Lisboa
832943051,Lisboa,Lisboa,Lisboa
1231167632,Lisboa,Lisboa,Lisboa
708424681,Lisboa,Oeiras,Oeiras
708424682,Lisboa,Oeiras,Oeiras
901100546,Lisboa,Lisboa,Lisboa
901100547,Lisboa,Lisboa,Lisboa
901100548,Lisboa,Lisboa,Lisboa
901100549,Lisboa,Lisboa,Lisboa
901100550,Lisboa,Lisboa,Lisboa
753513479,Lisboa,Lisboa,Lisboa
901100551,Lisboa,Lisboa,Lisboa
901100552,Lisboa,Lisboa,Lisboa
901100553,Lisboa,Lisboa,Lisboa
901100555,Lisboa,Lisboa,Lisboa
915780613,Setúbal,Seixal,Seixal
588624909,Setúbal,Almada,Almada
915780614,Setúbal,Seixal,Seixal
915780615,Setúbal,Seixal,Seixal
915780616,Setúbal,Seixal,Seixal
915780617,Setúbal,Seixal,Seixal
915780618,Setúbal,Seixal,Seixal
915780619,Setúbal,Seixal,Seixal
915780620,Setúbal,Seixal,Seixal
915780621,Setúbal,Seixal,Seixal
915780624,Setúbal,Seixal,Seixal
915780625,Setúbal,Seixal,Seixal
915780626,Setúbal,Seixal,Seixal
915780627,Setúbal,Seixal,Seixal
915780628,Setúbal,Seixal,Seixal
915780629,Setúbal,Seixal,Seixal
915780630,Setúbal,Seixal,Seixal
915780631,Setúbal,Seixal,Seixal
915780632,Setúbal,Seixal,Seixal
915780640,Setúbal,Seixal,Seixal
915780641,Setúbal,Seixal,Seixal
915780643,Setúbal,Seixal,Seixal
915780644,Setúbal,Seixal,Seixal
915780645,Setúbal,Seixal,Seixal
915780646,Setúbal,Seixal,Seixal
915780647,Setúbal,Seixal,Seixal
915780648,Setúbal,Seixal,Seixal
915780649,Setúbal,Seixal,Seixal
895595562,Lisboa,Cascais,Cascais
895595563,Lisboa,Cascais,Cascais
895595564,Lisboa,Cascais,Cascais
895595565,Lisboa,Cascais,Cascais
895595566,Lisboa,Cascais,Cascais
915780650,Setúbal,Seixal,Seixal
915780651,Setúbal,Seixal,Seixal
915780652,Setúbal,Seixal,Seixal
915780653,Setúbal,Seixal,Seixal
915780654,Setúbal,Seixal,Seixal
915780655,Setúbal,Seixal,Seixal
915780656,Setúbal,Seixal,Seixal
915780658,Setúbal,Seixal,Seixal
851491959,Lisboa,Lisboa,Lisboa
937800782,Lisboa,Lisboa,Lisboa
937800783,Lisboa,Lisboa,Lisboa
1212789868,Porto,Maia,Maia
985773170,Setúbal,Almada,Almada
985773171,Setúbal,Almada,Almada
1211217026,Lisboa,Amadora,Amadora
553235592,Lisboa,Mafra,Mafra
1172419736,Porto,Porto,Porto
895595673,Lisboa,Cascais,Cascais
895595674,Lisboa,Cascais,Cascais
1172419737,Porto,Porto,Porto
549827738,Porto,Maia,Maia
895595677,Lisboa,Cascais,Cascais
895595678,Lisboa,Cascais,Cascais
792573090,Lisboa,Sintra,Sintra
792573091,Lisboa,Sintra,Sintra
792573093,Lisboa,Sintra,Sintra
792573096,Lisboa,Sintra,Sintra
918402257,Setúbal,Moita,Moita
918402258,Setúbal,Moita,Moita
918402259,Setúbal,Moita,Moita
812233940,Lisboa,Sintra,Sintra
918402260,Setúbal,Moita,Moita
812233942,Lisboa,Sintra,Sintra
918402261,Setúbal,Moita,Moita
545371352,Lisboa,Lisboa,Lisboa
545371353,Lisboa,Lisboa,Lisboa
918402262,Setúbal,Moita,Moita
761902299,Lisboa,Odivelas,Odivelas
761902300,Lisboa,Odivelas,Odivelas
761902304,Lisboa,Odivelas,Odivelas
761902307,Lisboa,Odivelas,Odivelas
761902311,Lisboa,Odivelas,Odivelas
761902312,Lisboa,Odivelas,Odivelas
1179235562,Setúbal,Barreiro,Barreiro
915518699,Setúbal,Setúbal,Setúbal
1179235563,Setúbal,Barreiro,Barreiro
895595764,Lisboa,Cascais,Cascais
778679571,Lisboa,Oeiras,Oeiras
778679574,Lisboa,Oeiras,Oeiras
778679575,Lisboa,Oeiras,Oeiras
778679576,Lisboa,Oeiras,Oeiras
1123661085,Lisboa,Lisboa,Lisboa
1123661086,Lisboa,Lisboa,Lisboa
1214625079,Lisboa,Lisboa,Lisboa
1214625080,Lisboa,Lisboa,Lisboa
1191294277,Lisboa,Lisboa,Lisboa
588625229,Setúbal,Palmela,Palmela
588625230,Setúbal,Palmela,Palmela
