date (UTC),time (UTC),mean,number of points,filtered mean,filtered number of points
14-02-2021,07:00:00,60.3,3600,,0
14-02-2021,08:00:00,61.8,3600,,0
14-02-2021,09:00:00,62.3,3600,,0
14-02-2021,10:00:00,62.8,3600,,0
14-02-2021,11:00:00,62.7,3600,,0
14-02-2021,12:00:00,62.2,3600,,0
14-02-2021,13:00:00,61.8,3600,,0
14-02-2021,14:00:00,64.4,3600,,0
14-02-2021,15:00:00,70.6,3600,,0
14-02-2021,16:00:00,73.6,3600,,0
14-02-2021,17:00:00,71.7,3600,,0
14-02-2021,18:00:00,61.8,3600,,0
14-02-2021,19:00:00,61.2,3600,,0
14-02-2021,20:00:00,60.9,3600,,0
14-02-2021,21:00:00,59.4,3600,,0
14-02-2021,22:00:00,59.0,3600,,0
14-02-2021,23:00:00,58.5,3600,,0
15-02-2021,00:00:00,57.6,3600,,0
15-02-2021,01:00:00,57.8,3600,,0
15-02-2021,02:00:00,57.8,3600,,0
15-02-2021,03:00:00,57.9,3600,,0
15-02-2021,04:00:00,59.3,3600,,0
15-02-2021,05:00:00,60.4,3600,,0
15-02-2021,06:00:00,62.9,3600,,0
15-02-2021,07:00:00,63.5,3600,,0
15-02-2021,08:00:00,62.8,3600,,0
15-02-2021,09:00:00,62.7,3600,,0
15-02-2021,10:00:00,62.9,3600,,0
15-02-2021,11:00:00,63.8,3600,,0
15-02-2021,12:00:00,65.1,3600,,0
15-02-2021,13:00:00,63.5,3600,,0
15-02-2021,14:00:00,65.2,3600,,0
15-02-2021,15:00:00,68.3,3600,,0
15-02-2021,16:00:00,74.0,3600,,0
15-02-2021,17:00:00,76.0,3600,,0
15-02-2021,18:00:00,65.7,3600,,0
15-02-2021,19:00:00,61.7,3600,,0
15-02-2021,20:00:00,60.9,3600,,0
15-02-2021,21:00:00,60.3,3600,,0
15-02-2021,22:00:00,59.1,3600,,0
15-02-2021,23:00:00,60.1,3600,,0
16-02-2021,00:00:00,58.0,3600,,0
16-02-2021,01:00:00,57.9,3600,,0
16-02-2021,02:00:00,57.9,3600,,0
16-02-2021,03:00:00,58.4,3600,,0
16-02-2021,04:00:00,60.2,3600,,0
16-02-2021,05:00:00,60.8,3600,,0
16-02-2021,06:00:00,63.4,3600,,0
16-02-2021,07:00:00,64.1,3600,,0
16-02-2021,08:00:00,63.4,3600,,0
16-02-2021,09:00:00,64.3,3600,,0
16-02-2021,10:00:00,64.0,3600,,0
16-02-2021,11:00:00,63.0,3600,,0
16-02-2021,12:00:00,62.7,3600,,0
16-02-2021,13:00:00,63.6,3600,,0
16-02-2021,14:00:00,64.5,3600,,0
16-02-2021,15:00:00,70.0,3600,,0
16-02-2021,16:00:00,72.6,3600,,0
16-02-2021,17:00:00,70.4,3600,,0
16-02-2021,18:00:00,63.6,3600,,0
16-02-2021,19:00:00,62.6,3600,,0
16-02-2021,20:00:00,60.9,3600,,0
16-02-2021,21:00:00,59.9,3600,,0
16-02-2021,22:00:00,59.1,3600,,0
16-02-2021,23:00:00,58.4,3600,,0
17-02-2021,00:00:00,58.1,3600,,0
17-02-2021,01:00:00,58.2,3600,,0
17-02-2021,02:00:00,58.2,3600,,0
17-02-2021,03:00:00,58.8,3600,,0
17-02-2021,04:00:00,59.7,3600,,0
17-02-2021,05:00:00,61.2,3600,,0
17-02-2021,06:00:00,63.0,3600,,0
17-02-2021,07:00:00,67.7,3600,,0
17-02-2021,08:00:00,66.5,3600,,0
17-02-2021,09:00:00,66.3,3600,,0
17-02-2021,10:00:00,65.1,3600,,0
17-02-2021,11:00:00,63.9,3600,,0
17-02-2021,12:00:00,63.5,3600,,0
17-02-2021,13:00:00,63.4,3600,,0
17-02-2021,14:00:00,65.1,3600,,0
17-02-2021,15:00:00,69.1,3600,,0
17-02-2021,16:00:00,74.5,3600,,0
17-02-2021,17:00:00,74.2,3600,,0
17-02-2021,18:00:00,67.4,3600,,0
17-02-2021,19:00:00,62.3,3600,,0
17-02-2021,20:00:00,61.1,3600,,0
17-02-2021,21:00:00,60.1,3600,,0
17-02-2021,22:00:00,59.6,3600,,0
17-02-2021,23:00:00,58.8,3600,,0
18-02-2021,00:00:00,58.3,3600,,0
18-02-2021,01:00:00,58.4,3600,,0
18-02-2021,02:00:00,58.4,3600,,0
18-02-2021,03:00:00,58.8,3600,,0
18-02-2021,04:00:00,59.9,3600,,0
18-02-2021,05:00:00,62.0,3600,,0
18-02-2021,06:00:00,63.3,3600,,0
18-02-2021,07:00:00,64.6,3600,,0
18-02-2021,08:00:00,64.3,3600,,0
18-02-2021,09:00:00,64.7,3600,,0
18-02-2021,10:00:00,64.4,3600,,0
18-02-2021,11:00:00,63.3,3600,,0
18-02-2021,12:00:00,63.9,3600,,0
18-02-2021,13:00:00,64.2,3600,,0
18-02-2021,14:00:00,68.4,3600,,0
18-02-2021,15:00:00,69.9,3600,,0
18-02-2021,16:00:00,72.4,3600,,0
18-02-2021,17:00:00,71.4,3600,,0
18-02-2021,18:00:00,65.2,3600,,0
18-02-2021,19:00:00,61.9,3600,,0
18-02-2021,20:00:00,61.2,3600,,0
18-02-2021,21:00:00,61.0,3600,,0
18-02-2021,22:00:00,59.3,3600,,0
18-02-2021,23:00:00,58.9,3600,,0
19-02-2021,00:00:00,58.5,3600,,0
19-02-2021,01:00:00,58.1,3600,,0
19-02-2021,02:00:00,58.4,3600,,0
19-02-2021,03:00:00,58.9,3600,,0
19-02-2021,04:00:00,60.0,3600,,0
19-02-2021,05:00:00,61.3,3600,,0
19-02-2021,06:00:00,63.9,3600,,0
19-02-2021,07:00:00,67.4,3600,,0
19-02-2021,08:00:00,68.6,3600,,0
19-02-2021,09:00:00,68.5,3600,,0
19-02-2021,10:00:00,67.0,3600,,0
19-02-2021,11:00:00,63.4,3600,,0
19-02-2021,12:00:00,67.5,3600,,0
19-02-2021,13:00:00,68.1,3600,,0
19-02-2021,14:00:00,67.3,3600,,0
19-02-2021,15:00:00,72.6,3600,,0
19-02-2021,16:00:00,75.9,3600,,0
19-02-2021,17:00:00,75.2,3600,,0
19-02-2021,18:00:00,66.2,3600,,0
19-02-2021,19:00:00,62.7,3600,,0
19-02-2021,20:00:00,60.8,3600,,0
19-02-2021,21:00:00,60.3,3600,,0
19-02-2021,22:00:00,59.1,3600,,0
19-02-2021,23:00:00,58.4,3600,,0
20-02-2021,00:00:00,58.3,3600,,0
20-02-2021,01:00:00,57.7,3600,,0
20-02-2021,02:00:00,58.5,3600,,0
20-02-2021,03:00:00,58.6,3600,,0
20-02-2021,04:00:00,59.8,3600,,0
20-02-2021,05:00:00,60.3,3600,,0
20-02-2021,06:00:00,61.8,3600,,0
20-02-2021,07:00:00,62.7,3600,,0
20-02-2021,08:00:00,65.7,3600,,0
20-02-2021,09:00:00,62.8,3600,,0
20-02-2021,10:00:00,64.1,3600,,0
20-02-2021,11:00:00,63.4,3600,,0
20-02-2021,12:00:00,64.1,3600,,0
20-02-2021,13:00:00,63.9,3600,,0
20-02-2021,14:00:00,66.0,3600,,0
20-02-2021,15:00:00,72.1,3600,,0
20-02-2021,16:00:00,76.5,3600,,0
20-02-2021,17:00:00,76.2,3600,,0
20-02-2021,18:00:00,69.8,3600,,0
20-02-2021,19:00:00,62.5,3600,,0
20-02-2021,20:00:00,61.1,3600,,0
20-02-2021,21:00:00,61.5,3600,,0
20-02-2021,22:00:00,59.2,3600,,0
20-02-2021,23:00:00,59.1,3600,,0
21-02-2021,00:00:00,57.9,3600,,0
21-02-2021,01:00:00,58.2,3600,,0
21-02-2021,02:00:00,57.8,3600,,0
21-02-2021,03:00:00,58.2,3600,,0
21-02-2021,04:00:00,58.4,3600,,0
21-02-2021,05:00:00,59.2,3600,,0
21-02-2021,06:00:00,59.6,3600,,0
21-02-2021,07:00:00,60.9,3600,,0
21-02-2021,08:00:00,61.6,3600,,0
21-02-2021,09:00:00,62.2,3600,,0
21-02-2021,10:00:00,62.7,3600,,0
21-02-2021,11:00:00,63.0,3600,,0
21-02-2021,12:00:00,62.0,3600,,0
21-02-2021,13:00:00,61.8,3600,,0
21-02-2021,14:00:00,65.7,3600,,0
21-02-2021,15:00:00,70.3,3600,,0
21-02-2021,16:00:00,74.0,3600,,0
21-02-2021,17:00:00,72.9,3600,,0
21-02-2021,18:00:00,66.4,3600,,0
21-02-2021,19:00:00,66.2,3600,,0
21-02-2021,20:00:00,60.3,3600,,0
21-02-2021,21:00:00,59.2,3600,,0
21-02-2021,22:00:00,59.0,3600,,0
21-02-2021,23:00:00,58.1,3600,,0
22-02-2021,00:00:00,60.3,3600,,0
22-02-2021,01:00:00,58.8,3600,,0
22-02-2021,02:00:00,58.1,3600,,0
22-02-2021,03:00:00,57.6,3600,,0
22-02-2021,04:00:00,59.1,3600,,0
22-02-2021,05:00:00,60.6,3600,,0
22-02-2021,06:00:00,63.4,3600,,0
22-02-2021,07:00:00,64.4,3600,,0
22-02-2021,08:00:00,63.3,3600,,0
22-02-2021,09:00:00,62.9,3600,,0
22-02-2021,10:00:00,67.4,3600,,0
22-02-2021,11:00:00,63.2,3600,,0
22-02-2021,12:00:00,69.3,3600,,0
22-02-2021,13:00:00,68.4,3600,,0
22-02-2021,14:00:00,68.1,3600,,0
22-02-2021,15:00:00,69.8,3600,,0
22-02-2021,16:00:00,71.8,3600,,0
22-02-2021,17:00:00,70.8,3600,,0
22-02-2021,18:00:00,68.7,3600,,0
22-02-2021,19:00:00,63.1,3600,,0
22-02-2021,20:00:00,61.3,3600,,0
22-02-2021,21:00:00,60.2,3600,,0
22-02-2021,22:00:00,59.1,3600,,0
22-02-2021,23:00:00,58.8,3600,,0
23-02-2021,00:00:00,58.4,3600,,0
23-02-2021,01:00:00,57.7,3600,,0
23-02-2021,02:00:00,58.0,3600,,0
23-02-2021,03:00:00,58.8,3600,,0
23-02-2021,04:00:00,59.7,3600,,0
23-02-2021,05:00:00,61.0,3600,,0
23-02-2021,06:00:00,63.7,3600,,0
23-02-2021,07:00:00,64.7,3600,,0
23-02-2021,08:00:00,64.3,3600,,0
23-02-2021,09:00:00,64.3,3600,,0
23-02-2021,10:00:00,66.3,3600,,0
23-02-2021,11:00:00,63.1,3600,,0
23-02-2021,12:00:00,63.5,3600,,0
23-02-2021,13:00:00,63.4,3600,,0
23-02-2021,14:00:00,64.9,3600,,0
23-02-2021,15:00:00,69.6,3600,,0
23-02-2021,16:00:00,73.6,3600,,0
23-02-2021,17:00:00,71.8,3600,,0
23-02-2021,18:00:00,67.7,3600,,0
23-02-2021,19:00:00,64.0,3600,,0
23-02-2021,20:00:00,62.4,3600,,0
23-02-2021,21:00:00,60.4,3600,,0
23-02-2021,22:00:00,59.7,3600,,0
23-02-2021,23:00:00,59.2,3600,,0
24-02-2021,00:00:00,59.0,3600,,0
24-02-2021,01:00:00,58.4,3600,,0
24-02-2021,02:00:00,58.7,3600,,0
24-02-2021,03:00:00,59.1,3600,,0
24-02-2021,04:00:00,60.0,3600,,0
24-02-2021,05:00:00,61.9,3600,,0
24-02-2021,06:00:00,63.5,3600,,0
24-02-2021,07:00:00,66.2,3600,,0
24-02-2021,08:00:00,66.7,3600,,0
24-02-2021,09:00:00,67.1,3600,,0
24-02-2021,10:00:00,66.4,3600,,0
24-02-2021,11:00:00,63.2,3600,,0
24-02-2021,12:00:00,67.4,3600,,0
24-02-2021,13:00:00,66.7,3600,,0
24-02-2021,14:00:00,68.4,3600,,0
24-02-2021,15:00:00,72.7,3600,,0
24-02-2021,16:00:00,75.0,3600,,0
24-02-2021,17:00:00,74.0,3600,,0
24-02-2021,18:00:00,69.0,3600,,0
24-02-2021,19:00:00,67.1,3600,,0
24-02-2021,20:00:00,64.5,3600,,0
24-02-2021,21:00:00,61.1,3600,,0
24-02-2021,22:00:00,60.0,3600,,0
24-02-2021,23:00:00,59.3,3600,,0
25-02-2021,00:00:00,58.7,3600,,0
25-02-2021,01:00:00,58.6,3600,,0
25-02-2021,02:00:00,58.7,3600,,0
25-02-2021,03:00:00,59.1,3600,,0
25-02-2021,04:00:00,59.9,3600,,0
25-02-2021,05:00:00,61.5,3600,,0
25-02-2021,06:00:00,63.6,3600,,0
25-02-2021,07:00:00,64.2,3600,,0
25-02-2021,08:00:00,66.8,3600,,0
25-02-2021,09:00:00,66.8,3600,,0
25-02-2021,10:00:00,66.0,3600,,0
25-02-2021,11:00:00,63.5,3600,,0
25-02-2021,12:00:00,68.3,3600,,0
25-02-2021,13:00:00,67.4,3600,,0
25-02-2021,14:00:00,67.9,3600,,0
25-02-2021,15:00:00,70.7,3600,,0
25-02-2021,16:00:00,74.2,3600,,0
25-02-2021,17:00:00,72.5,3600,,0
25-02-2021,18:00:00,70.8,3600,,0
25-02-2021,19:00:00,67.0,3600,,0
25-02-2021,20:00:00,61.5,3600,,0
25-02-2021,21:00:00,61.0,3600,,0
25-02-2021,22:00:00,59.8,3600,,0
25-02-2021,23:00:00,59.5,3600,,0
26-02-2021,00:00:00,58.9,3600,,0
26-02-2021,01:00:00,59.1,3600,,0
26-02-2021,02:00:00,58.7,3600,,0
26-02-2021,03:00:00,59.6,3600,,0
26-02-2021,04:00:00,60.6,3600,,0
26-02-2021,05:00:00,61.4,3600,,0
26-02-2021,06:00:00,63.6,3600,,0
26-02-2021,07:00:00,66.3,3600,,0
26-02-2021,08:00:00,66.4,3600,,0
26-02-2021,09:00:00,66.9,3600,,0
26-02-2021,10:00:00,65.8,3600,,0
26-02-2021,11:00:00,62.7,3600,,0
26-02-2021,12:00:00,63.8,3600,,0
26-02-2021,13:00:00,63.8,3600,,0
26-02-2021,14:00:00,66.7,3600,,0
26-02-2021,15:00:00,71.9,3600,,0
26-02-2021,16:00:00,75.8,3600,,0
26-02-2021,17:00:00,74.5,3600,,0
26-02-2021,18:00:00,71.1,3600,,0
26-02-2021,19:00:00,70.9,3600,,0
26-02-2021,20:00:00,66.9,3600,,0
26-02-2021,21:00:00,60.3,3600,,0
26-02-2021,22:00:00,59.6,3600,,0
26-02-2021,23:00:00,59.2,3600,,0
27-02-2021,00:00:00,58.9,3600,,0
27-02-2021,01:00:00,58.9,3600,,0
27-02-2021,02:00:00,58.6,3600,,0
27-02-2021,03:00:00,59.2,3600,,0
27-02-2021,04:00:00,60.6,3600,,0
27-02-2021,05:00:00,61.2,3600,,0
27-02-2021,06:00:00,62.2,3600,,0
27-02-2021,07:00:00,62.5,3600,,0
27-02-2021,08:00:00,65.0,3600,,0
27-02-2021,09:00:00,63.0,3600,,0
27-02-2021,10:00:00,64.7,3600,,0
27-02-2021,11:00:00,65.8,3600,,0
27-02-2021,12:00:00,63.7,3600,,0
27-02-2021,13:00:00,66.1,3600,,0
27-02-2021,14:00:00,68.9,3600,,0
27-02-2021,15:00:00,75.0,3600,,0
27-02-2021,16:00:00,77.7,3600,,0
27-02-2021,17:00:00,78.4,3600,,0
27-02-2021,18:00:00,66.9,3600,,0
27-02-2021,19:00:00,61.1,3600,,0
27-02-2021,20:00:00,61.1,3600,,0
27-02-2021,21:00:00,60.8,3600,,0
27-02-2021,22:00:00,60.7,3600,,0
27-02-2021,23:00:00,58.6,3600,,0
28-02-2021,00:00:00,57.9,3600,,0
28-02-2021,01:00:00,57.8,3600,,0
28-02-2021,02:00:00,57.7,3600,,0
28-02-2021,03:00:00,57.9,3600,,0
28-02-2021,04:00:00,62.0,3600,,0
28-02-2021,05:00:00,59.0,3600,,0
28-02-2021,06:00:00,59.5,3600,,0
28-02-2021,07:00:00,60.5,3600,,0
28-02-2021,08:00:00,63.0,3600,,0
28-02-2021,09:00:00,62.2,3600,,0
28-02-2021,10:00:00,62.7,3600,,0
28-02-2021,11:00:00,61.9,3600,,0
28-02-2021,12:00:00,61.7,3600,,0
28-02-2021,13:00:00,61.4,3600,,0
28-02-2021,14:00:00,67.0,3600,,0
28-02-2021,15:00:00,74.1,3600,,0
28-02-2021,16:00:00,76.9,3600,,0
28-02-2021,17:00:00,75.9,3600,,0
28-02-2021,18:00:00,68.5,3600,,0
28-02-2021,19:00:00,66.2,3600,,0
28-02-2021,20:00:00,60.3,3600,,0
28-02-2021,21:00:00,59.7,3600,,0
28-02-2021,22:00:00,59.1,3600,,0
28-02-2021,23:00:00,58.8,3600,,0
01-03-2021,00:00:00,60.9,3600,,0
01-03-2021,01:00:00,57.8,3600,,0
01-03-2021,02:00:00,57.9,3600,,0
01-03-2021,03:00:00,58.3,3600,,0
01-03-2021,04:00:00,59.7,3600,,0
01-03-2021,05:00:00,61.2,3600,,0
01-03-2021,06:00:00,63.4,3600,,0
01-03-2021,07:00:00,65.9,3600,,0
01-03-2021,08:00:00,66.6,3600,,0
01-03-2021,09:00:00,67.2,3600,,0
01-03-2021,10:00:00,69.9,3600,,0
01-03-2021,11:00:00,62.4,3600,,0
01-03-2021,12:00:00,67.5,3600,,0
01-03-2021,13:00:00,68.0,3600,,0
01-03-2021,14:00:00,67.3,3600,,0
01-03-2021,15:00:00,67.0,3600,,0
01-03-2021,16:00:00,66.2,3600,,0
01-03-2021,17:00:00,63.2,3600,,0
01-03-2021,18:00:00,61.9,3600,,0
01-03-2021,19:00:00,60.7,3600,,0
01-03-2021,20:00:00,59.8,3600,,0
01-03-2021,21:00:00,59.5,3600,,0
01-03-2021,22:00:00,58.9,3600,,0
01-03-2021,23:00:00,58.4,3600,,0
02-03-2021,00:00:00,58.0,3600,,0
02-03-2021,01:00:00,57.9,3600,,0
02-03-2021,02:00:00,58.2,3600,,0
02-03-2021,03:00:00,58.6,3600,,0
02-03-2021,04:00:00,59.7,3600,,0
02-03-2021,05:00:00,61.2,3600,,0
02-03-2021,06:00:00,63.4,3600,,0
02-03-2021,07:00:00,65.9,3600,,0
02-03-2021,08:00:00,66.1,3600,,0
02-03-2021,09:00:00,66.5,3600,,0
02-03-2021,10:00:00,66.1,3600,,0
02-03-2021,11:00:00,62.5,3600,,0
02-03-2021,12:00:00,66.2,3600,,0
02-03-2021,13:00:00,66.0,3600,,0
02-03-2021,14:00:00,66.5,3600,,0
02-03-2021,15:00:00,66.3,3600,,0
02-03-2021,16:00:00,65.1,3600,,0
02-03-2021,17:00:00,64.6,3600,,0
02-03-2021,18:00:00,63.3,3600,,0
02-03-2021,19:00:00,61.7,3600,,0
02-03-2021,20:00:00,60.9,3600,,0
02-03-2021,21:00:00,60.0,3600,,0
02-03-2021,22:00:00,59.2,3600,,0
02-03-2021,23:00:00,58.5,3600,,0
03-03-2021,00:00:00,58.0,3600,,0
03-03-2021,01:00:00,58.2,3600,,0
03-03-2021,02:00:00,57.9,3600,,0
03-03-2021,03:00:00,58.7,3600,,0
03-03-2021,04:00:00,59.5,3600,,0
03-03-2021,05:00:00,61.7,3600,,0
03-03-2021,06:00:00,63.4,3600,,0
03-03-2021,07:00:00,64.7,3600,,0
03-03-2021,08:00:00,64.0,3600,,0
03-03-2021,09:00:00,64.4,3600,,0
03-03-2021,10:00:00,67.6,3600,,0
03-03-2021,11:00:00,64.2,3600,,0
03-03-2021,12:00:00,67.0,3600,,0
03-03-2021,13:00:00,66.0,3600,,0
03-03-2021,14:00:00,64.2,3600,,0
03-03-2021,15:00:00,66.4,3600,,0
03-03-2021,16:00:00,68.7,3600,,0
03-03-2021,17:00:00,68.5,3600,,0
03-03-2021,18:00:00,64.1,3600,,0
03-03-2021,19:00:00,65.1,3600,,0
03-03-2021,20:00:00,61.1,3600,,0
03-03-2021,21:00:00,60.1,3600,,0
03-03-2021,22:00:00,59.2,3600,,0
03-03-2021,23:00:00,59.1,3600,,0
04-03-2021,00:00:00,58.6,3600,,0
04-03-2021,01:00:00,58.1,3600,,0
04-03-2021,02:00:00,58.6,3600,,0
04-03-2021,03:00:00,59.0,3600,,0
04-03-2021,04:00:00,60.2,3600,,0
04-03-2021,05:00:00,61.4,3600,,0
04-03-2021,06:00:00,63.3,3600,,0
04-03-2021,07:00:00,64.9,3600,,0
04-03-2021,08:00:00,63.5,3600,,0
04-03-2021,09:00:00,63.2,3600,,0
04-03-2021,10:00:00,62.6,3600,,0
04-03-2021,11:00:00,62.5,3600,,0
04-03-2021,12:00:00,64.0,3600,,0
04-03-2021,13:00:00,62.9,3600,,0
04-03-2021,14:00:00,65.4,3600,,0
04-03-2021,15:00:00,66.0,3600,,0
04-03-2021,16:00:00,68.4,3600,,0
04-03-2021,17:00:00,65.2,3600,,0
04-03-2021,18:00:00,65.5,3600,,0
04-03-2021,19:00:00,62.9,3600,,0
04-03-2021,20:00:00,60.6,3600,,0
04-03-2021,21:00:00,60.0,3600,,0
04-03-2021,22:00:00,59.1,3600,,0
04-03-2021,23:00:00,58.6,3600,,0
05-03-2021,00:00:00,58.6,3600,,0
05-03-2021,01:00:00,58.2,3600,,0
05-03-2021,02:00:00,58.5,3600,,0
05-03-2021,03:00:00,58.8,3600,,0
05-03-2021,04:00:00,60.1,3600,,0
05-03-2021,05:00:00,61.3,3600,,0
05-03-2021,06:00:00,63.3,3600,,0
05-03-2021,07:00:00,65.0,3600,,0
05-03-2021,08:00:00,66.2,3600,,0
05-03-2021,09:00:00,66.3,3600,,0
05-03-2021,10:00:00,65.9,3600,,0
05-03-2021,11:00:00,63.5,3600,,0
05-03-2021,12:00:00,66.1,3600,,0
05-03-2021,13:00:00,66.7,3600,,0
05-03-2021,14:00:00,68.3,3600,,0
05-03-2021,15:00:00,68.8,3600,,0
05-03-2021,16:00:00,70.2,3600,,0
05-03-2021,17:00:00,69.9,3600,,0
05-03-2021,18:00:00,66.0,3600,,0
05-03-2021,19:00:00,62.2,3600,,0
05-03-2021,20:00:00,60.9,3600,,0
05-03-2021,21:00:00,60.8,3600,,0
05-03-2021,22:00:00,60.4,3600,,0
05-03-2021,23:00:00,58.6,3600,,0
06-03-2021,00:00:00,58.9,3600,,0
06-03-2021,01:00:00,58.1,3600,,0
06-03-2021,02:00:00,58.2,3600,,0
06-03-2021,03:00:00,58.8,3600,,0
06-03-2021,04:00:00,60.6,3600,,0
06-03-2021,05:00:00,62.2,3600,,0
06-03-2021,06:00:00,62.5,3600,,0
06-03-2021,07:00:00,62.5,3600,,0
06-03-2021,08:00:00,63.2,3600,,0
06-03-2021,09:00:00,63.3,3600,,0
06-03-2021,10:00:00,63.4,3600,,0
06-03-2021,11:00:00,63.8,3600,,0
06-03-2021,12:00:00,62.7,3600,,0
06-03-2021,13:00:00,63.1,3600,,0
06-03-2021,14:00:00,62.5,3600,,0
06-03-2021,15:00:00,64.9,3600,,0
06-03-2021,16:00:00,69.6,3600,,0
06-03-2021,17:00:00,73.0,3600,,0
06-03-2021,18:00:00,62.1,3600,,0
06-03-2021,19:00:00,61.1,3600,,0
06-03-2021,20:00:00,60.4,3600,,0
06-03-2021,21:00:00,60.3,3600,,0
06-03-2021,22:00:00,66.5,3600,,0
06-03-2021,23:00:00,59.7,3600,,0
07-03-2021,00:00:00,58.9,3600,,0
07-03-2021,01:00:00,59.1,3600,,0
07-03-2021,02:00:00,58.7,3600,,0
07-03-2021,03:00:00,58.4,3600,,0
07-03-2021,04:00:00,59.1,3600,,0
07-03-2021,05:00:00,59.6,3600,,0
07-03-2021,06:00:00,60.2,3600,,0
07-03-2021,07:00:00,60.9,3600,,0
07-03-2021,08:00:00,61.3,3600,,0
07-03-2021,09:00:00,62.4,3600,,0
07-03-2021,10:00:00,62.8,3600,,0
07-03-2021,11:00:00,62.7,3600,,0
07-03-2021,12:00:00,62.4,3600,,0
07-03-2021,13:00:00,61.9,3600,,0
07-03-2021,14:00:00,63.2,3600,,0
07-03-2021,15:00:00,67.1,3600,,0
07-03-2021,16:00:00,70.5,3600,,0
07-03-2021,17:00:00,70.4,3600,,0
07-03-2021,18:00:00,62.8,3600,,0
07-03-2021,19:00:00,62.7,3600,,0
07-03-2021,20:00:00,60.9,3600,,0
07-03-2021,21:00:00,59.9,3600,,0
07-03-2021,22:00:00,59.0,3600,,0
07-03-2021,23:00:00,58.5,3600,,0
08-03-2021,00:00:00,58.0,3600,,0
08-03-2021,01:00:00,58.0,3600,,0
08-03-2021,02:00:00,58.6,3600,,0
08-03-2021,03:00:00,57.7,3600,,0
08-03-2021,04:00:00,59.5,3600,,0
08-03-2021,05:00:00,61.6,3600,,0
08-03-2021,06:00:00,63.5,3600,,0
08-03-2021,07:00:00,64.2,3600,,0
08-03-2021,08:00:00,68.3,3600,,0
08-03-2021,09:00:00,68.4,3600,,0
08-03-2021,10:00:00,66.7,3600,,0
08-03-2021,11:00:00,63.8,3600,,0
08-03-2021,12:00:00,66.2,3600,,0
08-03-2021,13:00:00,68.5,3600,,0
08-03-2021,14:00:00,67.0,3600,,0
08-03-2021,15:00:00,65.7,3600,,0
08-03-2021,16:00:00,66.9,3600,,0
08-03-2021,17:00:00,65.6,3600,,0
08-03-2021,18:00:00,62.2,3600,,0
08-03-2021,19:00:00,61.3,3600,,0
08-03-2021,20:00:00,60.5,3600,,0
08-03-2021,21:00:00,59.7,3600,,0
08-03-2021,22:00:00,59.3,3600,,0
08-03-2021,23:00:00,58.5,3600,,0
09-03-2021,00:00:00,58.2,3600,,0
09-03-2021,01:00:00,58.2,3600,,0
09-03-2021,02:00:00,58.0,3600,,0
09-03-2021,03:00:00,58.7,3600,,0
09-03-2021,04:00:00,59.5,3600,,0
09-03-2021,05:00:00,61.1,3600,,0
09-03-2021,06:00:00,63.1,3600,,0
09-03-2021,07:00:00,64.0,3600,,0
09-03-2021,08:00:00,64.2,3600,,0
09-03-2021,09:00:00,66.1,3600,,0
09-03-2021,10:00:00,65.9,3600,,0
09-03-2021,11:00:00,63.8,3600,,0
09-03-2021,12:00:00,63.3,3600,,0
09-03-2021,13:00:00,66.6,3600,,0
09-03-2021,14:00:00,66.1,3600,,0
09-03-2021,15:00:00,67.6,3600,,0
09-03-2021,16:00:00,66.0,3600,,0
09-03-2021,17:00:00,69.4,3600,,0
09-03-2021,18:00:00,62.3,3600,,0
09-03-2021,19:00:00,61.8,3600,,0
09-03-2021,20:00:00,60.3,3600,,0
09-03-2021,21:00:00,59.9,3600,,0
09-03-2021,22:00:00,59.3,3600,,0
09-03-2021,23:00:00,58.5,3600,,0
10-03-2021,00:00:00,58.2,3600,,0
10-03-2021,01:00:00,58.0,3600,,0
10-03-2021,02:00:00,58.2,3600,,0
10-03-2021,03:00:00,58.8,3600,,0
10-03-2021,04:00:00,60.1,3600,,0
10-03-2021,05:00:00,62.5,3600,,0
10-03-2021,06:00:00,63.2,3600,,0
10-03-2021,07:00:00,64.1,3600,,0
10-03-2021,08:00:00,62.9,3600,,0
10-03-2021,09:00:00,63.0,3600,,0
10-03-2021,10:00:00,62.8,3600,,0
10-03-2021,11:00:00,64.2,3600,,0
10-03-2021,12:00:00,62.8,3600,,0
10-03-2021,13:00:00,63.0,3600,,0
10-03-2021,14:00:00,67.5,3600,,0
10-03-2021,15:00:00,67.2,3600,,0
10-03-2021,16:00:00,70.3,3600,,0
10-03-2021,17:00:00,70.8,3600,,0
10-03-2021,18:00:00,65.0,3600,,0
10-03-2021,19:00:00,63.7,3600,,0
10-03-2021,20:00:00,61.1,3600,,0
10-03-2021,21:00:00,60.6,3600,,0
10-03-2021,22:00:00,59.0,3600,,0
10-03-2021,23:00:00,58.8,3600,,0
11-03-2021,00:00:00,58.3,3600,,0
11-03-2021,01:00:00,58.2,3600,,0
11-03-2021,02:00:00,58.2,3600,,0
11-03-2021,03:00:00,58.8,3600,,0
11-03-2021,04:00:00,59.8,3600,,0
11-03-2021,05:00:00,61.1,3600,,0
11-03-2021,06:00:00,64.3,3600,,0
11-03-2021,07:00:00,65.8,3600,,0
11-03-2021,08:00:00,66.4,3600,,0
11-03-2021,09:00:00,67.7,3600,,0
11-03-2021,10:00:00,66.3,3600,,0
11-03-2021,11:00:00,62.8,3600,,0
11-03-2021,12:00:00,67.0,3600,,0
11-03-2021,13:00:00,66.9,3600,,0
