ACCIDENTNU,ACCIDENTDA,ACCIDENT_L,IMPACT_LOC,COLLISION_,ENVIRONMEN,LIGHT,geo,N_SIGNS,TRAFFIC_VOLUME,ADVANCE CROSSING MARKING,BIKE BOX,BIKE/EDGE LINE,CENTRE LINE,CROSSWALK LINE,GREEN SHARED-USE,LANE DIVIDER,RR TRACK STOP LINE,SCHOOL CROSSWALK LINE,SHARROW,SPEED HUMP,STOP LINE,TRAIL CROSSING,TURNING ARROW,TWO WAY LEFT TURN,YIELD LINE,TOTAL_MARKINGS,avg_lanes,avg_pav_with,avg_row_width,avg_off_class,avg_speed_limit,avg_shape_length
09-199596,2009-10-07,03-At intersection,02-Thru lane,INTERSECTION,02-Rain,01-Daylight,MULTIPOINT (-80.4375089114654 43.432471353697),0,0,0,0,0,17,3,0,2,0,0,0,12,21,0,2,0,0,57,26,118.0,250.0,60,650,1327.459023866761
09-208009,2009-10-07,01-Non intersection,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.489507479972 43.4493274141892),4,8890.0,0,0,0,8,10,0,5,0,0,21,0,22,0,4,0,0,70,43,164.0,316.0,108,950,2013.515430100727
09-200047,2009-10-07,04-At/near private drive,02-Thru lane,INTERSECTION,02-Rain,01-Daylight,MULTIPOINT (-80.4269813213988 43.3829109255787),0,0,0,0,2,25,1,0,0,0,0,0,0,30,0,4,0,0,62,44,233.0,489.0,135,1150,3240.9871545374804
09-200539,2009-10-08,04-At/near private drive,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.47708416060379 43.4443012018277),13,247638.0,2,0,1,82,38,0,41,0,1,25,0,113,0,63,0,0,366,230,956.0,2841.0,403,3650,13402.326888206991
09-200658,2009-10-08,03-At intersection,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4904019506895 43.4503232973023),10,24794.0,1,0,0,23,15,0,3,0,0,17,0,39,0,13,0,0,111,52,244.0,406.0,128,1100,2788.9996899800103
09-200444,2009-10-08,01-Non intersection,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.4263473184607 43.3959097995067),0,0,0,0,1,21,0,0,0,0,0,0,4,19,0,0,0,0,45,30,131.0,279.0,94,660,3782.57112354429
09-200708,2009-10-08,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.51655643793821 43.4567952246049),1,0,2,0,0,36,3,0,24,2,0,4,0,61,0,50,0,0,182,68,238.0,505.0,134,1200,3176.9017866941394
09-222396,2009-10-09,02-Intersection related,02-Thru lane,INTERSECTION,02-Rain,01-Daylight,MULTIPOINT (-80.4869498557167 43.4503255996875),0,20386.0,0,0,4,35,23,0,19,0,0,8,0,48,0,22,0,0,159,102,415.0,720.0,208,1800,4142.893840968993
09-202076,2009-10-09,03-At intersection,04-Right turn lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4492069946382 43.4572485228279),7,6402.0,0,0,71,56,10,0,40,0,0,0,0,63,0,57,0,0,297,123,497.0,1075.0,192,1800,7255.954876161937
09-201972,2009-10-09,04-At/near private drive,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4144951232575 43.4324796190296),0,0,0,0,0,25,0,0,1,1,0,0,4,24,0,1,0,0,56,38,183.0,395.0,88,950,3422.2611567602503
09-203176,2009-10-09,04-At/near private drive,02-Thru lane,MIDBLOCK,02-Rain,01-Daylight,MULTIPOINT (-80.4856404262987 43.4457268612975),1,0,0,0,0,11,6,0,0,0,0,1,0,17,0,0,0,0,35,26,86.0,165.0,78,650,1682.5166139610278
09-201386,2009-10-09,03-At intersection,02-Thru lane,INTERSECTION,02-Rain,01-Daylight,MULTIPOINT (-80.4500599549127 43.4574861108764),7,6402.0,0,0,23,46,9,0,34,0,0,0,0,53,0,45,0,0,210,95,404.0,911.0,186,1550,6606.645079586743
09-201372,2009-10-09,04-At/near private drive,02-Thru lane,MIDBLOCK,02-Rain,"08-Dark, artificial",MULTIPOINT (-80.4845170323556 43.4450741635176),1,0,2,0,0,12,7,0,1,2,0,1,0,20,0,0,0,0,45,30,100.0,191.0,88,750,2527.218207007879
09-201457,2009-10-09,02-Intersection related,11-Not on roadway - right side,INTERSECTION,02-Rain,07-Dark,MULTIPOINT (-80.43759076091339 43.3935577368023),0,0,0,0,10,35,0,0,13,0,3,0,32,32,0,23,0,0,148,55,230.0,520.0,81,990,3385.750035265167
09-202510,2009-10-11,01-Non intersection,02-Thru lane,INTERSECTION,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.4334174034357 43.4393148775889),7,6402.0,0,0,26,62,9,0,36,0,0,0,0,70,0,45,0,0,248,111,486.0,1067.0,198,1950,7878.846089015064
09-202824,2009-10-11,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.4762360349295 43.4112733415202),0,0,0,0,37,23,7,0,48,0,0,0,0,32,0,35,0,0,182,86,355.0,643.0,98,1300,6675.352181814758
09-203716,2009-10-13,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.51846085520739 43.4462317297229),3,8566.0,0,3,47,45,34,9,30,0,0,0,0,72,0,107,15,0,362,148,545.0,966.0,167,1900,6674.36241917643
09-204021,2009-10-13,02-Intersection related,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4798675513357 43.4158949554862),0,0,0,0,87,33,6,0,75,1,0,0,0,41,0,38,0,22,303,126,514.0,1061.0,146,1850,9664.672777219197
09-204119,2009-10-13,01-Non intersection,11-Not on roadway - right side,MIDBLOCK,01-Clear,07-Dark,MULTIPOINT (-80.4852071676938 43.3753009599041),0,39210.0,0,1,18,31,11,0,62,0,0,0,0,44,0,53,0,0,220,205,825.0,2102.0,306,3330,20951.298330761303
09-203760,2009-10-13,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.5317955214385 43.4193560166584),0,0,0,0,15,48,1,0,6,0,0,0,0,41,0,14,0,0,125,106,425.0,823.0,144,1520,4327.753593596911
09-204484,2009-10-14,04-At/near private drive,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.47930676044339 43.4667533939679),0,0,2,0,0,44,11,0,0,2,0,0,0,39,1,0,0,0,99,47,206.0,427.0,144,1200,3834.3948583897013
09-204583,2009-10-14,01-Non intersection,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4747773321955 43.4432666527887),13,247638.0,2,0,1,51,18,0,27,0,0,25,0,62,0,41,0,0,227,177,695.0,2281.0,268,2450,9459.707476278772
09-204740,2009-10-14,04-At/near private drive,02-Thru lane,INTERSECTION,01-Clear,"06-Dusk, artificial",MULTIPOINT (-80.4478211651477 43.4345670491762),8,58274.0,0,0,0,48,27,0,14,1,0,3,0,62,0,18,0,0,173,177,655.0,1099.0,267,2350,6681.666884345926
09-205505,2009-10-15,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,07-Dark,MULTIPOINT (-80.4705892795478 43.4405426968575),2,4670.0,1,0,2,27,18,0,5,0,0,0,4,30,0,5,0,0,92,64,294.0,595.0,150,1250,3442.49599785247
09-205872,2009-10-16,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4490084044842 43.4247670854422),0,0,0,0,0,37,5,0,17,0,0,0,0,38,0,26,0,0,123,69,286.0,510.0,157,1280,4821.835392471106
09-206232,2009-10-16,02-Intersection related,04-Right turn lane,INTERSECTION,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.4965640368769 43.4312634758444),1,9580.0,0,0,9,31,21,0,41,0,1,0,0,56,0,45,0,26,230,168,541.0,1799.0,249,2170,12874.597007451912
09-206120,2009-10-16,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,07-Dark,MULTIPOINT (-80.5209185205281 43.4425817329308),3,8566.0,0,0,2,15,5,0,4,0,0,0,0,30,0,14,0,0,70,80,274.5,490.0,126,1050,4238.24286119194
09-206909,2009-10-17,01-Non intersection,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.51651798960491 43.4311302225567),0,0,0,1,26,31,17,4,14,0,0,0,0,49,0,37,14,0,193,105,464.0,947.0,150,1940,4487.79320839316
09-206936,2009-10-17,01-Non intersection,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.5021751002343 43.4354419456957),0,0,0,1,27,28,32,9,16,0,0,0,0,52,0,57,14,0,236,95,421.0,839.0,120,1690,4223.855252221623
09-207672,2009-10-17,04-At/near private drive,02-Thru lane,INTERSECTION,01-Clear,07-Dark,MULTIPOINT (-80.441186740804 43.4244357680055),0,0,2,0,6,35,5,0,10,0,0,0,0,41,0,12,0,0,111,42,197.0,368.0,120,1000,3635.445010515901
09-207562,2009-10-18,03-At intersection,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.49025305848259 43.4366310365843),0,0,0,0,0,25,16,0,16,0,1,0,0,39,0,22,0,0,119,43,203.0,440.0,105,950,3295.7776376578167
09-209112,2009-10-20,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4492069946382 43.4572485228279),7,6402.0,0,0,71,56,10,0,40,0,0,0,0,63,0,57,0,0,297,123,497.0,1075.0,192,1800,7255.954876161937
09-208855,2009-10-20,01-Non intersection,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4789200073203 43.4451730110937),13,247638.0,2,0,2,63,21,0,27,0,0,25,0,77,0,41,0,0,258,197,779.0,2454.0,328,2950,10288.447654311343
09-208770,2009-10-20,04-At/near private drive,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.5100991325737 43.4334563474079),5,19504.0,0,1,28,38,25,4,22,0,0,0,0,73,0,59,14,0,264,216,799.0,1534.0,270,2940,9626.904951789551
09-209459,2009-10-21,02-Intersection related,02-Thru lane,INTERSECTION,02-Rain,01-Daylight,MULTIPOINT (-80.4762360349295 43.4112733415202),0,0,0,0,37,23,7,0,48,0,0,0,0,32,0,35,0,0,182,86,355.0,643.0,98,1300,6675.352181814758
09-209448,2009-10-21,04-At/near private drive,02-Thru lane,INTERSECTION,02-Rain,01-Daylight,MULTIPOINT (-80.4742433080401 43.4339808652851),0,16866.0,4,0,2,35,24,0,9,4,0,0,0,49,0,22,0,0,149,137,513.0,1250.0,204,2050,6669.826088313147
09-209733,2009-10-21,01-Non intersection,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.51032867987 43.4542444556577),0,0,3,1,14,55,10,3,26,4,0,4,1,70,0,56,0,0,247,66,288.0,634.0,152,1550,7154.4065819727975
09-209636,2009-10-21,03-At intersection,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.51303679675441 43.4453179831118),0,0,0,3,45,43,29,9,25,0,0,0,0,52,0,91,15,0,312,88,360.0,662.0,102,1350,3439.5012677305886
09-209682,2009-10-21,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.4624487922657 43.4566600293537),0,0,0,0,0,41,2,0,4,0,0,0,0,42,0,7,0,0,96,48,235.0,576.0,132,1100,3206.398350990555
09-209548,2009-10-21,04-At/near private drive,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.489507479972 43.4493274141892),4,8890.0,0,0,0,8,10,0,5,0,0,21,0,22,0,4,0,0,70,43,164.0,316.0,108,950,2013.515430100727
09-210400,2009-10-22,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.51655643793821 43.4567952246049),1,0,2,0,0,36,3,0,24,2,0,4,0,61,0,50,0,0,182,68,238.0,505.0,134,1200,3176.9017866941394
09-210264,2009-10-22,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4500599549127 43.4574861108764),7,6402.0,0,0,23,46,9,0,34,0,0,0,0,53,0,45,0,0,210,95,404.0,911.0,186,1550,6606.645079586743
09-213029,2009-10-23,04-At/near private drive,02-Thru lane,INTERSECTION,02-Rain,07-Dark,MULTIPOINT (-80.4152821819193 43.3895932269169),0,0,0,0,0,21,0,0,2,0,0,0,0,16,0,3,0,0,42,22,109.0,229.0,55,550,3199.113171838407
09-210812,2009-10-23,03-At intersection,01-Within intersection,INTERSECTION,02-Rain,01-Daylight,MULTIPOINT (-80.50361153742899 43.4365581595701),0,0,0,4,71,60,48,13,39,0,0,0,0,87,0,128,29,0,479,167,709.0,1357.0,174,2640,6451.5985819022135
09-210840,2009-10-23,04-At/near private drive,02-Thru lane,INTERSECTION,02-Rain,01-Daylight,MULTIPOINT (-80.4436508156692 43.4223647048183),0,0,2,0,6,42,8,0,27,0,0,0,0,49,0,38,0,0,172,77,331.0,538.0,175,1430,6022.506618333187
09-210742,2009-10-23,04-At/near private drive,02-Thru lane,INTERSECTION,02-Rain,01-Daylight,MULTIPOINT (-80.48081303639169 43.4460842194137),15,247638.0,2,0,1,53,19,0,25,0,1,25,0,78,0,39,0,0,243,195,760.0,2427.0,322,2900,10207.951997124974
09-210767,2009-10-23,01-Non intersection,10-Not on roadway - left side,MIDBLOCK,02-Rain,01-Daylight,MULTIPOINT (-80.43258171296991 43.4009583736656),0,0.0,0,0,12,39,2,0,50,0,0,0,4,37,0,36,0,0,180,78,381.0,1039.0,230,1810,9657.181299945885
09-212158,2009-10-24,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.44936504018111 43.4281978568641),0,0,0,0,0,46,2,0,0,0,2,0,0,45,0,0,0,0,95,48,216.0,480.0,144,1190,3124.7389753357934
09-211712,2009-10-24,03-At intersection,01-Within intersection,INTERSECTION,02-Rain,"08-Dark, artificial",MULTIPOINT (-80.4565931161185 43.4215997932518),0,0,0,0,0,23,13,0,0,0,0,0,28,24,0,0,0,0,88,27,147.0,318.0,80,700,2091.2037409353006
09-212193,2009-10-25,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.485129896774 43.4077614392983),0,0,0,0,0,38,1,0,0,0,0,0,0,39,0,0,0,0,78,74,375.0,736.0,154,1830,4675.929862184447
09-212339,2009-10-25,04-At/near private drive,01-Within intersection,MIDBLOCK,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.4074384927449 43.4072335008349),0,0,0,0,0,40,1,0,2,0,0,0,0,30,0,3,0,0,76,46,217.0,477.0,78,1090,3273.465219656015
09-212302,2009-10-25,04-At/near private drive,02-Thru lane,INTERSECTION,01-Clear,05-Dusk,MULTIPOINT (-80.5218425984057 43.4116971560363),0,0,0,0,0,27,0,0,1,0,0,0,0,8,0,2,0,0,38,12,59.0,118.0,36,300,842.9350310906163
09-213345,2009-10-27,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.4608662489667 43.4365479045753),3,0,0,0,0,16,3,0,0,0,1,0,16,21,0,4,0,0,61,28,120.0,243.0,66,600,2544.057871128472
09-214866,2009-10-28,04-At/near private drive,02-Thru lane,INTERSECTION,02-Rain,01-Daylight,MULTIPOINT (-80.52280587296249 43.4214516297196),0,0,0,0,0,18,0,0,2,0,0,0,0,15,0,8,0,0,43,20,100.0,254.0,36,420,1661.8919922405764
09-214227,2009-10-28,02-Intersection related,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4842680233853 43.4678776662976),5,26388.0,0,0,3,25,20,0,4,0,0,1,0,38,0,8,0,2,101,83,340.0,588.0,180,1500,3828.6982478233494
09-213896,2009-10-28,02-Intersection related,02-Thru lane,INTERSECTION,02-Rain,01-Daylight,MULTIPOINT (-80.434750614226 43.4343187785221),0,0,0,0,0,20,3,0,2,0,0,0,12,23,0,2,0,0,62,24,109.0,228.0,54,600,1381.740544354805
09-213967,2009-10-28,02-Intersection related,04-Right turn lane,INTERSECTION,02-Rain,01-Daylight,MULTIPOINT (-80.4488034668949 43.4334106730228),1,0,2,0,6,24,4,0,13,0,0,0,0,38,0,12,0,0,99,33,154.0,283.0,87,750,3291.971307849432
09-214275,2009-10-28,04-At/near private drive,02-Thru lane,INTERSECTION,01-Clear,07-Dark,MULTIPOINT (-80.48746580543479 43.4519123204674),13,66738.0,3,0,0,55,41,0,14,4,0,3,0,86,0,29,0,0,235,233,769.0,1294.0,339,3000,7774.068191968151
09-214261,2009-10-28,02-Intersection related,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.5025587621063 43.4483981184992),5,21994.0,3,2,2,43,32,3,29,4,0,9,0,71,0,45,0,3,246,141,478.0,922.0,235,2050,7084.421399863234
09-215793,2009-10-30,01-Non intersection,08-Left shoulder,INTERSECTION,01-Clear,07-Dark,MULTIPOINT (-80.4578140396262 43.4259981146843),0,0,0,0,0,9,2,0,0,0,0,0,20,7,0,0,0,0,38,10,45.0,100.0,30,230,1104.253377467705
09-215497,2009-10-30,01-Non intersection,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.47224014375639 43.4577323742329),6,20744.0,0,0,4,32,24,0,21,0,0,0,0,43,0,21,0,0,145,110,434.0,758.0,197,1750,4615.813951055092
09-216155,2009-10-31,01-Non intersection,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.49844588226441 43.4662131520451),0,0,0,0,30,42,18,0,12,0,0,2,0,43,0,18,0,0,165,70,305.0,618.0,96,1300,3527.4444774055037
09-216903,2009-11-01,04-At/near private drive,02-Thru lane,INTERSECTION,01-Clear,"02-Daylight, artificial",MULTIPOINT (-80.5379946712039 43.418974100159),0,0,0,0,15,35,1,0,4,0,0,0,0,31,0,6,0,0,92,90,338.0,607.0,120,1200,3521.3152641155557
09-216867,2009-11-01,04-At/near private drive,02-Thru lane,INTERSECTION,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.5172869922433 43.4308267113783),0,0,0,1,26,26,16,4,14,0,0,0,0,41,0,37,14,0,179,93,410.0,827.0,114,1640,3748.735915504672
09-217553,2009-11-02,01-Non intersection,08-Left shoulder,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.55976030542961 43.4281887512845),3,36934.0,1,1,24,56,23,6,54,2,0,0,1,71,0,55,0,13,307,180,670.0,1717.0,332,3200,14429.567757792742
09-217680,2009-11-02,04-At/near private drive,09-Right shoulder,INTERSECTION,02-Rain,01-Daylight,MULTIPOINT (-80.52783043893869 43.4271347977667),0,0,0,1,26,30,18,6,14,0,0,0,0,45,0,37,14,0,191,103,463.0,927.0,144,1890,4347.042147878221
09-218297,2009-11-03,04-At/near private drive,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.5101841270139 43.4381917033922),3,36024.0,0,0,1,26,14,3,22,0,0,0,0,40,0,32,0,0,138,84,294.5,705.0,150,1250,6417.7179194716855
09-220351,2009-11-04,01-Non intersection,02-Thru lane,INTERSECTION,01-Clear,"06-Dusk, artificial",MULTIPOINT (-80.441186740804 43.4244357680055),0,0,2,0,6,35,5,0,10,0,0,0,0,41,0,12,0,0,111,42,197.0,368.0,120,1000,3635.445010515901
09-219006,2009-11-04,01-Non intersection,02-Thru lane,INTERSECTION,02-Rain,01-Daylight,MULTIPOINT (-80.49041742014219 43.4585934154411),2,0,3,0,34,52,25,0,19,2,0,2,0,56,1,12,0,0,206,93,405.0,1229.0,163,1800,5609.6097438123015
09-218766,2009-11-04,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.48637094796641 43.4532901169628),2,0,8,0,0,36,15,0,4,3,0,0,0,41,0,11,0,0,118,45,177.0,365.0,132,1110,2832.616781174903
09-219281,2009-11-05,99-Other,12-Off highway,INTERSECTION,02-Rain,07-Dark,MULTIPOINT (-80.52604080939111 43.4400184480357),0,0,0,0,0,14,0,0,0,0,0,0,0,12,0,0,0,0,26,20,99.0,200.0,54,500,1771.4282781449579
09-219692,2009-11-05,01-Non intersection,02-Thru lane,INTERSECTION,02-Rain,"08-Dark, artificial",MULTIPOINT (-80.4330428857665 43.3783079608424),0,0,0,0,2,37,1,0,0,0,0,0,0,38,0,4,0,0,82,84,438.0,1023.0,267,2251,5744.767472025923
09-219560,2009-11-05,01-Non intersection,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.47708416060379 43.4443012018277),13,247638.0,2,0,1,82,38,0,41,0,1,25,0,113,0,63,0,0,366,230,956.0,2841.0,403,3650,13402.326888206991
09-219427,2009-11-05,01-Non intersection,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.4883990938488 43.4494985589947),17,276846.0,2,0,5,83,47,0,46,0,0,46,0,111,0,59,0,0,399,294,1156.0,3082.0,488,4400,13540.384239233212
09-219653,2009-11-05,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.52731215099119 43.4408428476638),0,0,0,0,0,14,0,0,0,0,0,0,0,13,0,0,0,0,27,22,108.0,220.0,60,550,1782.4895392835137
09-219418,2009-11-05,04-At/near private drive,02-Thru lane,MIDBLOCK,02-Rain,01-Daylight,MULTIPOINT (-80.4605267233057 43.4688400683528),0,0,4,0,5,9,1,0,9,2,0,0,0,5,0,1,0,0,36,21,118.0,239.0,48,450,4727.17605868529
09-219499,2009-11-05,02-Intersection related,02-Thru lane,INTERSECTION,02-Rain,01-Daylight,MULTIPOINT (-80.5169945442686 43.451888379849),0,0,1,4,59,70,36,12,38,2,0,0,1,84,0,114,15,0,436,120,502.0,982.0,158,2050,7949.1572307495635
09-220251,2009-11-06,01-Non intersection,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4934565072131 43.4513800241139),8,24794.0,1,0,0,20,14,0,3,0,0,18,0,36,0,13,0,0,105,47,225.0,391.0,116,1000,2756.9521602469317
09-220298,2009-11-06,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4798675513357 43.4158949554862),0,0,0,0,87,33,6,0,75,1,0,0,0,41,0,38,0,22,303,126,514.0,1061.0,146,1850,9664.672777219197
09-220838,2009-11-07,01-Non intersection,11-Not on roadway - right side,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.4455433162539 43.452750409193),11,12610.0,0,0,27,70,23,0,43,0,0,0,0,81,0,56,0,0,300,228,889.0,1781.0,362,3100,11480.638829532401
09-220889,2009-11-07,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.4435913661316 43.4251127822334),0,0,2,0,6,49,6,0,10,0,1,0,20,54,0,15,0,0,163,58,271.0,528.0,158,1400,4931.138114839613
09-221035,2009-11-07,01-Non intersection,02-Thru lane,INTERSECTION,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.4889980132553 43.429537631366),1,9580.0,0,0,9,20,13,0,27,0,0,0,0,32,0,28,0,26,155,146,444.0,1589.0,210,1760,11019.087473254192
09-221784,2009-11-08,01-Non intersection,02-Thru lane,INTERSECTION,01-Clear,07-Dark,MULTIPOINT (-80.441186740804 43.4244357680055),0,0,2,0,6,35,5,0,10,0,0,0,0,41,0,12,0,0,111,42,197.0,368.0,120,1000,3635.445010515901
09-221890,2009-11-08,04-At/near private drive,10-Not on roadway - left side,MIDBLOCK,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.4127920123488 43.4280818839),0,0,0,0,0,17,0,0,1,0,0,0,0,21,0,1,0,0,40,33,172.0,360.0,84,850,2706.905668203707
09-229318,2009-11-10,04-At/near private drive,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.472899032764 43.4583553482396),4,20744.0,0,0,4,28,24,0,21,0,0,0,0,39,0,21,0,0,137,104,406.0,698.0,179,1600,3676.538602643376
09-223124,2009-11-10,04-At/near private drive,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.44642930387209 43.3966072651866),2,0,0,0,22,46,4,0,13,0,1,0,0,32,0,18,0,0,136,62,245.0,640.0,124,1210,4900.821660637508
09-222902,2009-11-10,01-Non intersection,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.4302669430049 43.4349475606694),1,6572.0,0,0,0,36,7,0,4,0,0,0,12,43,0,13,0,14,129,92,319.0,728.0,162,1550,5641.364731747106
09-223483,2009-11-11,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.44806576514389 43.4242799940169),0,0,0,0,0,28,4,0,17,0,0,0,0,29,0,26,0,0,104,61,250.0,430.0,133,1080,3845.1437209731025
09-224597,2009-11-12,02-Intersection related,11-Not on roadway - right side,INTERSECTION,01-Clear,07-Dark,MULTIPOINT (-80.4702657498773 43.4693821017014),0,0,2,0,1,45,11,0,0,2,0,0,0,37,1,0,0,0,99,47,200.0,413.0,141,1200,4914.0230315400095
09-224582,2009-11-12,01-Non intersection,02-Thru lane,INTERSECTION,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.4492069946382 43.4572485228279),7,6402.0,0,0,71,56,10,0,40,0,0,0,0,63,0,57,0,0,297,123,497.0,1075.0,192,1800,7255.954876161937
09-224434,2009-11-13,02-Intersection related,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4729443473896 43.4140424743777),0,0,0,0,2,5,4,0,4,0,1,0,16,9,0,3,0,0,44,26,131.0,260.0,52,640,1865.6572804021162
09-225290,2009-11-13,02-Intersection related,02-Thru lane,INTERSECTION,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.4710640202469 43.4248266559218),0,530.0,1,0,2,4,0,0,2,0,0,0,0,10,0,3,0,0,22,8,43.0,86.0,24,200,952.662146587665
09-225999,2009-11-14,01-Non intersection,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.5100991325737 43.4334563474079),5,19504.0,0,1,28,38,25,4,22,0,0,0,0,73,0,59,14,0,264,216,799.0,1534.0,270,2940,9626.904951789551
09-226102,2009-11-14,01-Non intersection,02-Thru lane,INTERSECTION,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.4662220764058 43.3919732819579),4,0.0,0,0,46,41,6,0,97,0,0,0,0,47,0,69,0,0,306,128,570.0,1335.0,226,2300,12517.593730533112
09-227560,2009-11-16,04-At/near private drive,02-Thru lane,INTERSECTION,01-Clear,07-Dark,MULTIPOINT (-80.4889889376667 43.3822145170542),0,39210.0,0,1,15,28,11,0,62,0,0,0,0,41,0,53,0,0,211,201,810.0,2077.0,294,3230,17932.620583991215
09-229477,2009-11-18,98-Other,02-Thru lane,MIDBLOCK,01-Clear,07-Dark,MULTIPOINT (-80.550284494576 43.4218635216897),0,0,0,0,0,10,1,0,0,0,0,0,0,10,0,0,0,0,21,14,57.0,132.0,42,350,1939.4119923450319
09-228659,2009-11-18,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.4465418901155 43.3949350548021),5,0,0,0,31,65,3,0,21,0,2,0,12,48,0,39,0,0,221,89,340.0,825.0,139,1510,6644.5838781793955
09-229275,2009-11-19,04-At/near private drive,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4427608167813 43.421076613897),7,3968.0,0,0,0,34,6,0,29,0,0,0,0,30,0,34,0,0,133,81,306.0,512.0,139,1130,5783.215041060032
